# Energy(MeV) Phi16_Spherical Phi84_Spherical
2.948662e-01 4.228660e+10 5.245296e+11
2.978039e-01 4.167658e+10 5.103610e+11
3.007708e-01 4.107417e+10 4.960136e+11
3.037673e-01 4.047929e+10 4.820583e+11
3.067937e-01 3.987409e+10 4.684668e+11
3.098501e-01 3.926204e+10 4.555112e+11
3.129371e-01 3.865821e+10 4.441332e+11
3.160548e-01 3.806250e+10 4.330390e+11
3.192035e-01 3.747480e+10 4.222216e+11
3.223837e-01 3.689502e+10 4.111896e+11
3.255955e-01 3.632306e+10 4.002851e+11
3.288393e-01 3.575883e+10 3.895685e+11
3.321154e-01 3.520222e+10 3.791383e+11
3.354242e-01 3.465315e+10 3.689870e+11
3.387659e-01 3.411151e+10 3.594617e+11
3.421410e-01 3.357723e+10 3.502837e+11
3.455496e-01 3.305020e+10 3.413395e+11
3.489922e-01 3.253034e+10 3.326232e+11
3.524691e-01 3.201756e+10 3.241289e+11
3.559807e-01 3.152500e+10 3.158263e+11
3.595272e-01 3.104570e+10 3.075533e+11
3.631090e-01 3.057267e+10 2.994187e+11
3.667266e-01 3.010640e+10 2.911449e+11
3.703802e-01 2.961674e+10 2.829972e+11
3.740702e-01 2.914268e+10 2.750441e+11
3.777969e-01 2.867515e+10 2.673141e+11
3.815608e-01 2.821408e+10 2.598012e+11
3.853622e-01 2.775938e+10 2.526674e+11
3.892014e-01 2.731098e+10 2.462935e+11
3.930789e-01 2.686879e+10 2.401389e+11
3.969950e-01 2.643275e+10 2.337541e+11
4.009502e-01 2.599187e+10 2.274563e+11
4.049447e-01 2.554363e+10 2.215432e+11
4.089791e-01 2.510212e+10 2.160756e+11
4.130536e-01 2.466725e+10 2.106744e+11
4.171687e-01 2.423894e+10 2.053932e+11
4.213249e-01 2.381708e+10 2.002361e+11
4.255224e-01 2.340160e+10 1.945923e+11
4.297618e-01 2.299241e+10 1.892748e+11
4.340433e-01 2.258942e+10 1.843638e+11
4.383676e-01 2.220079e+10 1.795798e+11
4.427349e-01 2.181792e+10 1.749197e+11
4.471458e-01 2.144071e+10 1.703280e+11
4.516005e-01 2.106911e+10 1.657176e+11
4.560997e-01 2.070302e+10 1.611280e+11
4.606437e-01 2.034369e+10 1.569273e+11
4.652329e-01 1.999387e+10 1.528360e+11
4.698679e-01 1.964916e+10 1.488510e+11
4.745491e-01 1.931755e+10 1.449687e+11
4.792769e-01 1.899590e+10 1.411765e+11
4.840518e-01 1.866387e+10 1.374832e+11
4.888742e-01 1.835433e+10 1.338862e+11
4.937447e-01 1.804398e+10 1.303832e+11
4.986638e-01 1.773713e+10 1.269715e+11
5.036318e-01 1.743916e+10 1.236588e+11
5.086493e-01 1.714935e+10 1.206592e+11
5.137168e-01 1.686612e+10 1.175281e+11
5.188349e-01 1.657211e+10 1.145932e+11
5.240038e-01 1.629729e+10 1.117959e+11
5.292243e-01 1.601794e+10 1.090374e+11
5.344968e-01 1.574349e+10 1.062082e+11
5.398219e-01 1.547547e+10 1.033204e+11
5.452000e-01 1.521122e+10 1.005009e+11
5.506316e-01 1.495067e+10 9.775547e+10
