# Energy(MeV) Fluence_Spherical_Median(cm^-2*MeV^-1)
2.216098e+02 3.765215e+03
2.238177e+02 3.658143e+03
2.260475e+02 3.554117e+03
2.282995e+02 3.453050e+03
2.305740e+02 3.354858e+03
2.328712e+02 3.259263e+03
2.351912e+02 3.165589e+03
2.375343e+02 3.074607e+03
2.399008e+02 2.986241e+03
2.422909e+02 2.900414e+03
2.447047e+02 2.816815e+03
2.471427e+02 2.733883e+03
2.496049e+02 2.653395e+03
2.520916e+02 2.575317e+03
2.546031e+02 2.500756e+03
2.571397e+02 2.428356e+03
2.597015e+02 2.358055e+03
2.622888e+02 2.290736e+03
2.649019e+02 2.225729e+03
2.675410e+02 2.162568e+03
2.702065e+02 2.101199e+03
