# Energy(MeV) Planare_Fluence(cm^-2*MeV^-1)
1.550175e+01 2.153755e+08
1.571784e+01 2.078298e+08
1.593694e+01 2.007861e+08
1.615909e+01 1.941391e+08
1.638434e+01 1.877127e+08
1.661273e+01 1.811524e+08
1.684430e+01 1.751494e+08
1.707910e+01 1.690544e+08
1.731717e+01 1.633731e+08
1.755856e+01 1.574952e+08
1.780332e+01 1.520839e+08
1.805149e+01 1.468563e+08
1.830312e+01 1.417450e+08
1.855825e+01 1.367306e+08
1.881694e+01 1.317522e+08
1.907924e+01 1.270507e+08
1.934520e+01 1.224154e+08
1.961486e+01 1.179970e+08
1.988828e+01 1.138461e+08
2.016551e+01 1.097282e+08
2.044661e+01 1.058627e+08
2.073162e+01 1.021348e+08
2.102061e+01 9.851974e+07
2.131362e+01 9.504308e+07
2.161073e+01 9.159259e+07
2.191197e+01 8.823535e+07
2.221741e+01 8.500024e+07
2.252711e+01 8.195474e+07
2.284112e+01 7.901946e+07
2.315951e+01 7.616867e+07
2.348235e+01 7.342261e+07
2.380968e+01 7.074761e+07
2.414157e+01 6.818510e+07
2.447809e+01 6.561938e+07
2.481930e+01 6.325865e+07
2.516527e+01 6.101967e+07
2.551606e+01 5.877167e+07
2.587174e+01 5.657123e+07
2.623238e+01 5.448850e+07
2.659804e+01 5.240046e+07
2.696881e+01 5.039349e+07
2.734474e+01 4.853554e+07
2.772591e+01 4.675295e+07
2.811239e+01 4.500671e+07
2.850426e+01 4.333464e+07
2.890160e+01 4.173200e+07
2.930447e+01 4.012109e+07
2.971296e+01 3.860134e+07
3.012714e+01 3.711727e+07
3.054710e+01 3.570637e+07
3.097291e+01 3.432982e+07
3.140465e+01 3.304069e+07
3.184242e+01 3.178992e+07
3.228628e+01 3.058123e+07
3.273634e+01 2.939275e+07
3.319266e+01 2.827308e+07
3.365535e+01 2.720136e+07
3.412449e+01 2.611588e+07
3.460016e+01 2.510073e+07
3.508247e+01 2.413595e+07
3.557150e+01 2.319289e+07
3.606735e+01 2.229170e+07
3.657011e+01 2.145564e+07
3.707988e+01 2.061019e+07
3.759675e+01 1.979700e+07
3.812083e+01 1.904488e+07
3.865221e+01 1.828910e+07
3.919100e+01 1.756908e+07
3.973730e+01 1.688591e+07
4.029122e+01 1.620892e+07
4.085286e+01 1.557392e+07
4.142232e+01 1.495464e+07
4.199973e+01 1.436740e+07
4.258518e+01 1.381120e+07
4.317880e+01 1.326573e+07
4.378069e+01 1.274298e+07
4.439097e+01 1.223909e+07
4.500975e+01 1.174610e+07
4.563716e+01 1.128923e+07
4.627332e+01 1.084005e+07
4.691835e+01 1.040357e+07
4.757236e+01 9.979200e+06
4.823549e+01 9.581769e+06
4.890787e+01 9.196006e+06
4.958962e+01 8.828782e+06
5.028087e+01 8.471366e+06
5.098176e+01 8.118529e+06
5.169242e+01 7.785492e+06
5.241298e+01 7.475179e+06
5.314359e+01 7.177348e+06
5.388438e+01 6.885830e+06
5.463550e+01 6.606978e+06
5.539709e+01 6.344281e+06
5.616930e+01 6.081717e+06
5.695227e+01 5.835353e+06
5.774615e+01 5.601705e+06
5.855110e+01 5.374898e+06
5.936727e+01 5.157919e+06
6.019482e+01 4.950804e+06
6.103390e+01 4.747871e+06
6.188468e+01 4.548700e+06
