# Energy(MeV) Fluence_Planare_Median(p/cm2)
1.403289e+02 4.131297e+04
1.413026e+02 4.051756e+04
1.422830e+02 3.974332e+04
1.432703e+02 3.898067e+04
1.442644e+02 3.823462e+04
1.452654e+02 3.750336e+04
1.462733e+02 3.678048e+04
1.472883e+02 3.605838e+04
1.483103e+02 3.534388e+04
1.493393e+02 3.463781e+04
1.503755e+02 3.394933e+04
1.514189e+02 3.326859e+04
1.524696e+02 3.259503e+04
1.535275e+02 3.193706e+04
1.545928e+02 3.130793e+04
1.556654e+02 3.068166e+04
1.567455e+02 3.005062e+04
1.578331e+02 2.943643e+04
1.589283e+02 2.884079e+04
1.600310e+02 2.824496e+04
1.611414e+02 2.766407e+04
1.622595e+02 2.708292e+04
1.633854e+02 2.651475e+04
1.645191e+02 2.595226e+04
1.656606e+02 2.540524e+04
1.668101e+02 2.487033e+04
1.679675e+02 2.434257e+04
1.691330e+02 2.382984e+04
1.703065e+02 2.332302e+04
1.714882e+02 2.282233e+04
1.726781e+02 2.233049e+04
1.738762e+02 2.184737e+04
1.750827e+02 2.137419e+04
1.762975e+02 2.090757e+04
1.775208e+02 2.044951e+04
1.787526e+02 2.000257e+04
1.799929e+02 1.956255e+04
1.812418e+02 1.912652e+04
1.824993e+02 1.870080e+04
1.837656e+02 1.828640e+04
1.850407e+02 1.787993e+04
1.863246e+02 1.747929e+04
1.876175e+02 1.708676e+04
1.889193e+02 1.670384e+04
1.902301e+02 1.632856e+04
1.915501e+02 1.595794e+04
1.928792e+02 1.559480e+04
1.942175e+02 1.523848e+04
1.955651e+02 1.489061e+04
1.969220e+02 1.454984e+04
1.982884e+02 1.421311e+04
1.996642e+02 1.388414e+04
2.010496e+02 1.356248e+04
2.024447e+02 1.324146e+04
2.038493e+02 1.292776e+04
2.052638e+02 1.261981e+04
2.066880e+02 1.232275e+04
2.081222e+02 1.202947e+04
2.095662e+02 1.173472e+04
2.110203e+02 1.145117e+04
2.124845e+02 1.117357e+04
2.139589e+02 1.090060e+04
2.154435e+02 1.063317e+04
2.169384e+02 1.037211e+04
2.184436e+02 1.011724e+04
2.199593e+02 9.867592e+03
2.214855e+02 9.619954e+03
2.230223e+02 9.380221e+03
2.245698e+02 9.148076e+03
2.261280e+02 8.918294e+03
2.276970e+02 8.692809e+03
2.292769e+02 8.472077e+03
2.308678e+02 8.256020e+03
2.324697e+02 8.044561e+03
2.340827e+02 7.836472e+03
2.357069e+02 7.632851e+03
2.373424e+02 7.435460e+03
2.389893e+02 7.240568e+03
2.406475e+02 7.050570e+03
2.423173e+02 6.863065e+03
2.439986e+02 6.679425e+03
2.456916e+02 6.501370e+03
2.473964e+02 6.327804e+03
2.491130e+02 6.159504e+03
2.508415e+02 5.994964e+03
2.525820e+02 5.834111e+03
2.543346e+02 5.676880e+03
2.560993e+02 5.523205e+03
2.578763e+02 5.373024e+03
2.596656e+02 5.225349e+03
2.614673e+02 5.079606e+03
2.632815e+02 4.937275e+03
2.651084e+02 4.798292e+03
2.669478e+02 4.662597e+03
2.688001e+02 4.530261e+03
2.706652e+02 4.401888e+03
2.725433e+02 4.275060e+03
2.744343e+02 4.152893e+03
2.763385e+02 4.032965e+03
2.782559e+02 3.916252e+03
2.801867e+02 3.803570e+03
2.821308e+02 3.693956e+03
2.840884e+02 3.587011e+03
2.860596e+02 3.482685e+03
2.880444e+02 3.380629e+03
2.900430e+02 3.280784e+03
2.920556e+02 3.183436e+03
2.940820e+02 3.088533e+03
2.961225e+02 2.995314e+03
2.981772e+02 2.904870e+03
3.002462e+02 2.816339e+03
3.023295e+02 2.729973e+03
3.044272e+02 2.645855e+03
3.065395e+02 2.563939e+03
3.086665e+02 2.484177e+03
3.108082e+02 2.406525e+03
3.129648e+02 2.330938e+03
3.151363e+02 2.257372e+03
3.173230e+02 2.186400e+03
3.195248e+02 2.117337e+03
3.217418e+02 2.049685e+03
3.239743e+02 1.983629e+03
3.262222e+02 1.919389e+03
3.284857e+02 1.856924e+03
3.307650e+02 1.796508e+03
3.330600e+02 1.737990e+03
3.353710e+02 1.681103e+03
3.376980e+02 1.625810e+03
3.400412e+02 1.572075e+03
3.424006e+02 1.519861e+03
3.447764e+02 1.468998e+03
3.471687e+02 1.419502e+03
3.495776e+02 1.371664e+03
3.520031e+02 1.325053e+03
3.544456e+02 1.280002e+03
3.569049e+02 1.236472e+03
3.593814e+02 1.194144e+03
3.618750e+02 1.152926e+03
3.643859e+02 1.112932e+03
3.669142e+02 1.073897e+03
3.694601e+02 1.035954e+03
3.720237e+02 9.991672e+02
3.746050e+02 9.635078e+02
3.772042e+02 9.289472e+02
3.798215e+02 8.954577e+02
3.824570e+02 8.630118e+02
3.851107e+02 8.316064e+02
3.877828e+02 8.012671e+02
3.904735e+02 7.718862e+02
3.931829e+02 7.434387e+02
3.959110e+02 7.158999e+02
