# Energy(MeV) Fluence_Sferica_Median(p/cm2)
3.959110e+02 2.863599e+03
3.986581e+02 2.757145e+03
4.014242e+02 2.654840e+03
4.042096e+02 2.555829e+03
4.070142e+02 2.460026e+03
4.098384e+02 2.366983e+03
4.126821e+02 2.276024e+03
4.155455e+02 2.188495e+03
4.184289e+02 2.104834e+03
4.213322e+02 2.023958e+03
4.242556e+02 1.945790e+03
4.271994e+02 1.870254e+03
4.301636e+02 1.797277e+03
4.331483e+02 1.726786e+03
4.361538e+02 1.658709e+03
4.391801e+02 1.592603e+03
4.422274e+02 1.528565e+03
4.452959e+02 1.466636e+03
4.483856e+02 1.406859e+03
4.514968e+02 1.349216e+03
4.546295e+02 1.293643e+03
4.577841e+02 1.240384e+03
4.609604e+02 1.189348e+03
4.641589e+02 1.139734e+03
4.673795e+02 1.091778e+03
4.706225e+02 1.046087e+03
4.738880e+02 1.001932e+03
4.771761e+02 9.593248e+02
4.804870e+02 9.183128e+02
4.838210e+02 8.789111e+02
4.871780e+02 8.407432e+02
4.905584e+02 8.040149e+02
4.939622e+02 7.687026e+02
4.973896e+02 7.347597e+02
5.008408e+02 7.022088e+02
5.043159e+02 6.709662e+02
5.078152e+02 6.408456e+02
5.113388e+02 6.119216e+02
5.148867e+02 5.841535e+02
5.184594e+02 5.575016e+02
5.220568e+02 5.319277e+02
5.256791e+02 5.073942e+02
5.293266e+02 4.839448e+02
5.329994e+02 4.615445e+02
5.366977e+02 4.400651e+02
5.404216e+02 4.194740e+02
5.441714e+02 3.997396e+02
5.479472e+02 3.808312e+02
5.517492e+02 3.627189e+02
5.555776e+02 3.453739e+02
5.594326e+02 3.287680e+02
5.633143e+02 3.128740e+02
5.672229e+02 2.976655e+02
5.711586e+02 2.831169e+02
5.751217e+02 2.692034e+02
5.791123e+02 2.559514e+02
5.831305e+02 2.433545e+02
5.871766e+02 2.313121e+02
5.912508e+02 2.198029e+02
5.953533e+02 2.088065e+02
5.994843e+02 1.983028e+02
6.036439e+02 1.882727e+02
6.078323e+02 1.786934e+02
6.120498e+02 1.694640e+02
6.162966e+02 1.606627e+02
6.205729e+02 1.522722e+02
6.248788e+02 1.442755e+02
6.292146e+02 1.366566e+02
6.335805e+02 1.293998e+02
6.379767e+02 1.224900e+02
6.424034e+02 1.159126e+02
6.468608e+02 1.096536e+02
6.513491e+02 1.036994e+02
6.558686e+02 9.802683e+01
6.604194e+02 9.259249e+01
6.650018e+02 8.743043e+01
6.696160e+02 8.252861e+01
6.742622e+02 7.787543e+01
6.789407e+02 7.345974e+01
6.836516e+02 6.927082e+01
6.883952e+02 6.529836e+01
6.931717e+02 6.153244e+01
6.979814e+02 5.797069e+01
7.028244e+02 5.463549e+01
7.077011e+02 5.147204e+01
7.126115e+02 4.845701e+01
7.175561e+02 4.560566e+01
7.225349e+02 4.291326e+01
7.275484e+02 4.036543e+01
7.325965e+02 3.795525e+01
7.376798e+02 3.567609e+01
7.427982e+02 3.352160e+01
7.479523e+02 3.148569e+01
7.531420e+02 2.956252e+01
7.583678e+02 2.774652e+01
7.636298e+02 2.603368e+01
7.689284e+02 2.442837e+01
7.742637e+02 2.291347e+01
7.796360e+02 2.148441e+01
7.850456e+02 2.013684e+01
7.904928e+02 1.886659e+01
7.959777e+02 1.766966e+01
8.015007e+02 1.654225e+01
8.070620e+02 1.548074e+01
8.126619e+02 1.447275e+01
8.183007e+02 1.352380e+01
8.239786e+02 1.263196e+01
8.296959e+02 1.179413e+01
8.354528e+02 1.100969e+01
8.412497e+02 1.027809e+01
8.470868e+02 9.590047e+00
8.529644e+02 8.943722e+00
8.588829e+02 8.337476e+00
8.648423e+02 7.769058e+00
8.708431e+02 7.236329e+00
8.768856e+02 6.737258e+00
8.829700e+02 6.269916e+00
8.890966e+02 5.832470e+00
8.952657e+02 5.421975e+00
9.014776e+02 5.037777e+00
9.077327e+02 4.678724e+00
9.140311e+02 4.343320e+00
9.203732e+02 4.030146e+00
9.267593e+02 3.737858e+00
9.331898e+02 3.465187e+00
9.396648e+02 3.210930e+00
9.461848e+02 2.973953e+00
9.527500e+02 2.753182e+00
9.593608e+02 2.547605e+00
9.660175e+02 2.356264e+00
9.727203e+02 2.178258e+00
9.794697e+02 2.012748e+00
9.862658e+02 1.859538e+00
9.931092e+02 1.717161e+00
1.000000e+03 1.584916e+00
