# Energy(MeV) Fluence(cm^-2*MeV^-1)
1.381276e+02 9.699316e+05
1.400531e+02 9.234594e+05
1.420053e+02 8.792138e+05
1.439848e+02 8.370881e+05
1.459919e+02 7.969808e+05
1.480269e+02 7.587951e+05
1.500903e+02 7.224391e+05
1.521825e+02 6.878249e+05
1.543038e+02 6.548692e+05
1.564548e+02 6.234926e+05
1.586357e+02 5.936192e+05
1.608469e+02 5.651772e+05
1.630891e+02 5.380979e+05
1.653624e+02 5.123161e+05
1.676675e+02 4.877696e+05
1.700047e+02 4.643991e+05
1.723745e+02 4.421484e+05
1.747773e+02 4.209638e+05
1.772136e+02 4.007942e+05
1.796838e+02 3.815910e+05
1.821885e+02 3.633079e+05
1.847281e+02 3.459007e+05
1.873032e+02 3.293276e+05
1.899141e+02 3.135486e+05
1.925614e+02 2.985256e+05
1.952456e+02 2.842223e+05
1.979672e+02 2.706044e+05
2.007267e+02 2.576390e+05
2.035248e+02 2.452948e+05
2.063618e+02 2.335420e+05
2.092383e+02 2.223523e+05
2.121550e+02 2.116988e+05
2.151123e+02 2.015557e+05
2.181109e+02 1.918986e+05
2.211512e+02 1.827041e+05
2.242340e+02 1.739503e+05
2.273597e+02 1.656158e+05
2.305289e+02 1.576807e+05
2.337424e+02 1.501257e+05
2.370006e+02 1.429328e+05
2.403043e+02 1.360844e+05
2.436540e+02 1.295642e+05
2.470504e+02 1.233564e+05
2.504942e+02 1.174461e+05
2.539859e+02 1.118189e+05
2.575263e+02 1.064613e+05
2.611161e+02 1.013605e+05
2.647559e+02 9.650399e+04
2.684465e+02 9.188021e+04
2.721885e+02 8.747796e+04
2.759826e+02 8.328664e+04
2.798297e+02 7.929614e+04
2.837304e+02 7.549683e+04
2.876854e+02 7.187956e+04
2.916956e+02 6.843560e+04
2.957617e+02 6.515665e+04
2.998844e+02 6.203481e+04
3.040646e+02 5.906254e+04
3.083031e+02 5.623268e+04
3.126007e+02 5.353841e+04
3.169582e+02 5.097323e+04
3.213764e+02 4.853096e+04
3.258562e+02 4.620570e+04
3.303985e+02 4.399185e+04
3.350041e+02 4.188407e+04
3.396739e+02 3.987729e+04
3.444087e+02 3.796665e+04
3.492096e+02 3.614756e+04
3.540774e+02 3.441562e+04
3.590130e+02 3.276667e+04
3.640175e+02 3.119673e+04
3.690917e+02 2.970200e+04
3.742366e+02 2.827889e+04
3.794533e+02 2.692397e+04
3.847427e+02 2.563396e+04
3.901058e+02 2.440577e+04
3.955436e+02 2.323642e+04
4.010573e+02 2.212309e+04
4.066478e+02 2.106311e+04
4.123163e+02 2.005392e+04
4.180637e+02 1.909307e+04
4.238913e+02 1.817827e+04
4.298001e+02 1.730730e+04
4.357913e+02 1.647805e+04
4.418660e+02 1.568854e+04
4.480254e+02 1.493686e+04
4.542706e+02 1.422119e+04
4.606029e+02 1.353981e+04
4.670234e+02 1.289108e+04
4.735335e+02 1.227343e+04
4.801343e+02 1.168538e+04
4.868271e+02 1.112550e+04
4.936132e+02 1.059244e+04
5.004939e+02 1.008493e+04
5.074705e+02 9.601729e+03
5.145444e+02 9.141683e+03
5.217169e+02 8.703678e+03
5.289893e+02 8.286660e+03
5.363631e+02 7.889622e+03
5.438397e+02 7.511607e+03
5.514206e+02 7.151704e+03
5.591071e+02 6.809046e+03
5.669007e+02 6.482805e+03
5.748030e+02 6.172195e+03
5.828155e+02 5.876467e+03
5.909396e+02 5.594908e+03
5.991770e+02 5.326840e+03
6.075292e+02 5.071616e+03
6.159978e+02 4.828620e+03
6.245845e+02 4.597267e+03
6.332908e+02 4.376999e+03
6.421186e+02 4.167284e+03
6.510694e+02 3.967617e+03
6.601449e+02 3.777517e+03
6.693470e+02 3.596525e+03
6.786773e+02 3.424206e+03
6.881377e+02 3.260142e+03
6.977300e+02 3.103939e+03
