Energy_MeV	Diff_Fluence
1.000000e-01	7.709015e+09
1.133557e-01	6.625469e+09
1.284952e-01	5.692535e+09
1.456566e-01	4.889206e+09
1.651101e-01	4.197635e+09
1.871617e-01	3.602228e+09
2.121585e-01	3.089745e+09
2.404938e-01	2.648616e+09
2.726135e-01	2.269013e+09
3.090230e-01	1.942358e+09
3.502952e-01	1.661353e+09
3.970796e-01	1.419640e+09
4.501124e-01	1.211797e+09
5.102282e-01	1.033117e+09
5.783728e-01	8.795659e+08
6.556186e-01	7.476670e+08
7.431811e-01	6.344117e+08
8.424383e-01	5.372383e+08
9.549519e-01	4.538983e+08
1.082493e+00	3.825098e+08
1.227067e+00	3.213873e+08
1.390951e+00	2.691537e+08
1.576722e+00	2.245406e+08
1.787305e+00	1.865446e+08
2.026012e+00	1.542066e+08
2.296600e+00	1.267990e+08
2.603328e+00	1.035925e+08
2.951021e+00	8.405951e+07
3.345151e+00	6.764570e+07
3.791920e+00	5.396201e+07
4.298357e+00	4.259227e+07
4.872434e+00	3.335298e+07
5.523182e+00	2.609700e+07
6.260843e+00	2.041572e+07
7.097023e+00	1.596770e+07
8.044881e+00	1.248574e+07
9.119332e+00	9.760299e+06
1.033728e+01	7.627377e+06
1.171790e+01	5.958402e+06
1.328291e+01	4.652730e+06
1.505694e+01	3.631489e+06
1.706790e+01	2.832913e+06
1.934744e+01	2.208640e+06
2.193143e+01	1.720765e+06
2.486053e+01	1.339646e+06
2.818083e+01	1.042023e+06
3.194458e+01	8.097392e+05
3.621101e+01	6.285217e+05
4.104725e+01	4.872593e+05
4.652940e+01	3.771925e+05
5.274374e+01	2.915294e+05
5.978804e+01	2.248943e+05
6.777316e+01	1.731417e+05
7.682475e+01	1.329723e+05
8.708524e+01	1.018593e+05
9.871610e+01	7.778142e+04
1.119003e+02	5.919779e+04
1.268454e+02	4.487379e+04
1.437865e+02	3.386964e+04
1.629903e+02	2.543331e+04
1.847588e+02	1.899233e+04
2.094346e+02	1.408999e+04
2.374061e+02	1.037811e+04
2.691134e+02	7.580451e+03
3.050554e+02	5.485698e+03
3.457977e+02	3.927634e+03
3.919815e+02	2.778483e+03
4.443334e+02	1.938925e+03
5.036773e+02	1.332183e+03
5.709470e+02	8.994998e+02
6.472011e+02	5.952685e+02
7.336394e+02	3.852672e+02
8.316222e+02	2.429594e+02
9.426913e+02	1.489239e+02
1.068594e+03	8.827149e+01
1.211313e+03	5.045629e+01
1.373092e+03	2.761688e+01
1.556479e+03	1.443129e+01
1.764357e+03	7.130094e+00
2.000000e+03	3.320312e+00
