E_MeV,Fluence_per_cm2_per_MeV
22.956319242369098,213570505.8744253
23.357214690901213,204262091.82773235
23.76511113811074,195359382.54682553
24.180130845257207,186844695.49672583
24.602398208697764,178701118.83106732
25.032039797173255,170912477.8018376
25.4691843897454,163463302.63314098
25.913963014396586,156338797.79517487
26.366508987303583,149524812.6173928
26.826957952797247,143007813.1824837
27.29544792402006,136774855.4453446
27.772119324293552,130813559.5236573
28.257115029208283,125112085.10900241
28.7505804094488,119659107.94967274
29.25266337436645,114443797.35847898
29.76351441631318,109455794.70086971
30.283286655749457,104685192.82064283
30.812135887140023,100122516.36238033
31.35022062565114,95758702.95152554
31.897702154663214,91585085.1947216
32.454744574113306,87593373.46465991
33.02151484968176,83775639.43524712
33.59818286283781,80124300.33438714
34.18492146175929,76632103.8831009
34.7819065131413,73292113.89107202
35.38931695490988,70097696.48000583
36.007334849856186,67042506.90743919
36.63614544020716,64120476.96483247
37.2759372031494,61325802.92491113
37.926901907322495,58652934.01431994
38.58923467029903,56096561.3886931
39.263134017068374,53651607.58824312
39.9488019395417,51313216.45292539
40.64644395709628,49076743.47714728
41.35626917817708,46937746.584864594
42.07849036297403,44891977.30674346
42.81332398719393,42935372.341863036
43.56099030694608,41064045.48719895
44.32171342476086,39274279.91885858
45.095721356761466,37562520.80973599
45.883246101008446,35925368.268925235
46.6845237070379,34359570.58886678
47.4997943466141,32862017.786815483
48.32930238571752,31429735.42780223
49.17329645779018,30059878.716819726
50.03202953826004,28749726.848499186
50.905759020366816,27496677.603054646
51.7947467923121,26298242.17776159
52.699259315756564,25152040.243704494
53.61956770568817,24055795.21797445
54.55594781168517,23007329.74192679
55.50868030059805,22004561.356517907
56.47805074067555,21045498.366131153
57.46434968715974,20128235.882676907
58.467872769375894,19250952.042109415
59.48892077934334,18411904.385845713
60.527799761933494,17609426.39989969
61.584821106602604,16841924.20485685
62.66030164072653,16107873.390115544
63.75456372456507,15405815.986107385
64.86793534788511,14734357.568482192
66.00075022827095,14092164.488506513
67.15334791115141,13477961.224174445
68.32607387157402,12890527.846769514
69.51927961775606,12328697.597845951
70.73332279644438,11791354.571816426
71.96856730011518,11277431.499543639
73.22538337604533,10785907.62853359
74.50414773728913,10315806.69551987
75.8052436755926,9866194.98741253
77.12906117627992,9436179.486759823
78.47599703514611,9024906.098039564
79.84645497739086,8631557.951257192
81.24084577862966,8255353.779480922
82.65958738801808,7895546.367091659
84.10310505352605,7551421.06566559
85.57183144940007,7222294.374541551
87.06620680585127,6907512.583254015
88.58667904100822,6606450.473135327
90.13370389517434,6318510.075508163
91.70774506742931,6043119.484001976
93.30927435461663,5779731.718634213
94.93877179275825,5527823.639400244
96.59672580093833,5286894.907214294
98.28363332770026,5056466.990137391
100.0,4836082.212918619
101.74634027476063,4467891.109508768
103.52317759307378,4127731.9300120356
105.3310445370937,3813470.487178936
107.17048298967103,3523135.078334026
109.04204429677526,3254904.1147477003
110.94628943275218,3007094.6928357086
112.88378916846884,2778152.035480654
114.8551242423938,2566639.7372299004
116.86088553466509,2371230.752167188
118.90167424419899,2190699.0679150783
120.97810206889012,2023912.0135304504
123.09079138896018,1869823.1530318386
125.24037545350731,1727465.7199722717
127.42749857031335,1595946.5518654417
129.65281629896677,1474440.486409234
131.91699564735717,1362185.1843481928
134.2207152716012,1258476.34649305
136.56466567946097,1162663.2948884459
138.94954943731375,1074144.8904048325
141.376081380736,992365.7611411196
143.8449888287663,916812.8179747093
146.357011801908,847012.0353973005
148.91290324394086,782525.477439026
151.5134292476053,722948.5500214228
154.15936928422718,667907.462500229
156.85151643735477,617056.8824714753
159.5906776404731,570077.769127018
162.3776739188721,526675.3715657014
165.213340635737,486577.3795014702
168.09852774253636,449532.2147657779
171.03410003378394,415307.45288502425
174.0209374062485,383688.3648299024
177.0599351226898,354476.5697874466
180.15200408020237,327488.7905031459
183.29807108324357,302555.7033840688
186.49907912142962,279520.8761484303
189.75598765218504,258239.78635631228
193.06977288832496,238578.91466375408
196.44142809066267,220414.90711116962
199.87196386572506,203633.80119025332
203.36240846866724,188130.310833638
206.913808111479,173807.16584126285
210.5272272765707,160574.50159897876
214.2037490358383,148349.29526040942
217.94447537529857,137054.8448546453
221.75052752539318,126620.2880516409
225.6230462970633,116980.15756600312
229.56319242369096,108073.97040974842
233.57214690901213,99845.84841695982
237.65111138110728,92244.1676594801
241.80130845257204,85221.2345540538
246.0239820869775,78732.98662878323
250.32039797173255,72738.71607147773
254.691843897454,67200.81432542564
259.13963014396575,62084.53613014931
263.6650898730358,57357.78152672534
268.26957952797244,52990.89445994797
272.9544792402007,48956.476713747245
277.7211932429355,45229.216012483244
282.5711502920827,41785.7272096019
287.50580409448804,38604.40556726315
292.5266337436645,35665.29120640244
297.6351441631316,32949.94387677258
302.8328665574946,30441.327261266215
308.1213588714002,28123.702088632574
313.5022062565112,25982.527383967168
318.97702154663216,24004.369237415165
324.5474457411329,22176.816518693377
330.21514849681756,20488.40300861613
335.9818286283781,18928.53545907431
341.84921461759274,17487.427130106695
347.819065131413,16156.036387072169
353.8931695490988,14926.00997267508
360.073348498562,13789.630597927155
366.3614544020716,12739.768523229095
372.7593720314938,11769.836825785309
379.26901907322497,10873.750072697472
385.8923467029903,10045.886140447807
392.63134017068353,9281.050941223813
399.48801939541704,8574.445834775435
406.4644395709628,7921.6375213434085
413.5626917817706,7318.530226764133
420.78490362974026,6761.340005238804
428.1332398719391,6246.570998539964
435.6099030694608,5770.993502703194
443.21713424760856,5331.623704593616
450.9572135676145,4925.704961211512
458.8324610100845,4550.690504282866
466.84523707037897,4204.2274616214245
474.99794346614124,3884.142095010942
483.2930238571752,3588.42616198927
491.73296457790156,3315.224315966423
500.3202953826004,3062.8224656243756
509.05759020366816,2829.63702056426
517.9474679231207,2614.2049557271816
526.9925931575657,2415.1746322522063
536.1956770568817,2231.297317180725
545.5594781168514,2061.4193488009428
555.0868030059805,1904.4748984774997
564.7805074067552,1759.479283553159
574.6434968715973,1625.522789367077
584.6787276937589,1501.7649616287167
594.8892077934331,1387.429333337023
605.2779976193349,1281.7985531612887
615.8482110660261,1184.2098847186996
626.6030164072656,1094.0510485105951
637.5456372456507,1010.7563804295247
648.6793534788508,933.8032827351211
660.0075022827095,862.7089452320138
671.5334791115142,797.0273160781477
683.2607387157399,736.3463032180493
695.1927961775606,680.2851888826881
707.3332279644438,628.4922409342431
719.6856730011514,580.642506069116
732.2538337604534,536.4357710336416
745.0414773728909,495.59467906093266
758.0524367559261,457.8629897112218
771.2906117627992,423.00397119785174
784.7599703514607,390.79891511215436
798.4645497739086,361.0457642285411
812.4084577862966,333.55784478051027
826.5958738801812,308.16269525375384
841.0310505352605,284.70098434814884
855.7183144940002,263.0255113197956
870.6620680585127,243.0002824311956
885.8667904100823,224.49965771512984
901.3370389517429,207.4075626989489
917.0774506742931,191.61676014359026
933.0927435461664,177.02817722814154
949.387717927582,163.55028395863738
965.9672580093833,151.09851890119694
982.836333277002,139.59475863649058
1000.0,128.966827606843
