E_MeV,Fluence_per_cm2_per_MeV
1.0,16074464902.859295
1.0174634027476068,15700922328.36238
1.0352317759307386,15336060232.8615
1.0533104453709372,14979676897.139772
1.071704829896711,14631575289.583664
1.0904204429677524,14291562957.251266
1.109462894327522,13959451919.471914
1.128837891684689,13635058563.918415
1.1485512424239381,13318203545.094345
1.1686088553466514,13008711685.180334
1.1890167424419895,12706411877.184486
1.2097810206889015,12411136990.34347
1.2309079138896024,12122723777.721872
1.252403754535073,11841012785.958797
1.2742749857031337,11565848267.11182
1.2965281629896683,11297078092.549484
1.3191699564735717,11034553668.844841
1.3422071527160124,10778129855.623446
1.3656466567946106,10527664885.320425
1.3894954943731377,10283020284.802252
1.4137608138073605,10044060798.809923
1.4384498882876628,9810654315.181118
1.46357011801908,9582671791.810146
1.4891290324394097,9359987185.30514
1.515134292476053,9142477381.303202
1.5415936928422724,8930022126.404833
1.5685151643735473,8722503961.690168
1.5959067764047312,8519808157.780097
1.6237767391887217,8321822651.406512
1.65213340635737,8128437983.456526
1.6809852774253642,7939547238.456441
1.7103410003378408,7755045985.4619875
1.7402093740624849,7574832220.322214
1.7705993512268987,7398806309.285011
1.8015200408020253,7226870933.913186
1.8329807108324359,7058931037.280569
1.8649907912142971,6894893771.418427
1.8975598765218502,6734668445.983163
1.93069772888325,6578166478.116836
1.9644142809066278,6425301343.472885
1.9987196386572506,6275988528.379897
2.0336240846866733,6130145483.117025
2.0691380811147897,5987691576.275197
2.105272272765707,5848548050.178883
2.1420374903583843,5712637977.34379
2.1794447537529855,5579886217.94642
2.217505275253932,5450219378.281928
2.2562304629706342,5323565770.187374
2.2956319242369094,5199855371.407897
2.3357214690901222,5079019786.883909
2.3765111138110746,4960992210.93792
2.418013084525721,4845707390.340049
2.460239820869776,4733101588.231863
2.503203979717325,4623112548.888535
2.5469184389745405,4515679463.299872
2.591396301439659,4410742935.551205
2.636650898730358,4308244949.985488
2.6826957952797255,4208128839.128533
2.7295447924020064,4110339252.359572
2.7772119324293554,4014822125.309886
2.825711502920828,3921524649.9725475
2.87505804094488,3830395245.506754
2.9252663374366454,3741383529.7206316
2.976351441631318,3654440291.216711
3.0283286655749455,3569517462.1847143
3.0812135887140033,3486568091.8265758
3.1350220625651146,3405546320.399023
3.1897702154663214,3326407353.859362
3.245474457411331,3249107439.1004515
3.3021514849681757,3173603839.7611804
3.3598182862837818,3099854812.5990505
3.418492146175929,3027819584.411833
3.4781906513141303,2957458329.495522
3.53893169549099,2888732147.626127
3.600733484985619,2821603042.553129
3.663614544020716,2756033900.9927077
3.72759372031494,2691988472.1091323
3.79269019073225,2629431347.4729776
3.858923467029904,2568327941.4850607
3.9263134017068375,2508644472.255299
3.9948801939541703,2450347942.9259143
4.06464439570963,2393406123.4286466
4.135626917817709,2337787532.665903
4.207849036297403,2283461421.10598
4.281332398719393,2230397753.782747
4.356099030694608,2178567193.6903887
4.432171342476087,2127941085.5640233
4.509572135676147,2078491440.0372255
4.588324610100845,2030190918.1677105
4.668452370703792,1983012816.3226078
4.7499794346614115,1936931051.414977
4.832930238571752,1891920146.483401
4.917329645779018,1847955216.6066816
5.003202953826004,1805011955.1458611
5.090575902036683,1763066620.305946
5.17947467923121,1722096022.0099182
5.269925931575656,1682077509.0777671
5.36195677056882,1642988956.7034667
5.455594781168519,1604808754.2229574
5.550868030059805,1567515793.1663816
5.647805074067555,1531089455.5879657
5.746434968715974,1495509602.6670966
5.846787276937591,1460756563.5742834
5.948892077934334,1426811124.595861
6.052779976193349,1393654518.5114136
6.158482110660264,1361268414.2180502
6.266030164072655,1329634906.5957909
6.375456372456506,1298736506.6084669
6.486793534788511,1268556131.6346557
6.600075022827095,1239077096.0233135
6.7153347911151435,1210283101.868872
6.832607387157402,1182158230.0007086
6.951927961775605,1154686931.1820066
7.073332279644442,1127854017.5131385
7.196856730011519,1101644654.0348184
7.322538337604533,1076044350.5263808
7.450414773728913,1051038953.494658
7.580524367559261,1026614638.3490194
7.712906117627995,1002757901.7582482
7.847599703514611,979455554.185032
7.984645497739087,956694712.5939378
8.12408457786297,934462793.3288455
8.26595873880181,912747505.1558911
8.410310505352605,891536842.4680825
8.557183144940007,870819078.6478297
8.706620680585127,850582759.583717
8.858667904100825,830816697.337933
9.013370389517434,811509963.9608593
9.17077450674293,792651885.4493986
9.330927435461668,774232035.8456998
9.493877179275827,756240231.4730177
9.659672580093833,738666525.3055217
9.828363332770026,721501201.468942
10.0,704734769.8690083
10.174634027476063,688357960.9447169
10.352317759307383,672361720.5435201
10.53310445370937,656737204.9156109
10.717048298967109,641475775.824528
10.904204429677527,626568995.7713842
11.094628943275218,612008623.3300751
11.28837891684689,597786608.5908868
11.48551242423938,583895088.7099917
11.68608855346651,570326383.5623614
11.890167424419893,557072991.4956988
12.097810206889013,544127585.1830453
12.309079138896024,531483007.5717613
12.524037545350732,519132267.9266484
12.742749857031335,507068537.9650218
12.965281629896682,495285148.0815956
13.191699564735716,483775583.66109806
13.422071527160119,472533481.4765728
13.656466567946103,461552626.1713767
13.894954943731374,450826946.8229336
14.137608138073606,440350513.58633703
14.38449888287663,430117534.4159497
14.635701180190798,420122351.8631907
14.891290324394095,410359439.94873184
15.15134292476053,400823401.1073832
15.415936928422719,391508963.2039712
15.68515164373547,382410976.6185629
15.95906776404731,373524411.3994265
16.237767391887218,364844354.4821497
16.5213340635737,356366006.97338223
16.80985277425364,348084681.4976991
17.103410003378404,339995799.60611844
17.40209374062485,332094889.24484
17.70599351226898,324377582.2828075
18.01520040802025,316839612.0967236
18.329807108324356,309476811.21218765
18.64990791214297,302285108.9996472
18.975598765218503,295260529.4238926
19.306977288832496,288399188.84584934
19.644142809066278,281697293.875452
19.987196386572506,275151139.27441555
20.336240846866723,268757105.907741
20.69138081114789,262511658.74282417
21.05272272765707,256411344.89506373
21.42037490358384,250452791.71888417
21.794447537529855,244119111.10560402
22.17505275253932,233479244.1746443
22.56230462970634,223303113.03149644
