Energy_MeV	Diff_Fluence
1.000000e-01	2.074482e+10
1.051025e-01	1.943360e+10
1.104654e-01	1.820496e+10
1.161020e-01	1.705372e+10
1.220261e-01	1.597500e+10
1.282526e-01	1.496424e+10
1.347967e-01	1.401715e+10
1.416748e-01	1.312974e+10
1.489038e-01	1.229824e+10
1.565017e-01	1.151915e+10
1.644872e-01	1.078915e+10
1.728802e-01	1.010516e+10
1.817015e-01	9.464282e+09
1.909729e-01	8.863807e+09
2.007174e-01	8.301190e+09
2.109591e-01	7.774047e+09
2.217234e-01	7.280145e+09
2.330369e-01	6.817392e+09
2.449277e-01	6.383828e+09
2.574252e-01	5.977615e+09
2.705605e-01	5.597031e+09
2.843659e-01	5.240463e+09
2.988758e-01	4.906399e+09
3.141261e-01	4.593422e+09
3.301545e-01	4.300205e+09
3.470007e-01	4.025503e+09
3.647066e-01	3.768151e+09
3.833159e-01	3.527056e+09
4.028748e-01	3.301195e+09
4.234316e-01	3.089608e+09
4.450374e-01	2.891397e+09
4.677456e-01	2.705720e+09
4.916125e-01	2.531786e+09
5.166972e-01	2.368856e+09
5.430619e-01	2.216238e+09
5.707719e-01	2.073281e+09
5.998957e-01	1.939378e+09
6.305057e-01	1.813958e+09
6.626775e-01	1.696486e+09
6.964909e-01	1.586462e+09
7.320296e-01	1.483417e+09
7.693817e-01	1.386910e+09
8.086397e-01	1.296531e+09
8.499009e-01	1.211893e+09
8.932674e-01	1.132633e+09
9.388468e-01	1.058414e+09
9.867518e-01	9.889171e+08
1.037101e+00	9.238452e+08
1.090020e+00	8.629192e+08
1.145638e+00	8.058778e+08
1.204095e+00	7.524761e+08
1.265535e+00	7.024847e+08
1.330109e+00	6.556885e+08
1.397978e+00	6.118860e+08
1.469311e+00	5.708886e+08
1.544283e+00	5.325193e+08
1.623081e+00	4.966123e+08
1.705899e+00	4.630124e+08
1.792943e+00	4.315740e+08
1.884429e+00	4.021608e+08
1.980583e+00	3.746450e+08
2.081643e+00	3.489069e+08
2.187859e+00	3.248343e+08
2.299496e+00	3.023222e+08
2.416828e+00	2.812720e+08
2.540148e+00	2.615915e+08
2.669760e+00	2.431943e+08
2.805986e+00	2.259992e+08
2.949162e+00	2.099305e+08
3.099645e+00	1.949171e+08
3.257805e+00	1.808921e+08
3.424036e+00	1.677934e+08
3.598749e+00	1.555622e+08
3.782377e+00	1.441438e+08
3.975374e+00	1.334869e+08
4.178219e+00	1.235433e+08
4.391414e+00	1.142679e+08
4.615488e+00	1.056185e+08
4.850995e+00	9.755535e+07
5.098519e+00	9.004145e+07
5.358673e+00	8.304198e+07
5.632102e+00	7.652435e+07
5.919482e+00	7.045798e+07
6.221526e+00	6.481425e+07
6.538982e+00	5.956630e+07
6.872636e+00	5.468895e+07
7.223315e+00	5.015861e+07
7.591888e+00	4.595313e+07
7.979267e+00	4.205175e+07
8.386413e+00	3.843502e+07
8.814333e+00	3.508465e+07
9.264088e+00	3.198350e+07
9.736792e+00	2.911549e+07
1.023362e+01	2.646551e+07
1.075579e+01	2.401937e+07
1.130461e+01	2.176376e+07
1.188143e+01	1.968615e+07
1.248769e+01	1.777479e+07
1.312487e+01	1.601860e+07
1.379458e+01	1.440720e+07
1.449845e+01	1.293078e+07
1.523824e+01	1.158015e+07
1.601578e+01	1.034663e+07
1.683299e+01	9.222058e+06
1.769190e+01	8.198735e+06
1.859464e+01	7.269413e+06
1.954344e+01	6.427260e+06
2.054065e+01	5.665835e+06
2.158874e+01	4.979063e+06
2.269032e+01	4.361219e+06
2.384810e+01	3.806907e+06
2.506496e+01	3.311038e+06
2.634391e+01	2.868822e+06
2.768812e+01	2.475746e+06
2.910091e+01	2.127566e+06
3.058580e+01	1.820293e+06
3.214645e+01	1.550183e+06
3.378674e+01	1.313727e+06
3.551072e+01	1.107643e+06
3.732267e+01	9.288659e+05
3.922708e+01	7.745430e+05
4.122865e+01	6.420248e+05
4.333236e+01	5.301028e+05
4.554341e+01	4.376639e+05
4.786728e+01	3.613444e+05
5.030973e+01	2.983334e+05
5.287681e+01	2.463102e+05
5.557487e+01	2.033588e+05
5.841060e+01	1.678973e+05
6.139102e+01	1.386194e+05
6.452353e+01	1.144471e+05
6.781586e+01	9.448988e+04
7.127620e+01	7.801280e+04
7.491309e+01	6.440899e+04
7.873557e+01	5.317739e+04
8.275308e+01	4.390436e+04
8.697559e+01	3.624835e+04
9.141356e+01	2.992738e+04
9.607797e+01	2.470867e+04
1.009804e+02	2.039999e+04
1.061330e+02	1.684265e+04
1.115484e+02	1.390564e+04
1.172402e+02	1.148079e+04
1.232225e+02	9.478775e+03
1.295099e+02	7.825873e+03
1.361182e+02	6.461203e+03
1.430637e+02	5.334503e+03
1.503636e+02	4.404276e+03
1.580360e+02	3.636261e+03
1.660998e+02	3.002173e+03
1.745751e+02	2.478656e+03
1.834829e+02	2.046430e+03
1.928452e+02	1.689575e+03
2.026852e+02	1.394948e+03
2.130273e+02	1.151698e+03
2.238971e+02	9.508656e+02
2.353216e+02	7.850543e+02
2.473289e+02	6.481571e+02
2.599490e+02	5.351319e+02
2.732130e+02	4.418160e+02
2.871538e+02	3.647724e+02
3.018059e+02	3.011637e+02
3.172057e+02	2.486470e+02
3.333913e+02	2.052881e+02
3.504027e+02	1.694901e+02
3.682821e+02	1.399345e+02
3.870739e+02	1.155328e+02
4.068245e+02	9.538631e+01
4.275829e+02	7.875291e+01
4.494005e+02	6.502004e+01
4.723313e+02	5.368189e+01
4.964322e+02	4.432088e+01
5.217629e+02	3.659223e+01
5.483860e+02	3.021131e+01
5.763676e+02	2.494308e+01
6.057770e+02	2.059352e+01
6.366871e+02	1.700244e+01
6.691743e+02	1.403757e+01
7.033192e+02	1.158971e+01
7.392063e+02	9.568701e+00
7.769246e+02	7.900117e+00
8.165675e+02	6.522500e+00
8.582332e+02	5.385111e+00
9.020249e+02	4.446059e+00
9.480511e+02	3.670759e+00
9.964258e+02	3.030654e+00
1.047269e+03	2.502171e+00
1.100706e+03	2.065844e+00
1.156870e+03	1.705604e+00
1.215900e+03	1.408182e+00
1.277942e+03	1.162624e+00
1.343149e+03	9.598865e-01
1.411684e+03	7.925022e-01
1.483716e+03	6.543062e-01
1.559423e+03	5.402087e-01
1.638993e+03	4.460075e-01
1.722623e+03	3.682330e-01
1.810521e+03	3.040208e-01
1.902904e+03	2.510059e-01
2.000000e+03	2.072357e-01
