Energy_MeV	Diff_Fluence
1.000000e-01	2.720346e+07
1.133557e-01	2.407717e+07
1.284952e-01	2.130041e+07
1.456566e-01	1.883341e+07
1.651101e-01	1.664229e+07
1.871617e-01	1.469565e+07
2.121585e-01	1.296678e+07
2.404938e-01	1.143093e+07
2.726135e-01	1.006703e+07
3.090230e-01	8.855604e+06
3.502952e-01	7.779998e+06
3.970796e-01	6.824928e+06
4.501124e-01	5.977213e+06
5.102282e-01	5.224905e+06
5.783728e-01	4.557535e+06
6.556186e-01	3.965821e+06
7.431811e-01	3.441411e+06
8.424383e-01	2.977151e+06
9.549519e-01	2.566342e+06
1.082493e+00	2.203524e+06
1.227067e+00	1.883289e+06
1.390951e+00	1.601518e+06
1.576722e+00	1.353807e+06
1.787305e+00	1.137082e+06
2.026012e+00	9.477193e+05
2.296600e+00	7.834383e+05
2.603328e+00	6.412165e+05
2.951021e+00	5.193304e+05
3.345151e+00	4.152555e+05
3.791920e+00	3.275750e+05
4.298357e+00	2.542111e+05
4.872434e+00	1.938562e+05
5.523182e+00	1.447708e+05
6.260843e+00	1.061830e+05
7.097023e+00	7.769234e+04
8.044881e+00	5.684617e+04
9.119332e+00	4.159338e+04
1.033728e+01	3.043317e+04
1.171790e+01	2.226744e+04
1.328291e+01	1.629271e+04
1.505694e+01	1.192110e+04
1.706790e+01	8.722465e+03
1.934744e+01	6.382080e+03
2.193143e+01	4.669660e+03
2.486053e+01	3.416711e+03
2.818083e+01	2.499950e+03
3.194458e+01	1.829171e+03
3.621101e+01	1.338373e+03
4.104725e+01	9.792652e+02
4.652940e+01	7.165118e+02
5.274374e+01	5.242595e+02
5.978804e+01	3.835918e+02
6.777316e+01	2.806677e+02
7.682475e+01	2.053598e+02
8.708524e+01	1.502583e+02
9.871610e+01	1.099414e+02
1.119003e+02	8.044229e+01
1.268454e+02	5.885826e+01
1.437865e+02	4.306559e+01
1.629903e+02	3.151037e+01
1.847588e+02	2.305560e+01
2.094346e+02	1.686939e+01
2.374061e+02	1.234305e+01
2.691134e+02	9.031201e+00
3.050554e+02	6.607977e+00
3.457977e+02	4.834945e+00
3.919815e+02	3.537647e+00
4.443334e+02	2.588437e+00
5.036773e+02	1.893915e+00
5.709470e+02	1.385746e+00
6.472011e+02	1.013927e+00
7.336394e+02	7.418730e-01
8.316222e+02	5.428159e-01
9.426913e+02	3.971692e-01
1.068594e+03	2.906020e-01
1.211313e+03	2.126286e-01
1.373092e+03	1.555767e-01
1.556479e+03	1.138329e-01
1.764357e+03	8.328957e-02
2.000000e+03	6.094157e-02
