Energy_MeV	Diff_Fluence
1.000000e-01	2.720346e+07
1.051025e-01	2.591798e+07
1.104654e-01	2.469153e+07
1.161020e-01	2.352141e+07
1.220261e-01	2.240502e+07
1.282526e-01	2.133991e+07
1.347967e-01	2.032371e+07
1.416748e-01	1.935418e+07
1.489038e-01	1.842918e+07
1.565017e-01	1.754667e+07
1.644872e-01	1.670470e+07
1.728802e-01	1.590140e+07
1.817015e-01	1.513501e+07
1.909729e-01	1.440383e+07
2.007174e-01	1.370625e+07
2.109591e-01	1.304072e+07
2.217234e-01	1.240579e+07
2.330369e-01	1.180005e+07
2.449277e-01	1.122216e+07
2.574252e-01	1.067084e+07
2.705605e-01	1.014490e+07
2.843659e-01	9.643151e+06
2.988758e-01	9.164502e+06
3.141261e-01	8.707897e+06
3.301545e-01	8.272328e+06
3.470007e-01	7.856837e+06
3.647066e-01	7.460507e+06
3.833159e-01	7.082468e+06
4.028748e-01	6.721886e+06
4.234316e-01	6.377968e+06
4.450374e-01	6.049957e+06
4.677456e-01	5.737133e+06
4.916125e-01	5.438806e+06
5.166972e-01	5.154322e+06
5.430619e-01	4.883056e+06
5.707719e-01	4.624410e+06
5.998957e-01	4.377816e+06
6.305057e-01	4.142734e+06
6.626775e-01	3.918647e+06
6.964909e-01	3.705062e+06
7.320296e-01	3.501510e+06
7.693817e-01	3.307546e+06
8.086397e-01	3.122742e+06
8.499009e-01	2.946692e+06
8.932674e-01	2.779011e+06
9.388468e-01	2.619329e+06
9.867518e-01	2.467295e+06
1.037101e+00	2.322574e+06
1.090020e+00	2.184848e+06
1.145638e+00	2.053813e+06
1.204095e+00	1.929179e+06
1.265535e+00	1.810672e+06
1.330109e+00	1.698027e+06
1.397978e+00	1.590994e+06
1.469311e+00	1.489335e+06
1.544283e+00	1.392822e+06
1.623081e+00	1.301239e+06
1.705899e+00	1.214377e+06
1.792943e+00	1.132040e+06
1.884429e+00	1.054040e+06
1.980583e+00	9.801955e+05
2.081643e+00	9.103354e+05
2.187859e+00	8.442952e+05
2.299496e+00	7.819175e+05
2.416828e+00	7.230516e+05
2.540148e+00	6.675531e+05
2.669760e+00	6.152835e+05
2.805986e+00	5.661096e+05
2.949162e+00	5.199032e+05
3.099645e+00	4.765411e+05
3.257805e+00	4.359040e+05
3.424036e+00	3.978771e+05
3.598749e+00	3.623488e+05
3.782377e+00	3.292111e+05
3.975374e+00	2.983593e+05
4.178219e+00	2.696911e+05
4.391414e+00	2.431071e+05
4.615488e+00	2.185102e+05
4.850995e+00	1.958054e+05
5.098519e+00	1.748996e+05
5.358673e+00	1.557018e+05
5.632102e+00	1.381226e+05
5.919482e+00	1.221054e+05
6.221526e+00	1.078632e+05
6.538982e+00	9.528211e+04
6.872636e+00	8.416852e+04
7.223315e+00	7.435119e+04
7.591888e+00	6.567895e+04
7.979267e+00	5.801823e+04
8.386413e+00	5.125105e+04
8.814333e+00	4.527319e+04
