Energy_MeV	Diff_Fluence
9.264088e+00	3.999257e+04
9.736792e+00	3.532788e+04
1.023362e+01	3.120728e+04
1.075579e+01	2.756730e+04
1.130461e+01	2.435188e+04
1.188143e+01	2.151150e+04
1.248769e+01	1.900243e+04
1.312487e+01	1.678600e+04
1.379458e+01	1.482810e+04
1.449845e+01	1.309857e+04
1.523824e+01	1.157077e+04
1.601578e+01	1.022117e+04
1.683299e+01	9.028981e+03
1.769190e+01	7.975850e+03
1.859464e+01	7.045556e+03
1.954344e+01	6.223770e+03
2.054065e+01	5.497837e+03
2.158874e+01	4.856575e+03
2.269032e+01	4.290110e+03
2.384810e+01	3.789716e+03
2.506496e+01	3.347688e+03
2.634391e+01	2.957217e+03
2.768812e+01	2.612291e+03
2.910091e+01	2.307596e+03
3.058580e+01	2.038441e+03
3.214645e+01	1.800679e+03
3.378674e+01	1.590650e+03
3.551072e+01	1.405118e+03
3.732267e+01	1.241227e+03
3.922708e+01	1.096452e+03
4.122865e+01	9.685628e+02
4.333236e+01	8.555907e+02
4.554341e+01	7.557956e+02
4.786728e+01	6.676404e+02
5.030973e+01	5.897676e+02
5.287681e+01	5.209777e+02
5.557487e+01	4.602115e+02
5.841060e+01	4.065329e+02
6.139102e+01	3.591154e+02
6.452353e+01	3.172286e+02
6.781586e+01	2.802274e+02
7.127620e+01	2.475420e+02
7.491309e+01	2.186690e+02
7.873557e+01	1.931637e+02
8.275308e+01	1.706333e+02
8.697559e+01	1.507308e+02
9.141356e+01	1.331497e+02
9.607797e+01	1.176193e+02
1.009804e+02	1.039003e+02
1.061330e+02	9.178149e+01
1.115484e+02	8.107620e+01
1.172402e+02	7.161956e+01
1.232225e+02	6.326594e+01
1.295099e+02	5.588667e+01
1.361182e+02	4.936811e+01
1.430637e+02	4.360987e+01
1.503636e+02	3.852326e+01
1.580360e+02	3.402995e+01
1.660998e+02	3.006074e+01
1.745751e+02	2.655449e+01
1.834829e+02	2.345720e+01
1.928452e+02	2.072118e+01
2.026852e+02	1.830428e+01
2.130273e+02	1.616929e+01
2.238971e+02	1.428332e+01
2.353216e+02	1.261733e+01
2.473289e+02	1.114566e+01
2.599490e+02	9.845645e+00
2.732130e+02	8.697260e+00
2.871538e+02	7.682821e+00
3.018059e+02	6.786705e+00
3.172057e+02	5.995112e+00
3.333913e+02	5.295849e+00
3.504027e+02	4.678147e+00
3.682821e+02	4.132493e+00
3.870739e+02	3.650484e+00
4.068245e+02	3.224695e+00
4.275829e+02	2.848570e+00
4.494005e+02	2.516316e+00
4.723313e+02	2.222816e+00
4.964322e+02	1.963549e+00
5.217629e+02	1.734523e+00
5.483860e+02	1.532210e+00
5.763676e+02	1.353495e+00
6.057770e+02	1.195625e+00
6.366871e+02	1.056168e+00
6.691743e+02	9.329782e-01
7.033192e+02	8.241566e-01
7.392063e+02	7.280279e-01
7.769246e+02	6.431116e-01
8.165675e+02	5.680998e-01
8.582332e+02	5.018372e-01
9.020249e+02	4.433035e-01
9.480511e+02	3.915971e-01
9.964258e+02	3.459216e-01
1.047269e+03	3.055737e-01
1.100706e+03	2.699319e-01
1.156870e+03	2.384474e-01
1.215900e+03	2.106352e-01
1.277942e+03	1.860669e-01
1.343149e+03	1.643643e-01
1.411684e+03	1.451930e-01
1.483716e+03	1.282579e-01
1.559423e+03	1.132980e-01
1.638993e+03	1.000831e-01
1.722623e+03	8.840948e-02
1.810521e+03	7.809749e-02
1.902904e+03	6.898829e-02
2.000000e+03	6.094157e-02
