Energy(MeV) Phi_16 Phi_84
1.518197e+01 1.221911e+08 1.499800e+08
1.548629e+01 1.162320e+08 1.431109e+08
1.579671e+01 1.105236e+08 1.364440e+08
1.611335e+01 1.050814e+08 1.300447e+08
1.643634e+01 9.995620e+07 1.238652e+08
1.676581e+01 9.497182e+07 1.180073e+08
1.710188e+01 9.009438e+07 1.123871e+08
1.744468e+01 8.559707e+07 1.070861e+08
1.779436e+01 8.123229e+07 1.019395e+08
1.815105e+01 7.730157e+07 9.714851e+07
1.851488e+01 7.339246e+07 9.234927e+07
1.888601e+01 6.966919e+07 8.779325e+07
1.926458e+01 6.623874e+07 8.326554e+07
1.965074e+01 6.287095e+07 7.901165e+07
2.004464e+01 5.969456e+07 7.507431e+07
2.044643e+01 5.658343e+07 7.122456e+07
2.085628e+01 5.366760e+07 6.749267e+07
2.127434e+01 5.096614e+07 6.393553e+07
2.170078e+01 4.843035e+07 6.066161e+07
2.213577e+01 4.594913e+07 5.747333e+07
2.257948e+01 4.359201e+07 5.447451e+07
2.303209e+01 4.131565e+07 5.164370e+07
2.349376e+01 3.927681e+07 4.877660e+07
2.396469e+01 3.719965e+07 4.613319e+07
2.444506e+01 3.526668e+07 4.370606e+07
2.493506e+01 3.348809e+07 4.133702e+07
2.543488e+01 3.176577e+07 3.912439e+07
2.594472e+01 3.010833e+07 3.697023e+07
2.646478e+01 2.855595e+07 3.492975e+07
2.699527e+01 2.703471e+07 3.303807e+07
2.753639e+01 2.562894e+07 3.123177e+07
2.808835e+01 2.429502e+07 2.958810e+07
2.865138e+01 2.300725e+07 2.797070e+07
2.922570e+01 2.181878e+07 2.643917e+07
2.981152e+01 2.067514e+07 2.499686e+07
3.040909e+01 1.956329e+07 2.365270e+07
3.101864e+01 1.853401e+07 2.238050e+07
3.164041e+01 1.756561e+07 2.114417e+07
3.227464e+01 1.666191e+07 1.998936e+07
3.292158e+01 1.580440e+07 1.887259e+07
3.358149e+01 1.497104e+07 1.787416e+07
3.425463e+01 1.418375e+07 1.690848e+07
3.494126e+01 1.344064e+07 1.595263e+07
3.564165e+01 1.271155e+07 1.509385e+07
3.635609e+01 1.202587e+07 1.428960e+07
3.708484e+01 1.136723e+07 1.352349e+07
3.782820e+01 1.074876e+07 1.278589e+07
3.858647e+01 1.018126e+07 1.207649e+07
