# Energy(MeV) Planare_Fluence(cm^-2*MeV^-1)
2.544434e+00 2.950686e+09
2.595437e+00 2.884818e+09
2.647462e+00 2.819449e+09
2.700530e+00 2.756581e+09
2.754662e+00 2.691824e+09
2.809879e+00 2.629637e+09
2.866203e+00 2.567477e+09
2.923656e+00 2.505693e+09
2.982260e+00 2.446274e+09
3.042039e+00 2.388807e+09
3.103017e+00 2.331933e+09
3.165216e+00 2.275955e+09
3.228663e+00 2.221822e+09
3.293381e+00 2.169183e+09
3.359397e+00 2.117718e+09
3.426736e+00 2.067383e+09
3.495424e+00 2.018043e+09
3.565490e+00 1.969714e+09
3.636960e+00 1.922510e+09
3.709862e+00 1.876209e+09
3.784226e+00 1.830865e+09
3.860081e+00 1.786108e+09
3.937456e+00 1.742065e+09
4.016382e+00 1.699357e+09
4.096890e+00 1.658103e+09
4.179012e+00 1.617606e+09
4.262780e+00 1.576870e+09
4.348227e+00 1.537615e+09
4.435387e+00 1.498712e+09
4.524294e+00 1.461031e+09
4.614983e+00 1.423777e+09
4.707490e+00 1.388035e+09
4.801851e+00 1.353527e+09
4.898104e+00 1.318870e+09
4.996286e+00 1.284855e+09
5.096436e+00 1.252370e+09
5.198594e+00 1.221074e+09
5.302799e+00 1.189733e+09
5.409093e+00 1.159284e+09
5.517518e+00 1.129089e+09
5.628116e+00 1.099847e+09
5.740932e+00 1.070737e+09
5.856008e+00 1.042188e+09
5.973391e+00 1.014337e+09
6.093127e+00 9.871682e+08
6.215264e+00 9.601654e+08
6.339848e+00 9.348905e+08
6.466930e+00 9.093731e+08
6.596559e+00 8.840398e+08
6.728787e+00 8.598787e+08
6.863665e+00 8.367389e+08
7.001246e+00 8.134754e+08
7.141586e+00 7.905942e+08
7.284738e+00 7.687209e+08
7.430760e+00 7.471226e+08
7.579709e+00 7.266194e+08
7.731644e+00 7.058291e+08
7.886624e+00 6.854565e+08
8.044711e+00 6.664091e+08
8.205967e+00 6.470262e+08
8.370455e+00 6.281573e+08
8.538240e+00 6.098146e+08
8.709388e+00 5.919360e+08
8.883967e+00 5.746904e+08
9.062045e+00 5.575841e+08
9.243693e+00 5.410694e+08
9.428983e+00 5.248745e+08
9.617986e+00 5.087682e+08
9.810778e+00 4.932726e+08
1.000743e+01 4.781353e+08
1.020803e+01 4.631350e+08
1.041265e+01 4.487178e+08
1.062137e+01 4.343560e+08
1.083428e+01 4.207401e+08
1.105145e+01 4.073497e+08
1.127297e+01 3.945247e+08
1.149894e+01 3.816130e+08
1.172944e+01 3.693726e+08
1.196455e+01 3.573066e+08
1.220438e+01 3.455071e+08
1.244902e+01 3.339976e+08
1.269856e+01 3.227680e+08
1.295310e+01 3.118567e+08
1.321274e+01 3.010721e+08
1.347759e+01 2.905262e+08
1.374775e+01 2.804657e+08
1.402332e+01 2.706971e+08
1.430442e+01 2.609987e+08
1.459115e+01 2.515098e+08
1.488362e+01 2.421219e+08
1.518197e+01 2.335104e+08
1.548629e+01 2.251221e+08
1.579671e+01 2.168248e+08
1.611335e+01 2.087563e+08
1.643634e+01 2.006897e+08
1.676581e+01 1.929197e+08
1.710188e+01 1.854193e+08
1.744468e+01 1.780328e+08
1.779436e+01 1.711112e+08
1.815105e+01 1.642715e+08
1.851488e+01 1.575744e+08
1.888601e+01 1.512223e+08
1.926458e+01 1.451262e+08
1.965074e+01 1.392591e+08
2.004464e+01 1.335465e+08
2.044643e+01 1.279045e+08
2.085628e+01 1.226462e+08
2.127434e+01 1.173715e+08
2.170078e+01 1.123855e+08
2.213577e+01 1.074622e+08
2.257948e+01 1.028110e+08
2.303209e+01 9.835600e+07
2.349376e+01 9.403458e+07
2.396469e+01 8.977928e+07
2.444506e+01 8.570982e+07
2.493506e+01 8.186165e+07
2.543488e+01 7.812194e+07
2.594472e+01 7.453852e+07
2.646478e+01 7.104765e+07
2.699527e+01 6.765788e+07
2.753639e+01 6.437633e+07
2.808835e+01 6.111058e+07
2.865138e+01 5.812601e+07
2.922570e+01 5.522035e+07
2.981152e+01 5.247937e+07
3.040909e+01 4.978103e+07
3.101864e+01 4.721354e+07
3.164041e+01 4.465989e+07
3.227464e+01 4.223116e+07
3.292158e+01 3.995542e+07
3.358149e+01 3.777857e+07
3.425463e+01 3.568320e+07
3.494126e+01 3.371587e+07
3.564165e+01 3.187980e+07
