Energy_MeV	Diff_Fluence
3.475431e+02	3.875067e+03
3.616445e+02	3.476315e+03
3.763181e+02	3.114649e+03
3.915870e+02	2.786934e+03
4.074755e+02	2.490283e+03
4.240086e+02	2.222036e+03
4.412126e+02	1.979742e+03
4.591146e+02	1.761144e+03
4.777430e+02	1.564167e+03
4.971272e+02	1.386899e+03
5.172980e+02	1.227581e+03
5.382871e+02	1.084599e+03
5.601279e+02	9.564651e+02
5.828548e+02	8.418163e+02
6.065039e+02	7.393994e+02
6.311126e+02	6.480648e+02
6.567197e+02	5.667584e+02
6.833658e+02	4.945141e+02
7.110931e+02	4.304473e+02
7.399454e+02	3.737489e+02
7.699684e+02	3.236790e+02
8.012095e+02	2.795619e+02
8.337183e+02	2.407814e+02
8.675460e+02	2.067759e+02
9.027463e+02	1.770343e+02
9.393749e+02	1.510922e+02
9.774896e+02	1.285281e+02
1.017151e+03	1.089600e+02
1.058421e+03	9.204273e+01
1.101366e+03	7.746438e+01
1.146054e+03	6.494408e+01
1.192554e+03	5.422931e+01
1.240942e+03	4.509359e+01
1.291293e+03	3.733432e+01
1.343686e+03	3.077073e+01
1.398206e+03	2.524200e+01
1.454937e+03	2.060551e+01
1.513971e+03	1.673516e+01
1.575400e+03	1.351992e+01
1.639321e+03	1.086231e+01
1.705835e+03	8.677150e+00
1.775049e+03	6.890292e+00
1.847071e+03	5.437491e+00
1.922015e+03	4.263343e+00
2.000000e+03	3.320312e+00
