Energy_MeV	Diff_Fluence
1.000000e-01	7.709015e+09
1.040575e-01	7.347549e+09
1.082795e-01	7.002833e+09
1.126729e-01	6.674093e+09
1.172446e-01	6.360590e+09
1.220018e-01	6.061619e+09
1.269519e-01	5.776509e+09
1.321029e-01	5.504619e+09
1.374630e-01	5.245337e+09
1.430405e-01	4.998081e+09
1.488443e-01	4.762294e+09
1.548836e-01	4.537447e+09
1.611679e-01	4.323033e+09
1.677072e-01	4.118570e+09
1.745119e-01	3.923597e+09
1.815926e-01	3.737678e+09
1.889607e-01	3.560391e+09
1.966277e-01	3.391339e+09
2.046057e-01	3.230141e+09
2.129075e-01	3.076433e+09
2.215462e-01	2.929870e+09
2.305353e-01	2.790120e+09
2.398892e-01	2.656869e+09
2.496226e-01	2.529817e+09
2.597509e-01	2.408676e+09
2.702902e-01	2.293174e+09
2.812571e-01	2.183049e+09
2.926690e-01	2.078054e+09
3.045439e-01	1.977951e+09
3.169007e-01	1.882513e+09
3.297588e-01	1.791526e+09
3.431386e-01	1.704783e+09
3.570613e-01	1.622088e+09
3.715489e-01	1.543255e+09
3.866244e-01	1.468104e+09
4.023115e-01	1.396465e+09
4.186351e-01	1.328177e+09
4.356211e-01	1.263083e+09
4.532962e-01	1.201038e+09
4.716885e-01	1.141899e+09
4.908271e-01	1.085532e+09
5.107422e-01	1.031810e+09
5.314653e-01	9.806097e+08
5.530293e-01	9.318152e+08
5.754682e-01	8.853152e+08
5.988176e-01	8.410037e+08
6.231144e-01	7.987797e+08
6.483970e-01	7.585467e+08
6.747054e-01	7.202129e+08
7.020813e-01	6.836906e+08
7.305680e-01	6.488961e+08
7.602105e-01	6.157498e+08
7.910557e-01	5.841755e+08
8.231525e-01	5.541008e+08
8.565515e-01	5.254565e+08
8.913057e-01	4.981766e+08
9.274701e-01	4.721983e+08
9.651018e-01	4.474615e+08
1.004260e+00	4.239090e+08
1.045008e+00	4.014863e+08
1.087409e+00	3.801413e+08
1.131530e+00	3.598245e+08
1.177441e+00	3.404885e+08
1.225215e+00	3.220881e+08
1.274928e+00	3.045804e+08
1.326658e+00	2.879243e+08
1.380486e+00	2.720805e+08
1.436499e+00	2.570119e+08
1.494784e+00	2.426828e+08
1.555434e+00	2.290592e+08
1.618545e+00	2.161088e+08
1.684217e+00	2.038006e+08
1.752554e+00	1.921052e+08
1.823663e+00	1.809944e+08
1.897657e+00	1.704415e+08
1.974654e+00	1.604209e+08
2.054775e+00	1.509082e+08
2.138146e+00	1.418800e+08
2.224901e+00	1.333143e+08
2.315175e+00	1.251897e+08
2.409112e+00	1.174861e+08
2.506861e+00	1.101842e+08
2.608576e+00	1.032655e+08
2.714418e+00	9.671241e+07
2.824554e+00	9.050820e+07
2.939159e+00	8.463680e+07
3.058414e+00	7.908290e+07
3.182508e+00	7.383187e+07
3.311637e+00	6.886973e+07
3.446005e+00	6.418311e+07
3.585826e+00	5.975927e+07
3.731319e+00	5.558597e+07
3.882716e+00	5.165155e+07
4.040255e+00	4.794484e+07
4.204187e+00	4.445515e+07
4.374770e+00	4.117225e+07
4.552274e+00	3.809500e+07
4.736981e+00	3.524407e+07
4.929182e+00	3.260596e+07
5.129182e+00	3.016480e+07
5.337296e+00	2.790590e+07
5.553854e+00	2.581568e+07
5.779200e+00	2.388156e+07
6.013688e+00	2.209189e+07
6.257691e+00	2.043591e+07
6.511594e+00	1.890365e+07
6.775800e+00	1.748587e+07
7.050725e+00	1.617405e+07
7.336805e+00	1.496027e+07
7.634493e+00	1.383722e+07
7.944259e+00	1.279814e+07
8.266594e+00	1.183675e+07
8.602008e+00	1.094727e+07
8.951031e+00	1.012432e+07
9.314215e+00	9.362946e+06
9.692135e+00	8.658545e+06
1.008539e+01	8.006866e+06
1.049460e+01	7.403974e+06
1.092041e+01	6.846226e+06
1.136351e+01	6.330251e+06
1.182457e+01	5.852931e+06
1.230435e+01	5.411378e+06
1.280360e+01	5.002921e+06
1.332310e+01	4.625087e+06
1.386368e+01	4.275589e+06
1.442619e+01	3.952309e+06
1.501153e+01	3.653287e+06
1.562061e+01	3.376712e+06
1.625441e+01	3.120904e+06
1.691393e+01	2.884311e+06
1.760020e+01	2.665496e+06
1.831432e+01	2.463130e+06
1.905742e+01	2.275981e+06
1.983067e+01	2.102911e+06
2.063529e+01	1.942867e+06
2.147256e+01	1.794874e+06
2.234380e+01	1.658029e+06
2.325039e+01	1.531497e+06
2.419376e+01	1.414507e+06
2.517541e+01	1.306343e+06
2.619689e+01	1.206343e+06
2.725982e+01	1.113896e+06
2.836588e+01	1.028436e+06
2.951681e+01	9.494376e+05
3.071444e+01	8.764170e+05
3.196067e+01	8.089254e+05
3.325746e+01	7.465477e+05
3.460687e+01	6.888998e+05
3.601103e+01	6.356264e+05
3.747216e+01	5.863987e+05
3.899258e+01	5.409126e+05
4.057468e+01	4.988867e+05
4.222098e+01	4.600605e+05
4.393408e+01	4.241933e+05
4.571669e+01	3.910623e+05
4.757163e+01	3.604611e+05
4.950182e+01	3.321992e+05
5.151034e+01	3.061001e+05
5.360035e+01	2.820006e+05
5.577516e+01	2.597497e+05
5.803822e+01	2.392078e+05
6.039309e+01	2.202456e+05
6.284352e+01	2.027437e+05
6.539337e+01	1.865915e+05
6.804667e+01	1.716868e+05
7.080764e+01	1.579350e+05
7.368063e+01	1.452487e+05
7.667019e+01	1.335470e+05
7.978105e+01	1.227550e+05
8.301813e+01	1.128036e+05
8.638656e+01	1.036289e+05
8.989166e+01	9.517151e+04
9.353898e+01	8.737686e+04
9.733428e+01	8.019434e+04
1.012836e+02	7.357714e+04
1.053931e+02	6.748202e+04
1.096694e+02	6.186898e+04
1.141192e+02	5.670104e+04
1.187495e+02	5.194402e+04
1.235677e+02	4.756631e+04
1.285814e+02	4.353870e+04
1.337986e+02	3.983418e+04
1.392274e+02	3.642779e+04
1.448765e+02	3.329646e+04
1.507548e+02	3.041886e+04
1.568716e+02	2.777528e+04
1.632366e+02	2.534752e+04
1.698599e+02	2.311874e+04
1.767519e+02	2.107340e+04
1.839235e+02	1.919712e+04
1.913861e+02	1.747664e+04
1.991515e+02	1.589969e+04
2.072320e+02	1.445495e+04
2.156404e+02	1.313195e+04
2.243899e+02	1.192104e+04
2.334944e+02	1.081328e+04
2.429684e+02	9.800449e+03
2.528267e+02	8.874927e+03
2.630850e+02	8.029696e+03
2.737596e+02	7.258273e+03
2.848673e+02	6.554675e+03
2.964256e+02	5.913380e+03
3.084530e+02	5.329292e+03
3.209683e+02	4.797712e+03
3.339915e+02	4.314303e+03
