Energy_MeV	Diff_Fluence
3.601103e+01	1.054752e+06
3.747216e+01	9.156038e+05
3.899258e+01	7.919303e+05
4.057468e+01	6.823771e+05
4.222098e+01	5.858791e+05
4.393408e+01	5.026889e+05
4.571669e+01	4.313111e+05
4.757163e+01	3.700683e+05
4.950182e+01	3.175216e+05
5.151034e+01	2.724360e+05
5.360035e+01	2.337523e+05
5.577516e+01	2.005613e+05
5.803822e+01	1.720832e+05
6.039309e+01	1.476487e+05
6.284352e+01	1.266838e+05
6.539337e+01	1.086957e+05
6.804667e+01	9.326177e+04
7.080764e+01	8.001934e+04
7.368063e+01	6.865723e+04
7.667019e+01	5.890845e+04
7.978105e+01	5.054392e+04
8.301813e+01	4.336708e+04
8.638656e+01	3.720930e+04
8.989166e+01	3.192587e+04
9.353898e+01	2.739265e+04
9.733428e+01	2.350311e+04
1.012836e+02	2.016586e+04
1.053931e+02	1.730247e+04
1.096694e+02	1.484565e+04
1.141192e+02	1.273769e+04
1.187495e+02	1.092904e+04
1.235677e+02	9.377201e+03
1.285814e+02	8.045713e+03
1.337986e+02	6.903285e+03
1.392274e+02	5.923074e+03
1.448765e+02	5.082044e+03
1.507548e+02	4.360434e+03
1.568716e+02	3.741287e+03
1.632366e+02	3.210054e+03
1.698599e+02	2.754252e+03
1.767519e+02	2.363170e+03
1.839235e+02	2.027619e+03
1.913861e+02	1.739713e+03
1.991515e+02	1.492687e+03
2.072320e+02	1.280738e+03
2.156404e+02	1.098883e+03
2.243899e+02	9.428504e+02
2.334944e+02	8.089731e+02
2.429684e+02	6.941053e+02
2.528267e+02	5.955479e+02
2.630850e+02	5.109848e+02
2.737596e+02	4.384290e+02
2.848673e+02	3.761756e+02
2.964256e+02	3.227616e+02
3.084530e+02	2.769320e+02
3.209683e+02	2.376099e+02
3.339915e+02	2.038712e+02
3.475431e+02	1.749231e+02
3.616445e+02	1.500854e+02
3.763181e+02	1.287745e+02
3.915870e+02	1.104895e+02
4.074755e+02	9.480087e+01
4.240086e+02	8.133990e+01
4.412126e+02	6.979028e+01
4.591146e+02	5.988061e+01
4.777430e+02	5.137804e+01
4.971272e+02	4.408277e+01
5.172980e+02	3.782336e+01
5.382871e+02	3.245275e+01
5.601279e+02	2.784471e+01
5.828548e+02	2.389099e+01
6.065039e+02	2.049866e+01
6.311126e+02	1.758801e+01
6.567197e+02	1.509065e+01
6.833658e+02	1.294790e+01
7.110931e+02	1.110940e+01
7.399454e+02	9.531953e+00
7.699684e+02	8.178491e+00
8.012095e+02	7.017210e+00
8.337183e+02	6.020822e+00
8.675460e+02	5.165913e+00
9.027463e+02	4.432395e+00
9.393749e+02	3.803030e+00
9.774896e+02	3.263030e+00
1.017151e+03	2.799705e+00
1.058421e+03	2.402169e+00
1.101366e+03	2.061080e+00
1.146054e+03	1.768423e+00
1.192554e+03	1.517321e+00
1.240942e+03	1.301874e+00
1.291293e+03	1.117018e+00
1.343686e+03	9.584102e-01
1.398206e+03	8.223236e-01
1.454937e+03	7.055602e-01
1.513971e+03	6.053762e-01
1.575400e+03	5.194176e-01
1.639321e+03	4.456644e-01
1.705835e+03	3.823836e-01
1.775049e+03	3.280882e-01
1.847071e+03	2.815023e-01
1.922015e+03	2.415312e-01
2.000000e+03	2.072357e-01
