# Energy(MeV) Phi16_Spherical Phi84_Spherical
5.358928e+01 3.939359e+06 5.308277e+06
5.448266e+01 3.728974e+06 5.008998e+06
5.539093e+01 3.529887e+06 4.728732e+06
5.631434e+01 3.343575e+06 4.465574e+06
5.725315e+01 3.163840e+06 4.220792e+06
5.820760e+01 2.994052e+06 3.987829e+06
5.917797e+01 2.837261e+06 3.770095e+06
6.016451e+01 2.689533e+06 3.561583e+06
6.116750e+01 2.549826e+06 3.367026e+06
6.218721e+01 2.415247e+06 3.182842e+06
6.322392e+01 2.284694e+06 3.009582e+06
6.427792e+01 2.165271e+06 2.846264e+06
6.534948e+01 2.052811e+06 2.691749e+06
6.643891e+01 1.944033e+06 2.541709e+06
6.754650e+01 1.840764e+06 2.401903e+06
6.867256e+01 1.743463e+06 2.269343e+06
6.981738e+01 1.651574e+06 2.142770e+06
7.098129e+01 1.563907e+06 2.024795e+06
7.216461e+01 1.480253e+06 1.913809e+06
7.336765e+01 1.401380e+06 1.807913e+06
7.459075e+01 1.325611e+06 1.707270e+06
7.583423e+01 1.254709e+06 1.611831e+06
7.709845e+01 1.187849e+06 1.523455e+06
7.838375e+01 1.124886e+06 1.439039e+06
7.969047e+01 1.065207e+06 1.359932e+06
8.101897e+01 1.008827e+06 1.285318e+06
8.236962e+01 9.562446e+05 1.215295e+06
8.374279e+01 9.051663e+05 1.148342e+06
8.513885e+01 8.563318e+05 1.085967e+06
8.655818e+01 8.103283e+05 1.025263e+06
8.800117e+01 7.673467e+05 9.698899e+05
8.946822e+01 7.261314e+05 9.177108e+05
9.095973e+01 6.870539e+05 8.666914e+05
9.247610e+01 6.498275e+05 8.187351e+05
9.401775e+01 6.148999e+05 7.740688e+05
9.558510e+01 5.817974e+05 7.314506e+05
9.717858e+01 5.503826e+05 6.911515e+05
9.879863e+01 5.206642e+05 6.528051e+05
1.004457e+02 4.926844e+05 6.167833e+05
1.021202e+02 4.672346e+05 5.822467e+05
1.038226e+02 4.421745e+05 5.502448e+05
1.055534e+02 4.183758e+05 5.202271e+05
1.073131e+02 3.958053e+05 4.921703e+05
1.091021e+02 3.746369e+05 4.653042e+05
1.109209e+02 3.547084e+05 4.400823e+05
1.127700e+02 3.358297e+05 4.159030e+05
1.146500e+02 3.176617e+05 3.931059e+05
1.165613e+02 3.004746e+05 3.717438e+05
1.185045e+02 2.841909e+05 3.514392e+05
1.204800e+02 2.688441e+05 3.321309e+05
1.224885e+02 2.545256e+05 3.143794e+05
1.245305e+02 2.405173e+05 2.969924e+05
1.266066e+02 2.275851e+05 2.806811e+05
1.287172e+02 2.154408e+05 2.652455e+05
1.308630e+02 2.039685e+05 2.507929e+05
1.330446e+02 1.932662e+05 2.371760e+05
1.352626e+02 1.829943e+05 2.242978e+05
1.375175e+02 1.731035e+05 2.119285e+05
1.398100e+02 1.636481e+05 2.002210e+05
1.421408e+02 1.547294e+05 1.891697e+05
1.445104e+02 1.465464e+05 1.788389e+05
1.469195e+02 1.384632e+05 1.694868e+05
1.493687e+02 1.309525e+05 1.602402e+05
1.518588e+02 1.239373e+05 1.516046e+05
1.543904e+02 1.173052e+05 1.436485e+05
1.569642e+02 1.108891e+05 1.360744e+05
1.595810e+02 1.048063e+05 1.288036e+05
1.622413e+02 9.914931e+04 1.217054e+05
1.649460e+02 9.362716e+04 1.151405e+05
1.676958e+02 8.843634e+04 1.089472e+05
