# Energy(MeV) Phi16_Planare Phi84_Planare
2.862352e+02 6.124295e+03 3.261339e+04
2.899894e+02 5.818131e+03 3.140233e+04
2.937929e+02 5.518083e+03 3.023664e+04
2.976462e+02 5.229959e+03 2.911462e+04
3.015501e+02 4.964247e+03 2.803462e+04
3.055052e+02 4.712285e+03 2.699506e+04
3.095122e+02 4.453180e+03 2.599441e+04
3.135717e+02 4.219715e+03 2.503513e+04
3.176845e+02 4.004726e+03 2.412543e+04
3.218512e+02 3.804843e+03 2.324950e+04
3.260726e+02 3.615304e+03 2.240217e+04
3.303494e+02 3.435179e+03 2.158033e+04
3.346822e+02 3.264004e+03 2.078914e+04
3.390718e+02 3.101333e+03 2.002745e+04
3.435191e+02 2.946745e+03 1.931060e+04
3.480246e+02 2.799839e+03 1.863148e+04
3.525893e+02 2.660235e+03 1.796481e+04
3.572138e+02 2.527570e+03 1.733280e+04
3.618990e+02 2.401501e+03 1.671522e+04
3.666457e+02 2.280614e+03 1.611343e+04
3.714546e+02 2.156614e+03 1.553385e+04
3.763265e+02 2.037048e+03 1.497562e+04
3.812624e+02 1.928158e+03 1.443260e+04
3.862630e+02 1.829810e+03 1.391495e+04
3.913292e+02 1.737312e+03 1.341173e+04
3.964618e+02 1.646856e+03 1.293565e+04
4.016618e+02 1.555343e+03 1.246413e+04
4.069299e+02 1.472779e+03 1.200940e+04
4.122672e+02 1.396021e+03 1.156928e+04
4.176744e+02 1.325670e+03 1.115656e+04
4.231526e+02 1.254073e+03 1.076839e+04
4.287027e+02 1.190398e+03 1.038007e+04
4.343255e+02 1.130142e+03 1.003940e+04
4.400221e+02 1.071929e+03 9.680395e+03
4.457933e+02 1.017698e+03 9.349137e+03
4.516403e+02 9.628114e+02 9.021994e+03
4.575640e+02 9.129134e+02 8.694931e+03
4.635654e+02 8.664038e+02 8.391340e+03
4.696455e+02 8.222556e+02 8.111556e+03
4.758053e+02 7.803491e+02 7.825638e+03
4.820459e+02 7.405709e+02 7.544001e+03
4.883684e+02 7.028131e+02 7.268258e+03
4.947738e+02 6.669734e+02 7.002483e+03
5.012632e+02 6.294279e+02 6.771950e+03
5.078377e+02 5.965965e+02 6.531171e+03
5.144985e+02 5.660878e+02 6.298769e+03
5.212466e+02 5.371331e+02 6.083032e+03
5.280832e+02 5.096534e+02 5.886661e+03
5.350095e+02 4.835739e+02 5.694149e+03
5.420266e+02 4.570227e+02 5.498983e+03
5.491358e+02 4.336963e+02 5.315879e+03
5.563382e+02 4.115553e+02 5.130462e+03
5.636351e+02 3.896189e+02 4.953159e+03
5.710277e+02 3.696993e+02 4.783316e+03
5.785172e+02 3.507926e+02 4.612350e+03
5.861050e+02 3.328475e+02 4.452987e+03
5.937923e+02 3.158155e+02 4.294004e+03
6.015804e+02 2.996501e+02 4.139825e+03
6.094707e+02 2.843075e+02 3.991303e+03
6.174645e+02 2.697460e+02 3.858632e+03
6.255631e+02 2.559260e+02 3.730637e+03
6.337679e+02 2.428100e+02 3.603642e+03
6.420804e+02 2.304002e+02 3.485739e+03
6.505018e+02 2.185486e+02 3.377534e+03
6.590337e+02 2.073373e+02 3.264699e+03
6.676776e+02 1.966975e+02 3.155710e+03
6.764348e+02 1.866004e+02 3.051509e+03
6.853068e+02 1.770183e+02 2.958358e+03
6.942953e+02 1.679251e+02 2.858309e+03
7.034016e+02 1.590107e+02 2.763461e+03
7.126273e+02 1.508471e+02 2.668833e+03
7.219741e+02 1.430874e+02 2.590961e+03
7.314434e+02 1.348513e+02 2.505223e+03
7.410370e+02 1.274609e+02 2.415713e+03
7.507563e+02 1.209059e+02 2.329468e+03
7.606032e+02 1.146856e+02 2.250252e+03
7.705792e+02 1.087832e+02 2.172881e+03
7.806861e+02 1.031823e+02 2.096334e+03
7.909255e+02 9.741725e+01 2.022029e+03
8.012992e+02 9.221892e+01 1.950417e+03
8.118089e+02 8.729428e+01 1.886064e+03
8.224566e+02 8.282559e+01 1.820581e+03
8.332438e+02 7.854616e+01 1.757268e+03
8.441726e+02 7.406053e+01 1.702082e+03
8.552447e+02 7.028344e+01 1.646019e+03
8.664620e+02 6.669795e+01 1.597596e+03
8.778264e+02 6.329438e+01 1.550861e+03
8.893399e+02 6.006354e+01 1.498931e+03
9.010044e+02 5.699670e+01 1.448382e+03
9.128219e+02 5.408557e+01 1.402470e+03
9.247944e+02 5.094762e+01 1.355079e+03
9.369239e+02 4.795146e+01 1.309065e+03
9.492125e+02 4.544013e+01 1.264947e+03
9.616623e+02 4.296089e+01 1.221360e+03
9.742754e+02 4.043088e+01 1.181349e+03
9.870539e+02 3.815563e+01 1.141670e+03
1.000000e+03 3.611709e+01 1.104469e+03
