Energy(MeV) Phi_16 Phi_84
2.016551e+01 8.158330e+07 1.088344e+08
2.044661e+01 7.908548e+07 1.056124e+08
2.073162e+01 7.674440e+07 1.025455e+08
2.102061e+01 7.443458e+07 9.954212e+07
2.131362e+01 7.229599e+07 9.658277e+07
2.161073e+01 7.006727e+07 9.377569e+07
2.191197e+01 6.806069e+07 9.103762e+07
2.221741e+01 6.602780e+07 8.827068e+07
2.252711e+01 6.398874e+07 8.554601e+07
2.284112e+01 6.199280e+07 8.302405e+07
2.315951e+01 6.003205e+07 8.043725e+07
2.348235e+01 5.800843e+07 7.799578e+07
2.380968e+01 5.626546e+07 7.556831e+07
2.414157e+01 5.458073e+07 7.314166e+07
2.447809e+01 5.278301e+07 7.079114e+07
2.481930e+01 5.100239e+07 6.853665e+07
2.516527e+01 4.934142e+07 6.639666e+07
2.551606e+01 4.771364e+07 6.423365e+07
2.587174e+01 4.604521e+07 6.218414e+07
2.623238e+01 4.451749e+07 6.011779e+07
2.659804e+01 4.301476e+07 5.815090e+07
2.696881e+01 4.156346e+07 5.620221e+07
2.734474e+01 4.016252e+07 5.431953e+07
2.772591e+01 3.880598e+07 5.252118e+07
2.811239e+01 3.737271e+07 5.076653e+07
2.850426e+01 3.608296e+07 4.906127e+07
2.890160e+01 3.482618e+07 4.742243e+07
2.930447e+01 3.352263e+07 4.579710e+07
2.971296e+01 3.222241e+07 4.417235e+07
3.012714e+01 3.107723e+07 4.256853e+07
3.054710e+01 2.996975e+07 4.106823e+07
3.097291e+01 2.880649e+07 3.965273e+07
3.140465e+01 2.775615e+07 3.823727e+07
3.184242e+01 2.675269e+07 3.681775e+07
3.228628e+01 2.574390e+07 3.545621e+07
3.273634e+01 2.474818e+07 3.412162e+07
3.319266e+01 2.380451e+07 3.283027e+07
3.365535e+01 2.288015e+07 3.155784e+07
3.412449e+01 2.197208e+07 3.037535e+07
3.460016e+01 2.111419e+07 2.921671e+07
3.508247e+01 2.027705e+07 2.814294e+07
3.557150e+01 1.944468e+07 2.707785e+07
3.606735e+01 1.865232e+07 2.603097e+07
3.657011e+01 1.784608e+07 2.500043e+07
3.707988e+01 1.707522e+07 2.402854e+07
3.759675e+01 1.632198e+07 2.310335e+07
3.812083e+01 1.559883e+07 2.222472e+07
3.865221e+01 1.498724e+07 2.132781e+07
3.919100e+01 1.435060e+07 2.048037e+07
3.973730e+01 1.370821e+07 1.963859e+07
4.029122e+01 1.307067e+07 1.881402e+07
4.085286e+01 1.250847e+07 1.803371e+07
4.142232e+01 1.193197e+07 1.733375e+07
4.199973e+01 1.140926e+07 1.665126e+07
4.258518e+01 1.091108e+07 1.596790e+07
4.317880e+01 1.040829e+07 1.528588e+07
4.378069e+01 9.927428e+06 1.465651e+07
4.439097e+01 9.458872e+06 1.402572e+07
4.500975e+01 8.982549e+06 1.342096e+07
4.563716e+01 8.613792e+06 1.284047e+07
4.627332e+01 8.235686e+06 1.229389e+07
4.691835e+01 7.855950e+06 1.175295e+07
4.757236e+01 7.481732e+06 1.127342e+07
4.823549e+01 7.108875e+06 1.078728e+07
4.890787e+01 6.779364e+06 1.030451e+07
4.958962e+01 6.462349e+06 9.850482e+06
5.028087e+01 6.145301e+06 9.407471e+06
5.098176e+01 5.844623e+06 9.000741e+06
5.169242e+01 5.560303e+06 8.594658e+06
5.241298e+01 5.306807e+06 8.209204e+06
5.314359e+01 5.065342e+06 7.833031e+06
5.388438e+01 4.813496e+06 7.502166e+06
5.463550e+01 4.590255e+06 7.143959e+06
5.539709e+01 4.382622e+06 6.818267e+06
5.616930e+01 4.180385e+06 6.499246e+06
5.695227e+01 3.973117e+06 6.198333e+06
5.774615e+01 3.774620e+06 5.926651e+06
5.855110e+01 3.587096e+06 5.657275e+06
5.936727e+01 3.408636e+06 5.402176e+06
6.019482e+01 3.241460e+06 5.148394e+06
6.103390e+01 3.072927e+06 4.882394e+06
6.188468e+01 2.907703e+06 4.650200e+06
6.274732e+01 2.760591e+06 4.422791e+06
6.362198e+01 2.615154e+06 4.217574e+06
6.450884e+01 2.483146e+06 4.014759e+06
6.540806e+01 2.357456e+06 3.819428e+06
6.631981e+01 2.238233e+06 3.635161e+06
6.724427e+01 2.116982e+06 3.445250e+06
6.818162e+01 2.011592e+06 3.270888e+06
6.913204e+01 1.909639e+06 3.117473e+06
7.009570e+01 1.811059e+06 2.973153e+06
7.107280e+01 1.715970e+06 2.827519e+06
7.206351e+01 1.626033e+06 2.693794e+06
7.306804e+01 1.545171e+06 2.574029e+06
7.408657e+01 1.461627e+06 2.450953e+06
7.511929e+01 1.383742e+06 2.336392e+06
7.616642e+01 1.311333e+06 2.221058e+06
7.722814e+01 1.243473e+06 2.129551e+06
7.830465e+01 1.178475e+06 2.021038e+06
7.939618e+01 1.115775e+06 1.929434e+06
8.050292e+01 1.052523e+06 1.828854e+06
8.162509e+01 9.942876e+05 1.739684e+06
8.276289e+01 9.415037e+05 1.653486e+06
8.391656e+01 8.943095e+05 1.582437e+06
8.508632e+01 8.443761e+05 1.504353e+06
8.627237e+01 7.999271e+05 1.433184e+06
8.747496e+01 7.569754e+05 1.371235e+06
8.869432e+01 7.144011e+05 1.309649e+06
8.993067e+01 6.765697e+05 1.250601e+06
9.118425e+01 6.369879e+05 1.193756e+06
9.245531e+01 6.025870e+05 1.138882e+06
9.374409e+01 5.679714e+05 1.084926e+06
9.505083e+01 5.359809e+05 1.038028e+06
9.637579e+01 5.079317e+05 9.937733e+05
9.771921e+01 4.806296e+05 9.488887e+05
9.908137e+01 4.537400e+05 9.059088e+05
1.004625e+02 4.287439e+05 8.645697e+05
1.018629e+02 4.056000e+05 8.239505e+05
1.032828e+02 3.835833e+05 7.885265e+05
1.047225e+02 3.640915e+05 7.561729e+05
1.061823e+02 3.440418e+05 7.233012e+05
1.076624e+02 3.251871e+05 6.920014e+05
1.091632e+02 3.074140e+05 6.625339e+05
1.106848e+02 2.909161e+05 6.341540e+05
1.122277e+02 2.747271e+05 6.041485e+05
1.137921e+02 2.589926e+05 5.764128e+05
1.153783e+02 2.442577e+05 5.521287e+05
1.169866e+02 2.318039e+05 5.280957e+05
1.186174e+02 2.188723e+05 5.050665e+05
1.202708e+02 2.066323e+05 4.827368e+05
1.219473e+02 1.950026e+05 4.613803e+05
1.236472e+02 1.841122e+05 4.420236e+05
1.253708e+02 1.740546e+05 4.234182e+05
1.271184e+02 1.640872e+05 4.055353e+05
1.288904e+02 1.547338e+05 3.867202e+05
1.306870e+02 1.462431e+05 3.685234e+05
1.325087e+02 1.381396e+05 3.523484e+05
1.343558e+02 1.303273e+05 3.362300e+05
1.362287e+02 1.228426e+05 3.208903e+05
1.381276e+02 1.159939e+05 3.068766e+05
1.400531e+02 1.100096e+05 2.935161e+05
1.420053e+02 1.044985e+05 2.806982e+05
1.439848e+02 9.870087e+04 2.684388e+05
1.459919e+02 9.294872e+04 2.567251e+05
1.480269e+02 8.738573e+04 2.454663e+05
1.500903e+02 8.248687e+04 2.341046e+05
1.521825e+02 7.841736e+04 2.235451e+05
1.543038e+02 7.439680e+04 2.135986e+05
1.564548e+02 7.027800e+04 2.042174e+05
1.586357e+02 6.612740e+04 1.955162e+05
1.608469e+02 6.242697e+04 1.870196e+05
1.630891e+02 5.907229e+04 1.785715e+05
1.653624e+02 5.571995e+04 1.704436e+05
1.676675e+02 5.248631e+04 1.631618e+05
1.700047e+02 4.968423e+04 1.565082e+05
1.723745e+02 4.689570e+04 1.500124e+05
1.747773e+02 4.437316e+04 1.434425e+05
1.772136e+02 4.202439e+04 1.371822e+05
1.796838e+02 3.968665e+04 1.311771e+05
1.821885e+02 3.759633e+04 1.254450e+05
1.847281e+02 3.548215e+04 1.199436e+05
1.873032e+02 3.342101e+04 1.146451e+05
1.899141e+02 3.157550e+04 1.095767e+05
1.925614e+02 2.975413e+04 1.048403e+05
1.952456e+02 2.810406e+04 1.003655e+05
1.979672e+02 2.661096e+04 9.609294e+04
2.007267e+02 2.517126e+04 9.200236e+04
2.035248e+02 2.372399e+04 8.812301e+04
2.063618e+02 2.232290e+04 8.441234e+04
2.092383e+02 2.104677e+04 8.081645e+04
2.121550e+02 1.989142e+04 7.730936e+04
2.151123e+02 1.879002e+04 7.400751e+04
2.181109e+02 1.768713e+04 7.081181e+04
2.211512e+02 1.673535e+04 6.773400e+04
2.242340e+02 1.582196e+04 6.472188e+04
2.273597e+02 1.489445e+04 6.182101e+04
2.305289e+02 1.395767e+04 5.905024e+04
2.337424e+02 1.319472e+04 5.664839e+04
2.370006e+02 1.253645e+04 5.426575e+04
2.403043e+02 1.183324e+04 5.190612e+04
2.436540e+02 1.120972e+04 4.964731e+04
2.470504e+02 1.057633e+04 4.748683e+04
2.504942e+02 9.977165e+03 4.542041e+04
2.539859e+02 9.380191e+03 4.344395e+04
2.575263e+02 8.828475e+03 4.154770e+04
2.611161e+02 8.314522e+03 3.972543e+04
2.647559e+02 7.828012e+03 3.798311e+04
2.684465e+02 7.366367e+03 3.632563e+04
2.721885e+02 6.938043e+03 3.477077e+04
2.759826e+02 6.541602e+03 3.328186e+04
2.798297e+02 6.190147e+03 3.184048e+04
2.837304e+02 5.859648e+03 3.045854e+04
2.876854e+02 5.523428e+03 2.913137e+04
2.916956e+02 5.206549e+03 2.784414e+04
2.957617e+02 4.907733e+03 2.661358e+04
2.998844e+02 4.622637e+03 2.543744e+04
3.040646e+02 4.362483e+03 2.431329e+04
3.083031e+02 4.109671e+03 2.325173e+04
3.126007e+02 3.871507e+03 2.225285e+04
3.169582e+02 3.647142e+03 2.129690e+04
3.213764e+02 3.440939e+03 2.038205e+04
3.258562e+02 3.251573e+03 1.951177e+04
3.303985e+02 3.071699e+03 1.868321e+04
3.350041e+02 2.900171e+03 1.787935e+04
3.396739e+02 2.741012e+03 1.710258e+04
3.444087e+02 2.586132e+03 1.635959e+04
3.492096e+02 2.444426e+03 1.565082e+04
3.540774e+02 2.312071e+03 1.497278e+04
3.590130e+02 2.185316e+03 1.432412e+04
3.640175e+02 2.066011e+03 1.370359e+04
3.690917e+02 1.953218e+03 1.310995e+04
3.742366e+02 1.844782e+03 1.254204e+04
3.794533e+02 1.737476e+03 1.201678e+04
3.847427e+02 1.638568e+03 1.150111e+04
3.901058e+02 1.542285e+03 1.099762e+04
3.955436e+02 1.451658e+03 1.051463e+04
4.010573e+02 1.368717e+03 1.005287e+04
4.066478e+02 1.294035e+03 9.615768e+03
4.123163e+02 1.223816e+03 9.199311e+03
4.180637e+02 1.157654e+03 8.798940e+03
4.238913e+02 1.093888e+03 8.415992e+03
4.298001e+02 1.031446e+03 8.051883e+03
4.357913e+02 9.725682e+02 7.703544e+03
4.418660e+02 9.170503e+02 7.368307e+03
4.480254e+02 8.647009e+02 7.042582e+03
4.542706e+02 8.153391e+02 6.737496e+03
4.606029e+02 7.687945e+02 6.461210e+03
4.670234e+02 7.255250e+02 6.187754e+03
4.735335e+02 6.850044e+02 5.920821e+03
4.801343e+02 6.469398e+02 5.665414e+03
4.868271e+02 6.094616e+02 5.421034e+03
4.936132e+02 5.752909e+02 5.184624e+03
5.004939e+02 5.431813e+02 4.956871e+03
5.074705e+02 5.129497e+02 4.739133e+03
5.145444e+02 4.835487e+02 4.537188e+03
5.217169e+02 4.550709e+02 4.349658e+03
5.289893e+02 4.304605e+02 4.166415e+03
5.363631e+02 4.072827e+02 3.988632e+03
5.438397e+02 3.849187e+02 3.817026e+03
5.514206e+02 3.637922e+02 3.652811e+03
5.591071e+02 3.431310e+02 3.495667e+03
5.669007e+02 3.236427e+02 3.345289e+03
5.748030e+02 3.052955e+02 3.201387e+03
5.828155e+02 2.880594e+02 3.064033e+03
5.909396e+02 2.718487e+02 2.933187e+03
5.991770e+02 2.563706e+02 2.811656e+03
6.075292e+02 2.412538e+02 2.695472e+03
6.159978e+02 2.272835e+02 2.581422e+03
6.245845e+02 2.146642e+02 2.470114e+03
6.332908e+02 2.022694e+02 2.363613e+03
6.421186e+02 1.907487e+02 2.261709e+03
6.510694e+02 1.802044e+02 2.164144e+03
6.601449e+02 1.697594e+02 2.070760e+03
6.693470e+02 1.599270e+02 1.981003e+03
6.786773e+02 1.511325e+02 1.895301e+03
6.881377e+02 1.428626e+02 1.814030e+03
6.977300e+02 1.350449e+02 1.736247e+03
7.074559e+02 1.276548e+02 1.661804e+03
7.173175e+02 1.204487e+02 1.590556e+03
7.273165e+02 1.134828e+02 1.522585e+03
7.374549e+02 1.068460e+02 1.458580e+03
7.477346e+02 1.006050e+02 1.397270e+03
7.581576e+02 9.469667e+01 1.338541e+03
7.687260e+02 8.938427e+01 1.282284e+03
7.794416e+02 8.436967e+01 1.236268e+03
7.903066e+02 7.963619e+01 1.186004e+03
8.013230e+02 7.516888e+01 1.135212e+03
8.124930e+02 7.095804e+01 1.086599e+03
8.238187e+02 6.698287e+01 1.040070e+03
8.353023e+02 6.327655e+01 9.955374e+02
8.469460e+02 5.968759e+01 9.529144e+02
8.587519e+02 5.634328e+01 9.121192e+02
8.707225e+02 5.318618e+01 8.730734e+02
8.828599e+02 5.015800e+01 8.360805e+02
8.951665e+02 4.732229e+01 8.007232e+02
9.076446e+02 4.464799e+01 7.671784e+02
9.202967e+02 4.208582e+01 7.350236e+02
9.331251e+02 3.967058e+01 7.040886e+02
9.461324e+02 3.739392e+01 6.744582e+02
9.593209e+02 3.524875e+01 6.460774e+02
9.726934e+02 3.322655e+01 6.188597e+02
9.862522e+02 3.132026e+01 5.920739e+02
1.000000e+03 2.947810e+01 5.669118e+02
