Energy(MeV) Phi_16 Phi_84
4.238913e+02 4.375551e+03 3.366397e+04
4.298001e+02 4.125785e+03 3.220753e+04
4.357913e+02 3.890273e+03 3.081418e+04
4.418660e+02 3.668201e+03 2.947323e+04
4.480254e+02 3.458803e+03 2.817033e+04
4.542706e+02 3.261356e+03 2.694998e+04
4.606029e+02 3.075178e+03 2.584484e+04
4.670234e+02 2.902100e+03 2.475102e+04
4.735335e+02 2.740018e+03 2.368328e+04
4.801343e+02 2.587759e+03 2.266166e+04
4.868271e+02 2.437847e+03 2.168414e+04
4.936132e+02 2.301164e+03 2.073850e+04
5.004939e+02 2.172725e+03 1.982749e+04
5.074705e+02 2.051799e+03 1.895653e+04
5.145444e+02 1.934195e+03 1.814875e+04
5.217169e+02 1.820284e+03 1.739863e+04
5.289893e+02 1.721842e+03 1.666566e+04
5.363631e+02 1.629131e+03 1.595453e+04
5.438397e+02 1.539675e+03 1.526810e+04
5.514206e+02 1.455169e+03 1.461124e+04
5.591071e+02 1.372524e+03 1.398267e+04
5.669007e+02 1.294571e+03 1.338116e+04
5.748030e+02 1.221182e+03 1.280555e+04
5.828155e+02 1.152238e+03 1.225613e+04
5.909396e+02 1.087395e+03 1.173275e+04
5.991770e+02 1.025483e+03 1.124663e+04
6.075292e+02 9.650154e+02 1.078189e+04
6.159978e+02 9.091340e+02 1.032569e+04
6.245845e+02 8.586567e+02 9.880457e+03
6.332908e+02 8.090776e+02 9.454450e+03
6.421186e+02 7.629948e+02 9.046837e+03
6.510694e+02 7.208177e+02 8.656575e+03
6.601449e+02 6.790375e+02 8.283041e+03
6.693470e+02 6.397081e+02 7.924011e+03
6.786773e+02 6.045299e+02 7.581206e+03
6.881377e+02 5.714504e+02 7.256119e+03
6.977300e+02 5.401798e+02 6.944988e+03
7.074559e+02 5.106192e+02 6.647214e+03
7.173175e+02 4.817948e+02 6.362223e+03
7.273165e+02 4.539312e+02 6.090341e+03
7.374549e+02 4.273840e+02 5.834321e+03
7.477346e+02 4.024201e+02 5.589080e+03
7.581576e+02 3.787867e+02 5.354163e+03
7.687260e+02 3.575371e+02 5.129136e+03
7.794416e+02 3.374787e+02 4.945072e+03
7.903066e+02 3.185448e+02 4.744017e+03
8.013230e+02 3.006755e+02 4.540848e+03
8.124930e+02 2.838321e+02 4.346395e+03
8.238187e+02 2.679315e+02 4.160281e+03
8.353023e+02 2.531062e+02 3.982150e+03
8.469460e+02 2.387504e+02 3.811658e+03
8.587519e+02 2.253731e+02 3.648477e+03
8.707225e+02 2.127447e+02 3.492294e+03
8.828599e+02 2.006320e+02 3.344322e+03
8.951665e+02 1.892892e+02 3.202893e+03
9.076446e+02 1.785920e+02 3.068714e+03
9.202967e+02 1.683433e+02 2.940095e+03
9.331251e+02 1.586823e+02 2.816354e+03
9.461324e+02 1.495757e+02 2.697833e+03
9.593209e+02 1.409950e+02 2.584310e+03
9.726934e+02 1.329062e+02 2.475439e+03
9.862522e+02 1.252811e+02 2.368296e+03
1.000000e+03 1.179124e+02 2.267647e+03
