# Energy(MeV) Sferica_Fluence(cm^-2*MeV^-1)
1.779436e+01 1.324306e+08
1.815105e+01 1.264071e+08
1.851488e+01 1.206506e+08
1.888601e+01 1.148505e+08
1.926458e+01 1.096896e+08
1.965074e+01 1.045662e+08
2.004464e+01 9.971294e+07
2.044643e+01 9.499463e+07
2.085628e+01 9.040063e+07
2.127434e+01 8.608649e+07
2.170078e+01 8.199828e+07
2.213577e+01 7.812319e+07
2.257948e+01 7.433830e+07
2.303209e+01 7.065980e+07
2.349376e+01 6.715496e+07
2.396469e+01 6.382378e+07
2.444506e+01 6.062892e+07
2.493506e+01 5.754442e+07
2.543488e+01 5.475245e+07
2.594472e+01 5.204825e+07
2.646478e+01 4.942247e+07
2.699527e+01 4.688418e+07
2.753639e+01 4.451595e+07
2.808835e+01 4.220671e+07
2.865138e+01 4.007014e+07
2.922570e+01 3.804945e+07
2.981152e+01 3.609668e+07
3.040909e+01 3.422906e+07
3.101864e+01 3.250352e+07
3.164041e+01 3.085535e+07
3.227464e+01 2.929567e+07
3.292158e+01 2.777553e+07
3.358149e+01 2.638333e+07
3.425463e+01 2.499587e+07
3.494126e+01 2.370141e+07
3.564165e+01 2.246685e+07
3.635609e+01 2.127831e+07
3.708484e+01 2.020212e+07
3.782820e+01 1.917352e+07
3.858647e+01 1.817643e+07
3.935993e+01 1.726954e+07
4.014890e+01 1.639145e+07
4.095368e+01 1.554861e+07
4.177459e+01 1.475044e+07
4.261196e+01 1.400812e+07
4.346611e+01 1.326619e+07
4.433739e+01 1.257861e+07
4.522613e+01 1.191201e+07
4.613268e+01 1.128836e+07
4.705741e+01 1.071068e+07
4.800067e+01 1.014353e+07
4.896284e+01 9.603504e+06
4.994430e+01 9.096354e+06
5.094543e+01 8.600347e+06
5.196662e+01 8.158991e+06
5.300829e+01 7.733125e+06
5.407084e+01 7.337830e+06
5.515468e+01 6.957087e+06
5.626026e+01 6.573692e+06
5.738799e+01 6.225710e+06
5.853833e+01 5.900008e+06
5.971172e+01 5.595527e+06
6.090864e+01 5.300867e+06
6.212955e+01 5.010479e+06
6.337493e+01 4.745129e+06
6.464528e+01 4.496330e+06
6.594109e+01 4.263509e+06
6.726287e+01 4.041614e+06
6.861115e+01 3.825038e+06
6.998645e+01 3.626377e+06
7.138933e+01 3.432363e+06
7.282032e+01 3.253689e+06
7.428000e+01 3.074862e+06
7.576894e+01 2.910039e+06
7.728772e+01 2.759190e+06
7.883694e+01 2.614609e+06
8.041722e+01 2.474297e+06
8.202918e+01 2.344081e+06
8.367345e+01 2.219179e+06
8.535068e+01 2.103978e+06
8.706153e+01 1.988660e+06
8.880667e+01 1.881190e+06
9.058679e+01 1.780698e+06
9.240260e+01 1.690775e+06
9.425480e+01 1.601390e+06
9.614413e+01 1.511835e+06
