# Energy(MeV) Planare_Fluence(cm^-2*MeV^-1)
1.965074e+01 2.614155e+07
2.004464e+01 2.492824e+07
2.044643e+01 2.374866e+07
2.085628e+01 2.260016e+07
2.127434e+01 2.152162e+07
2.170078e+01 2.049957e+07
2.213577e+01 1.953080e+07
2.257948e+01 1.858458e+07
2.303209e+01 1.766495e+07
2.349376e+01 1.678874e+07
2.396469e+01 1.595595e+07
2.444506e+01 1.515723e+07
2.493506e+01 1.438610e+07
2.543488e+01 1.368811e+07
2.594472e+01 1.301206e+07
2.646478e+01 1.235562e+07
2.699527e+01 1.172105e+07
2.753639e+01 1.112899e+07
2.808835e+01 1.055168e+07
2.865138e+01 1.001754e+07
2.922570e+01 9.512363e+06
2.981152e+01 9.024171e+06
3.040909e+01 8.557265e+06
3.101864e+01 8.125879e+06
3.164041e+01 7.713837e+06
3.227464e+01 7.323917e+06
3.292158e+01 6.943882e+06
3.358149e+01 6.595833e+06
3.425463e+01 6.248968e+06
3.494126e+01 5.925353e+06
3.564165e+01 5.616713e+06
3.635609e+01 5.319579e+06
3.708484e+01 5.050530e+06
3.782820e+01 4.793379e+06
3.858647e+01 4.544109e+06
3.935993e+01 4.317385e+06
4.014890e+01 4.097862e+06
4.095368e+01 3.887153e+06
4.177459e+01 3.687611e+06
4.261196e+01 3.502031e+06
4.346611e+01 3.316546e+06
4.433739e+01 3.144653e+06
4.522613e+01 2.978002e+06
4.613268e+01 2.822089e+06
4.705741e+01 2.677670e+06
4.800067e+01 2.535881e+06
4.896284e+01 2.400876e+06
4.994430e+01 2.274089e+06
5.094543e+01 2.150087e+06
5.196662e+01 2.039748e+06
5.300829e+01 1.933281e+06
5.407084e+01 1.834457e+06
5.515468e+01 1.739272e+06
5.626026e+01 1.643423e+06
5.738799e+01 1.556428e+06
5.853833e+01 1.475002e+06
5.971172e+01 1.398882e+06
6.090864e+01 1.325217e+06
6.212955e+01 1.252620e+06
6.337493e+01 1.186282e+06
6.464528e+01 1.124082e+06
6.594109e+01 1.065877e+06
6.726287e+01 1.010404e+06
6.861115e+01 9.562595e+05
6.998645e+01 9.065942e+05
7.138933e+01 8.580908e+05
7.282032e+01 8.134221e+05
7.428000e+01 7.687154e+05
7.576894e+01 7.275098e+05
7.728772e+01 6.897974e+05
7.883694e+01 6.536522e+05
8.041722e+01 6.185743e+05
8.202918e+01 5.860202e+05
8.367345e+01 5.547947e+05
8.535068e+01 5.259945e+05
8.706153e+01 4.971650e+05
8.880667e+01 4.702975e+05
9.058679e+01 4.451746e+05
9.240260e+01 4.226939e+05
9.425480e+01 4.003474e+05
9.614413e+01 3.779588e+05
9.807133e+01 3.585494e+05
1.000372e+02 3.389845e+05
1.020424e+02 3.210343e+05
1.040878e+02 3.042472e+05
1.061743e+02 2.884463e+05
1.083025e+02 2.727850e+05
1.104734e+02 2.579379e+05
1.126879e+02 2.438668e+05
1.149467e+02 2.306260e+05
1.172508e+02 2.182580e+05
1.196011e+02 2.064034e+05
1.219985e+02 1.955404e+05
1.244439e+02 1.853332e+05
1.269384e+02 1.756223e+05
1.294828e+02 1.665447e+05
1.320783e+02 1.576091e+05
1.347258e+02 1.492803e+05
1.374264e+02 1.411974e+05
1.401811e+02 1.337154e+05
1.429910e+02 1.265717e+05
1.458573e+02 1.198380e+05
1.487810e+02 1.135600e+05
1.517633e+02 1.075226e+05
1.548053e+02 1.017165e+05
1.579084e+02 9.632228e+04
1.610737e+02 9.106871e+04
1.643024e+02 8.610523e+04
1.675958e+02 8.148549e+04
1.709552e+02 7.713769e+04
1.743820e+02 7.312267e+04
1.778775e+02 6.926879e+04
1.814430e+02 6.558757e+04
1.850801e+02 6.210500e+04
1.887900e+02 5.882566e+04
1.925743e+02 5.571321e+04
1.964344e+02 5.278977e+04
2.003719e+02 4.996934e+04
2.043883e+02 4.732303e+04
2.084853e+02 4.481660e+04
2.126644e+02 4.244265e+04
2.169272e+02 4.020055e+04
2.212755e+02 3.810352e+04
2.257109e+02 3.608684e+04
2.302353e+02 3.414160e+04
2.348503e+02 3.232183e+04
2.395579e+02 3.057220e+04
2.443598e+02 2.889772e+04
2.492580e+02 2.734662e+04
2.542544e+02 2.592609e+04
2.593509e+02 2.455389e+04
2.645495e+02 2.328617e+04
2.698524e+02 2.207181e+04
2.752616e+02 2.090724e+04
2.807792e+02 1.983127e+04
2.864074e+02 1.879448e+04
2.921484e+02 1.782318e+04
2.980045e+02 1.688591e+04
3.039780e+02 1.601495e+04
3.100712e+02 1.518782e+04
3.162865e+02 1.437142e+04
3.226265e+02 1.357929e+04
3.290935e+02 1.289688e+04
3.356901e+02 1.221983e+04
3.424190e+02 1.157541e+04
3.492828e+02 1.095382e+04
3.562841e+02 1.036575e+04
3.634258e+02 9.805522e+03
3.707107e+02 9.279546e+03
3.781415e+02 8.781986e+03
3.857213e+02 8.318088e+03
3.934531e+02 7.881102e+03
4.013398e+02 7.457704e+03
4.093847e+02 7.058536e+03
4.175907e+02 6.689340e+03
4.259613e+02 6.325052e+03
4.344997e+02 5.995059e+03
4.432092e+02 5.675908e+03
4.520933e+02 5.373676e+03
4.611555e+02 5.097196e+03
4.703993e+02 4.828566e+03
4.798284e+02 4.574041e+03
4.894465e+02 4.332881e+03
4.992574e+02 4.102948e+03
5.092650e+02 3.878039e+03
5.194732e+02 3.662019e+03
5.298860e+02 3.468430e+03
5.405075e+02 3.289927e+03
5.513420e+02 3.111268e+03
5.623936e+02 2.943833e+03
5.736667e+02 2.788229e+03
5.851658e+02 2.640791e+03
5.968954e+02 2.497181e+03
6.088601e+02 2.359119e+03
6.210647e+02 2.230233e+03
6.335139e+02 2.111456e+03
6.462126e+02 1.999410e+03
6.591659e+02 1.894745e+03
6.723788e+02 1.795514e+03
6.858566e+02 1.700654e+03
6.996046e+02 1.608012e+03
7.136281e+02 1.519254e+03
7.279327e+02 1.435315e+03
7.425240e+02 1.355935e+03
7.574079e+02 1.280870e+03
7.725901e+02 1.209898e+03
7.880766e+02 1.142986e+03
8.038735e+02 1.079923e+03
8.199871e+02 1.020935e+03
8.364237e+02 9.647201e+02
8.531897e+02 9.121316e+02
8.702918e+02 8.630309e+02
8.877368e+02 8.166955e+02
9.055314e+02 7.728202e+02
9.236827e+02 7.312753e+02
9.421978e+02 6.919380e+02
9.610841e+02 6.546918e+02
9.803490e+02 6.194267e+02
1.000000e+03 5.860784e+02
