# AUG 1972 GLE#24 - Phi_omni (spherical geometry)
# Raukunen et al. 2018
# Energy(MeV) Fluence(cm^-2*MeV^-1)
7.074559e+02 2.802362e+02
7.173175e+02 2.582135e+02
7.273165e+02 2.378873e+02
7.374549e+02 2.191294e+02
7.477346e+02 2.018212e+02
7.581576e+02 1.858528e+02
7.687260e+02 1.711225e+02
7.794416e+02 1.575362e+02
7.903066e+02 1.450068e+02
8.013230e+02 1.334537e+02
8.124930e+02 1.228024e+02
8.238187e+02 1.129839e+02
8.353023e+02 1.039344e+02
8.469460e+02 9.559477e+01
8.587519e+02 8.791059e+01
8.707225e+02 8.083135e+01
8.828599e+02 7.431040e+01
8.951665e+02 6.830462e+01
9.076446e+02 6.277415e+01
9.202967e+02 5.768214e+01
9.331251e+02 5.299457e+01
9.461324e+02 4.867997e+01
9.593209e+02 4.470929e+01
9.726934e+02 4.105569e+01
9.862522e+02 3.769438e+01
1.000000e+03 3.460248e+01
