Energy_MeV	Diff_Fluence
9.264088e+00	3.166226e+06
9.736792e+00	2.677797e+06
1.023362e+01	2.246979e+06
1.075579e+01	1.869959e+06
1.130461e+01	1.542743e+06
1.188143e+01	1.261221e+06
1.248769e+01	1.021227e+06
1.312487e+01	8.186056e+05
1.379458e+01	6.505169e+05
1.449845e+01	5.164833e+05
1.523824e+01	4.100662e+05
1.601578e+01	3.255754e+05
1.683299e+01	2.584933e+05
1.769190e+01	2.052329e+05
1.859464e+01	1.629463e+05
1.954344e+01	1.293726e+05
2.054065e+01	1.027164e+05
2.158874e+01	8.155256e+04
2.269032e+01	6.474933e+04
2.384810e+01	5.140826e+04
2.506496e+01	4.081601e+04
2.634391e+01	3.240621e+04
2.768812e+01	2.572918e+04
2.910091e+01	2.042789e+04
3.058580e+01	1.621889e+04
3.214645e+01	1.287713e+04
3.378674e+01	1.022390e+04
3.551072e+01	8.117349e+03
3.732267e+01	6.444837e+03
3.922708e+01	5.116931e+03
4.122865e+01	4.062630e+03
4.333236e+01	3.225558e+03
4.554341e+01	2.560959e+03
4.786728e+01	2.033294e+03
5.030973e+01	1.614351e+03
5.287681e+01	1.281727e+03
5.557487e+01	1.017638e+03
5.841060e+01	8.079619e+02
6.139102e+01	6.414880e+02
6.452353e+01	5.093147e+02
6.781586e+01	4.043746e+02
7.127620e+01	3.210566e+02
7.491309e+01	2.549055e+02
7.873557e+01	2.023843e+02
8.275308e+01	1.606847e+02
8.697559e+01	1.275769e+02
9.141356e+01	1.012908e+02
9.607797e+01	8.042064e+01
1.009804e+02	6.385063e+01
1.061330e+02	5.069474e+01
1.115484e+02	4.024950e+01
1.172402e+02	3.195643e+01
1.232225e+02	2.537207e+01
1.295099e+02	2.014436e+01
1.361182e+02	1.599378e+01
1.430637e+02	1.269840e+01
1.503636e+02	1.008200e+01
1.580360e+02	8.004684e+00
1.660998e+02	6.355385e+00
1.745751e+02	5.045910e+00
1.834829e+02	4.006242e+00
1.928452e+02	3.180789e+00
2.026852e+02	2.525414e+00
2.130273e+02	2.005073e+00
2.238971e+02	1.591944e+00
2.353216e+02	1.263937e+00
2.473289e+02	1.003513e+00
2.599490e+02	7.967477e-01
2.732130e+02	6.325844e-01
2.871538e+02	5.022456e-01
3.018059e+02	3.987620e-01
3.172057e+02	3.166004e-01
3.333913e+02	2.513675e-01
3.504027e+02	1.995753e-01
3.682821e+02	1.584545e-01
3.870739e+02	1.258062e-01
4.068245e+02	9.988489e-02
4.275829e+02	7.930443e-02
4.494005e+02	6.296441e-02
4.723313e+02	4.999111e-02
4.964322e+02	3.969086e-02
5.217629e+02	3.151288e-02
5.483860e+02	2.501991e-02
5.763676e+02	1.986477e-02
6.057770e+02	1.577179e-02
6.366871e+02	1.252215e-02
6.691743e+02	9.942061e-03
7.033192e+02	7.893582e-03
7.392063e+02	6.267174e-03
7.769246e+02	4.975875e-03
8.165675e+02	3.950637e-03
8.582332e+02	3.136641e-03
9.020249e+02	2.490362e-03
9.480511e+02	1.977243e-03
9.964258e+02	1.569849e-03
1.047269e+03	1.246394e-03
1.100706e+03	9.895850e-04
1.156870e+03	7.856891e-04
1.215900e+03	6.238044e-04
1.277942e+03	4.952746e-04
1.343149e+03	3.932274e-04
1.411684e+03	3.122061e-04
1.483716e+03	2.478786e-04
1.559423e+03	1.968053e-04
1.638993e+03	1.562552e-04
1.722623e+03	1.240601e-04
1.810521e+03	9.849853e-05
1.902904e+03	7.820372e-05
2.000000e+03	6.209049e-05
