Energy_MeV	Diff_Fluence
1.000000e-01	5.721923e+09
1.051025e-01	5.376620e+09
1.104654e-01	5.052116e+09
1.161020e-01	4.747159e+09
1.220261e-01	4.460574e+09
1.282526e-01	4.191252e+09
1.347967e-01	3.938155e+09
1.416748e-01	3.700306e+09
1.489038e-01	3.476786e+09
1.565017e-01	3.266733e+09
1.644872e-01	3.069336e+09
1.728802e-01	2.883833e+09
1.817015e-01	2.709507e+09
1.909729e-01	2.545686e+09
2.007174e-01	2.391737e+09
2.109591e-01	2.247065e+09
2.217234e-01	2.111112e+09
2.330369e-01	1.983352e+09
2.449277e-01	1.863293e+09
2.574252e-01	1.750471e+09
2.705605e-01	1.644450e+09
2.843659e-01	1.544819e+09
2.988758e-01	1.451195e+09
3.141261e-01	1.363216e+09
3.301545e-01	1.280542e+09
3.470007e-01	1.202853e+09
3.647066e-01	1.129848e+09
3.833159e-01	1.061247e+09
4.028748e-01	9.967835e+08
4.234316e-01	9.362084e+08
4.450374e-01	8.792876e+08
4.677456e-01	8.258010e+08
4.916125e-01	7.755418e+08
5.166972e-01	7.283156e+08
5.430619e-01	6.839397e+08
5.707719e-01	6.422424e+08
5.998957e-01	6.030624e+08
6.305057e-01	5.662480e+08
6.626775e-01	5.316568e+08
6.964909e-01	4.991549e+08
7.320296e-01	4.686163e+08
7.693817e-01	4.399229e+08
8.086397e-01	4.129634e+08
8.499009e-01	3.876334e+08
8.932674e-01	3.638348e+08
9.388468e-01	3.414753e+08
9.867518e-01	3.204681e+08
1.037101e+00	3.007319e+08
1.090020e+00	2.821900e+08
1.145638e+00	2.647705e+08
1.204095e+00	2.484057e+08
1.265535e+00	2.330322e+08
1.330109e+00	2.185901e+08
1.397978e+00	2.050234e+08
1.469311e+00	1.922793e+08
1.544283e+00	1.803082e+08
1.623081e+00	1.690636e+08
1.705899e+00	1.585017e+08
1.792943e+00	1.485813e+08
1.884429e+00	1.392638e+08
1.980583e+00	1.305128e+08
2.081643e+00	1.222942e+08
2.187859e+00	1.145760e+08
2.299496e+00	1.073279e+08
2.416828e+00	1.005216e+08
2.540148e+00	9.413056e+07
2.669760e+00	8.812967e+07
2.805986e+00	8.249544e+07
2.949162e+00	7.720578e+07
3.099645e+00	7.223991e+07
3.257805e+00	6.757832e+07
3.424036e+00	6.320268e+07
3.598749e+00	5.909575e+07
3.782377e+00	5.524133e+07
3.975374e+00	5.162421e+07
4.178219e+00	4.823010e+07
4.391414e+00	4.504555e+07
4.615488e+00	4.205793e+07
4.850995e+00	3.925538e+07
5.098519e+00	3.662676e+07
5.358673e+00	3.416157e+07
5.632102e+00	3.184999e+07
5.919482e+00	2.968275e+07
6.221526e+00	2.765116e+07
6.538982e+00	2.574706e+07
6.872636e+00	2.396276e+07
7.223315e+00	2.229105e+07
7.591888e+00	2.072516e+07
7.979267e+00	1.925871e+07
8.386413e+00	1.788571e+07
8.814333e+00	1.660055e+07
9.264088e+00	1.539793e+07
9.736792e+00	1.427288e+07
1.023362e+01	1.322074e+07
1.075579e+01	1.223712e+07
1.130461e+01	1.131789e+07
1.188143e+01	1.045917e+07
1.248769e+01	9.657314e+06
1.312487e+01	8.908900e+06
1.379458e+01	8.210703e+06
1.449845e+01	7.559693e+06
1.523824e+01	6.953019e+06
1.601578e+01	6.388000e+06
1.683299e+01	5.862115e+06
1.769190e+01	5.372990e+06
1.859464e+01	4.918391e+06
1.954344e+01	4.496216e+06
2.054065e+01	4.104484e+06
2.158874e+01	3.741330e+06
2.269032e+01	3.404996e+06
2.384810e+01	3.093825e+06
2.506496e+01	2.806257e+06
2.634391e+01	2.540816e+06
2.768812e+01	2.296112e+06
2.910091e+01	2.070832e+06
3.058580e+01	1.863736e+06
3.214645e+01	1.673651e+06
3.378674e+01	1.499470e+06
3.551072e+01	1.340144e+06
3.732267e+01	1.194680e+06
3.922708e+01	1.062140e+06
4.122865e+01	9.416340e+05
4.333236e+01	8.323193e+05
4.554341e+01	7.333973e+05
4.786728e+01	6.441111e+05
5.030973e+01	5.637436e+05
5.287681e+01	4.916151e+05
5.557487e+01	4.270818e+05
5.841060e+01	3.695341e+05
6.139102e+01	3.183955e+05
6.452353e+01	2.731207e+05
6.781586e+01	2.331951e+05
7.127620e+01	1.981336e+05
7.491309e+01	1.675753e+05
7.873557e+01	1.416231e+05
8.275308e+01	1.196900e+05
8.697559e+01	1.011537e+05
9.141356e+01	8.548814e+04
9.607797e+01	7.224866e+04
1.009804e+02	6.105957e+04
1.061330e+02	5.160333e+04
1.115484e+02	4.361156e+04
1.172402e+02	3.685748e+04
1.232225e+02	3.114939e+04
1.295099e+02	2.632531e+04
1.361182e+02	2.224833e+04
1.430637e+02	1.880275e+04
1.503636e+02	1.589079e+04
1.580360e+02	1.342979e+04
1.660998e+02	1.134993e+04
1.745751e+02	9.592178e+03
1.834829e+02	8.106646e+03
1.928452e+02	6.851176e+03
2.026852e+02	5.790140e+03
2.130273e+02	4.893426e+03
2.238971e+02	4.135585e+03
2.353216e+02	3.495111e+03
2.473289e+02	2.953826e+03
2.599490e+02	2.496369e+03
2.732130e+02	2.109759e+03
2.871538e+02	1.783022e+03
3.018059e+02	1.506887e+03
3.172057e+02	1.273517e+03
3.333913e+02	1.076288e+03
3.504027e+02	9.096045e+02
3.682821e+02	7.687348e+02
3.870739e+02	6.496815e+02
4.068245e+02	5.490659e+02
4.275829e+02	4.640325e+02
4.494005e+02	3.921682e+02
4.723313e+02	3.314334e+02
4.964322e+02	2.801046e+02
5.217629e+02	2.367250e+02
5.483860e+02	2.000636e+02
5.763676e+02	1.690799e+02
