Energy_MeV	Diff_Fluence
6.057770e+02	1.428947e+02
6.366871e+02	1.207647e+02
6.691743e+02	1.020620e+02
7.033192e+02	8.625572e+01
7.392063e+02	7.289737e+01
7.769246e+02	6.160782e+01
8.165675e+02	5.206667e+01
8.582332e+02	4.400315e+01
9.020249e+02	3.718842e+01
9.480511e+02	3.142908e+01
9.964258e+02	2.656168e+01
1.047269e+03	2.244810e+01
1.100706e+03	1.897158e+01
1.156870e+03	1.603347e+01
1.215900e+03	1.355038e+01
1.277942e+03	1.145184e+01
1.343149e+03	9.678305e+00
1.411684e+03	8.179434e+00
1.483716e+03	6.912692e+00
1.559423e+03	5.842129e+00
1.638993e+03	4.937364e+00
1.722623e+03	4.172718e+00
1.810521e+03	3.526493e+00
1.902904e+03	2.980348e+00
2.000000e+03	2.518784e+00
