# Energy(MeV) Sferica_Fluence(cm^-2*MeV^-1)
1.005037e+01 7.708409e+06
1.020464e+01 7.474420e+06
1.036127e+01 7.245708e+06
1.052030e+01 7.025132e+06
1.068177e+01 6.812582e+06
1.084573e+01 6.606013e+06
1.101220e+01 6.402112e+06
1.118122e+01 6.209202e+06
1.135284e+01 6.021203e+06
1.152709e+01 5.841873e+06
1.170402e+01 5.664058e+06
1.188367e+01 5.491722e+06
1.206607e+01 5.324221e+06
1.225127e+01 5.160663e+06
1.243931e+01 5.004855e+06
1.263024e+01 4.852034e+06
1.282410e+01 4.704403e+06
1.302094e+01 4.560045e+06
1.322079e+01 4.421241e+06
1.342372e+01 4.287978e+06
1.362976e+01 4.158435e+06
1.383896e+01 4.032233e+06
1.405137e+01 3.906337e+06
1.426704e+01 3.786622e+06
1.448602e+01 3.673076e+06
1.470837e+01 3.560715e+06
1.493413e+01 3.451881e+06
1.516335e+01 3.347155e+06
1.539609e+01 3.246287e+06
1.563240e+01 3.146068e+06
1.587234e+01 3.051299e+06
1.611596e+01 2.959785e+06
1.636332e+01 2.868347e+06
1.661448e+01 2.778827e+06
1.686950e+01 2.694983e+06
1.712842e+01 2.613255e+06
1.739133e+01 2.534623e+06
1.765826e+01 2.456799e+06
1.792930e+01 2.381524e+06
1.820449e+01 2.307558e+06
1.848391e+01 2.236228e+06
1.876762e+01 2.167272e+06
1.905568e+01 2.100485e+06
1.934816e+01 2.035377e+06
1.964514e+01 1.972620e+06
1.994667e+01 1.912226e+06
2.025283e+01 1.853600e+06
2.056368e+01 1.796790e+06
2.087931e+01 1.741064e+06
2.119979e+01 1.687974e+06
2.152518e+01 1.636063e+06
2.185557e+01 1.584977e+06
2.219102e+01 1.535783e+06
2.253163e+01 1.488050e+06
2.287747e+01 1.442416e+06
2.322861e+01 1.397430e+06
2.358514e+01 1.354217e+06
2.394715e+01 1.311067e+06
2.431471e+01 1.270516e+06
2.468791e+01 1.231322e+06
2.506685e+01 1.192586e+06
2.545159e+01 1.155305e+06
2.584225e+01 1.118629e+06
2.623890e+01 1.083820e+06
2.664163e+01 1.049695e+06
2.705055e+01 1.016271e+06
2.746575e+01 9.843088e+05
2.788732e+01 9.534180e+05
2.831535e+01 9.234292e+05
2.874996e+01 8.943593e+05
2.919124e+01 8.663445e+05
2.963930e+01 8.390718e+05
3.009423e+01 8.125825e+05
3.055614e+01 7.866794e+05
3.102514e+01 7.615940e+05
3.150134e+01 7.372910e+05
3.198485e+01 7.137916e+05
3.247578e+01 6.911648e+05
3.297425e+01 6.688150e+05
3.348037e+01 6.475901e+05
3.399425e+01 6.270078e+05
3.451603e+01 6.070966e+05
3.504581e+01 5.876274e+05
3.558372e+01 5.687716e+05
3.612989e+01 5.506531e+05
3.668444e+01 5.330097e+05
3.724751e+01 5.159404e+05
3.781922e+01 4.992383e+05
3.839970e+01 4.831212e+05
3.898909e+01 4.674200e+05
3.958753e+01 4.519534e+05
4.019515e+01 4.371931e+05
4.081210e+01 4.228558e+05
4.143852e+01 4.088990e+05
4.207456e+01 3.955446e+05
4.272035e+01 3.825817e+05
4.337606e+01 3.700289e+05
4.404184e+01 3.579516e+05
4.471783e+01 3.461495e+05
4.540420e+01 3.348528e+05
4.610110e+01 3.238341e+05
4.680870e+01 3.132125e+05
4.752716e+01 3.028625e+05
4.825665e+01 2.929708e+05
4.899734e+01 2.835067e+05
4.974939e+01 2.742005e+05
5.051299e+01 2.649089e+05
5.128830e+01 2.560556e+05
5.207552e+01 2.474839e+05
5.287482e+01 2.393004e+05
5.368639e+01 2.313469e+05
5.451042e+01 2.235957e+05
5.534709e+01 2.159632e+05
5.619661e+01 2.088034e+05
5.705916e+01 2.016602e+05
5.793495e+01 1.948305e+05
5.882419e+01 1.882575e+05
5.972707e+01 1.819186e+05
6.064382e+01 1.756213e+05
6.157463e+01 1.697100e+05
6.251973e+01 1.640244e+05
6.347934e+01 1.584048e+05
6.445368e+01 1.530851e+05
6.544297e+01 1.478648e+05
6.644744e+01 1.428128e+05
6.746734e+01 1.379210e+05
6.850288e+01 1.332265e+05
6.955433e+01 1.286237e+05
7.062191e+01 1.242313e+05
7.170587e+01 1.199082e+05
7.280648e+01 1.157106e+05
7.392398e+01 1.117081e+05
7.505862e+01 1.078253e+05
7.621069e+01 1.040078e+05
7.738044e+01 1.003910e+05
7.856814e+01 9.694710e+04
7.977407e+01 9.351946e+04
8.099851e+01 9.022099e+04
8.224175e+01 8.695680e+04
8.350407e+01 8.386726e+04
8.478576e+01 8.086844e+04
8.608713e+01 7.795197e+04
8.740847e+01 7.514727e+04
8.875009e+01 7.246998e+04
9.011230e+01 6.985670e+04
9.149543e+01 6.735125e+04
9.289978e+01 6.493928e+04
9.432568e+01 6.256639e+04
9.577348e+01 6.025510e+04
9.724349e+01 5.808504e+04
9.873607e+01 5.599140e+04
1.002516e+02 5.394463e+04
1.017903e+02 5.197911e+04
1.033527e+02 5.004951e+04
1.049390e+02 4.821906e+04
1.065497e+02 4.646045e+04
1.081851e+02 4.472554e+04
1.098457e+02 4.308212e+04
1.115317e+02 4.147819e+04
1.132435e+02 3.992587e+04
1.149817e+02 3.845416e+04
1.167465e+02 3.697193e+04
1.185385e+02 3.555267e+04
1.203579e+02 3.417370e+04
1.222053e+02 3.287318e+04
1.240810e+02 3.163394e+04
1.259855e+02 3.046217e+04
1.279192e+02 2.932207e+04
1.298826e+02 2.820990e+04
1.318762e+02 2.716126e+04
1.339003e+02 2.612226e+04
1.359555e+02 2.511987e+04
1.380423e+02 2.413803e+04
1.401611e+02 2.320661e+04
1.423124e+02 2.228932e+04
1.444968e+02 2.140404e+04
1.467146e+02 2.055986e+04
1.489665e+02 1.975687e+04
1.512530e+02 1.894635e+04
1.535746e+02 1.820469e+04
1.559317e+02 1.747847e+04
1.583251e+02 1.677707e+04
1.607552e+02 1.611500e+04
1.632226e+02 1.547803e+04
1.657279e+02 1.488024e+04
1.682717e+02 1.428741e+04
1.708544e+02 1.371912e+04
1.734769e+02 1.316188e+04
1.761395e+02 1.263076e+04
1.788431e+02 1.211825e+04
1.815881e+02 1.162334e+04
1.843753e+02 1.114434e+04
1.872053e+02 1.068748e+04
1.900786e+02 1.025653e+04
1.929961e+02 9.841370e+03
1.959584e+02 9.423929e+03
1.989662e+02 9.023398e+03
2.020201e+02 8.646797e+03
2.051208e+02 8.284523e+03
2.082692e+02 7.935830e+03
2.114659e+02 7.597381e+03
2.147117e+02 7.266444e+03
2.180073e+02 6.944651e+03
2.213534e+02 6.642600e+03
2.247509e+02 6.348379e+03
2.282006e+02 6.064255e+03
2.317032e+02 5.803220e+03
2.352596e+02 5.534739e+03
2.388706e+02 5.292577e+03
2.425370e+02 5.067130e+03
2.462597e+02 4.845125e+03
2.500395e+02 4.626201e+03
2.538773e+02 4.414913e+03
2.577740e+02 4.208203e+03
2.617306e+02 4.009181e+03
2.657478e+02 3.827960e+03
2.698268e+02 3.652489e+03
2.739683e+02 3.485434e+03
2.781734e+02 3.328886e+03
2.824430e+02 3.167381e+03
2.867782e+02 3.020608e+03
2.911799e+02 2.881952e+03
2.956492e+02 2.748930e+03
3.001871e+02 2.623310e+03
3.047946e+02 2.497283e+03
3.094729e+02 2.377935e+03
3.142230e+02 2.261702e+03
3.190459e+02 2.151025e+03
3.239429e+02 2.044543e+03
3.289151e+02 1.942276e+03
3.339636e+02 1.848090e+03
3.390895e+02 1.754376e+03
3.442942e+02 1.664461e+03
3.495787e+02 1.579709e+03
3.549443e+02 1.498362e+03
3.603923e+02 1.420272e+03
3.659239e+02 1.349823e+03
3.715405e+02 1.279455e+03
3.772432e+02 1.213027e+03
3.830334e+02 1.150913e+03
3.889126e+02 1.088167e+03
3.948819e+02 1.028937e+03
4.009429e+02 9.740504e+02
4.070970e+02 9.208231e+02
4.133454e+02 8.702774e+02
4.196898e+02 8.242607e+02
4.261316e+02 7.806576e+02
4.326722e+02 7.372588e+02
4.393133e+02 6.963394e+02
4.460562e+02 6.574448e+02
4.529027e+02 6.202348e+02
4.598542e+02 5.841570e+02
4.669125e+02 5.503229e+02
4.740790e+02 5.212179e+02
4.813556e+02 4.911307e+02
4.887439e+02 4.615439e+02
4.962456e+02 4.340995e+02
5.038624e+02 4.082604e+02
5.115961e+02 3.833785e+02
5.194485e+02 3.598017e+02
5.274215e+02 3.378140e+02
5.355168e+02 3.172043e+02
5.437364e+02 2.974803e+02
5.520821e+02 2.788072e+02
5.605559e+02 2.604830e+02
5.691598e+02 2.432428e+02
