# Energy(MeV) Fluence_Median
1.033559e+01 1.256637e-29
1.046733e+01 1.256637e-29
1.060074e+01 1.256637e-29
1.073586e+01 1.256637e-29
1.087270e+01 1.256637e-29
1.101128e+01 1.256637e-29
1.115162e+01 1.256637e-29
1.129376e+01 1.256637e-29
1.143771e+01 1.256637e-29
1.158349e+01 1.256637e-29
1.173113e+01 1.256637e-29
1.188066e+01 1.256637e-29
1.203208e+01 1.256637e-29
1.218544e+01 1.256637e-29
1.234076e+01 1.256637e-29
1.249805e+01 1.256637e-29
1.265735e+01 1.256637e-29
1.281868e+01 1.256637e-29
1.298206e+01 1.256637e-29
1.314753e+01 1.256637e-29
1.331510e+01 1.256637e-29
1.348482e+01 1.256637e-29
1.365669e+01 1.256637e-29
1.383076e+01 1.256637e-29
1.400704e+01 1.256637e-29
1.418557e+01 1.256637e-29
1.436638e+01 1.256637e-29
1.454949e+01 1.256637e-29
1.473493e+01 1.256637e-29
1.492274e+01 1.256637e-29
1.511294e+01 1.256637e-29
1.530557e+01 1.256637e-29
1.550065e+01 1.256637e-29
1.569822e+01 1.256637e-29
1.589831e+01 1.256637e-29
1.610095e+01 1.256637e-29
1.630616e+01 1.256637e-29
1.651400e+01 1.256637e-29
1.672448e+01 1.256637e-29
1.693765e+01 1.256637e-29
1.715354e+01 1.256637e-29
1.737217e+01 1.256637e-29
1.759359e+01 1.256637e-29
1.781784e+01 1.256637e-29
1.804494e+01 1.256637e-29
1.827494e+01 1.256637e-29
1.850787e+01 1.256637e-29
1.874377e+01 1.256637e-29
1.898267e+01 1.256637e-29
1.922462e+01 1.256637e-29
1.946965e+01 1.256637e-29
1.971781e+01 1.256637e-29
1.996913e+01 1.256637e-29
2.022365e+01 1.256637e-29
2.048142e+01 1.256637e-29
2.074247e+01 1.256637e-29
2.100685e+01 1.256637e-29
2.127460e+01 1.256637e-29
2.154576e+01 1.256637e-29
2.182038e+01 1.256637e-29
2.209850e+01 1.256637e-29
2.238016e+01 1.256637e-29
2.266542e+01 1.256637e-29
2.295430e+01 1.256637e-29
2.324688e+01 1.256637e-29
2.354318e+01 1.256637e-29
2.384325e+01 1.256637e-29
2.414715e+01 1.256637e-29
2.445493e+01 1.256637e-29
2.476663e+01 1.256637e-29
2.508230e+01 1.256637e-29
2.540199e+01 1.256637e-29
2.572576e+01 1.256637e-29
2.605366e+01 1.256637e-29
2.638573e+01 1.256637e-29
2.672204e+01 1.256637e-29
2.706263e+01 1.256637e-29
2.740757e+01 1.256637e-29
2.775690e+01 1.256637e-29
2.811069e+01 1.256637e-29
2.846898e+01 1.256637e-29
2.883184e+01 1.256637e-29
2.919932e+01 1.256637e-29
2.957149e+01 1.256637e-29
2.994841e+01 1.256637e-29
3.033012e+01 1.256637e-29
3.071671e+01 1.256637e-29
3.110821e+01 1.256637e-29
3.150471e+01 1.256637e-29
3.190627e+01 1.256637e-29
3.231294e+01 1.256637e-29
3.272479e+01 1.256637e-29
3.314190e+01 1.256637e-29
3.356432e+01 1.256637e-29
3.399212e+01 1.256637e-29
3.442538e+01 1.256637e-29
3.486416e+01 1.256637e-29
3.530853e+01 1.256637e-29
3.575857e+01 1.256637e-29
3.621434e+01 1.256637e-29
3.667592e+01 1.256637e-29
3.714338e+01 1.256637e-29
3.761681e+01 1.256637e-29
3.809626e+01 1.256637e-29
3.858183e+01 1.256637e-29
3.907359e+01 1.256637e-29
3.957161e+01 1.256637e-29
4.007598e+01 1.256637e-29
4.058679e+01 1.256637e-29
4.110410e+01 1.256637e-29
4.162800e+01 1.256637e-29
4.215858e+01 1.256637e-29
4.269593e+01 1.256637e-29
4.324012e+01 1.256637e-29
4.379126e+01 1.256637e-29
4.434941e+01 1.256637e-29
4.491468e+01 1.256637e-29
4.548715e+01 1.256637e-29
4.606692e+01 1.256637e-29
4.665408e+01 1.256637e-29
4.724873e+01 1.256637e-29
4.785095e+01 1.256637e-29
4.846085e+01 1.256637e-29
4.907852e+01 1.256637e-29
4.970407e+01 1.256637e-29
5.033759e+01 1.256637e-29
5.097918e+01 1.256637e-29
5.162895e+01 1.256637e-29
5.228701e+01 1.256637e-29
5.295345e+01 1.256637e-29
5.362838e+01 1.256637e-29
5.431192e+01 1.256637e-29
5.500417e+01 1.256637e-29
5.570524e+01 1.256637e-29
5.641525e+01 1.256637e-29
5.713431e+01 1.256637e-29
5.786253e+01 1.256637e-29
5.860004e+01 1.256637e-29
5.934694e+01 1.256637e-29
6.010337e+01 1.256637e-29
6.086943e+01 1.256637e-29
6.164526e+01 1.256637e-29
6.243098e+01 1.256637e-29
6.322671e+01 1.256637e-29
6.403259e+01 1.256637e-29
6.484874e+01 1.256637e-29
6.567529e+01 1.256637e-29
6.651237e+01 1.256637e-29
6.736013e+01 1.256637e-29
6.821869e+01 1.256637e-29
6.908819e+01 1.256637e-29
6.996877e+01 1.256637e-29
7.086058e+01 1.256637e-29
7.176376e+01 1.256637e-29
7.267845e+01 1.256637e-29
7.360479e+01 1.256637e-29
7.454294e+01 1.256637e-29
7.549305e+01 1.256637e-29
7.645527e+01 1.256637e-29
7.742976e+01 1.256637e-29
7.841666e+01 1.256637e-29
7.941615e+01 1.256637e-29
8.042837e+01 1.256637e-29
8.145350e+01 1.256637e-29
8.249169e+01 1.256637e-29
8.354311e+01 1.256637e-29
8.460794e+01 1.256637e-29
8.568633e+01 1.256637e-29
8.677847e+01 1.256637e-29
8.788454e+01 1.256637e-29
8.900470e+01 1.256637e-29
9.013913e+01 1.256637e-29
9.128803e+01 1.256637e-29
9.245157e+01 1.256637e-29
9.362994e+01 1.256637e-29
9.482333e+01 1.256637e-29
9.603193e+01 1.256637e-29
9.725594e+01 1.256637e-29
9.849554e+01 1.256637e-29
9.975095e+01 1.256637e-29
1.010224e+02 1.256637e-29
1.023100e+02 1.256637e-29
1.036140e+02 1.256637e-29
1.049346e+02 1.256637e-29
1.062721e+02 1.256637e-29
1.076266e+02 1.256637e-29
1.089984e+02 1.256637e-29
1.103877e+02 1.256637e-29
1.117947e+02 1.256637e-29
1.132196e+02 1.256637e-29
1.146627e+02 1.256637e-29
1.161241e+02 1.256637e-29
1.176042e+02 1.256637e-29
1.191032e+02 1.256637e-29
1.206213e+02 1.256637e-29
1.221587e+02 1.256637e-29
1.237157e+02 1.256637e-29
1.252925e+02 1.256637e-29
1.268895e+02 1.256637e-29
1.285068e+02 1.256637e-29
1.301447e+02 1.256637e-29
1.318035e+02 1.256637e-29
1.334835e+02 1.256637e-29
1.351848e+02 1.256637e-29
1.369079e+02 1.256637e-29
1.386529e+02 1.256637e-29
1.404201e+02 1.256637e-29
1.422099e+02 1.256637e-29
1.440225e+02 1.256637e-29
1.458582e+02 1.256637e-29
1.477172e+02 1.256637e-29
1.496000e+02 1.256637e-29
1.515068e+02 1.256637e-29
1.534379e+02 1.256637e-29
1.553935e+02 1.256637e-29
1.573742e+02 1.256637e-29
1.593800e+02 1.256637e-29
1.614115e+02 1.256637e-29
1.634688e+02 1.256637e-29
1.655523e+02 1.256637e-29
1.676624e+02 1.256637e-29
1.697994e+02 1.256637e-29
1.719636e+02 1.256637e-29
1.741555e+02 1.256637e-29
1.763752e+02 1.256637e-29
1.786233e+02 1.256637e-29
1.809000e+02 1.256637e-29
1.832057e+02 1.256637e-29
1.855408e+02 1.256637e-29
1.879056e+02 1.256637e-29
1.903007e+02 1.256637e-29
1.927262e+02 1.256637e-29
1.951826e+02 1.256637e-29
1.976704e+02 1.256637e-29
2.001899e+02 1.256637e-29
2.027415e+02 1.256637e-29
2.053256e+02 1.256637e-29
2.079426e+02 1.256637e-29
2.105930e+02 1.256637e-29
2.132772e+02 1.256637e-29
2.159956e+02 1.256637e-29
2.187486e+02 1.256637e-29
2.215367e+02 1.256637e-29
2.243604e+02 1.256637e-29
2.272201e+02 1.256637e-29
2.301162e+02 1.256637e-29
2.330492e+02 1.256637e-29
2.360196e+02 1.256637e-29
2.390278e+02 1.256637e-29
2.420744e+02 1.256637e-29
2.451599e+02 1.256637e-29
2.482846e+02 1.256637e-29
2.514492e+02 1.256637e-29
2.546542e+02 1.256637e-29
2.578999e+02 1.256637e-29
2.611871e+02 1.256637e-29
2.645161e+02 1.256637e-29
2.678876e+02 1.256637e-29
2.713020e+02 1.256637e-29
2.747600e+02 1.256637e-29
2.782620e+02 1.256637e-29
2.818087e+02 1.256637e-29
2.854006e+02 1.256637e-29
2.890383e+02 1.256637e-29
2.927223e+02 1.256637e-29
2.964533e+02 1.256637e-29
3.002318e+02 1.256637e-29
3.040585e+02 1.256637e-29
3.079340e+02 1.256637e-29
3.118588e+02 1.256637e-29
3.158337e+02 1.256637e-29
3.198593e+02 1.256637e-29
3.239362e+02 1.256637e-29
3.280650e+02 1.256637e-29
3.322464e+02 1.256637e-29
3.364812e+02 1.256637e-29
3.407699e+02 1.256637e-29
3.451133e+02 1.256637e-29
3.495121e+02 1.256637e-29
3.539669e+02 1.256637e-29
3.584785e+02 1.256637e-29
3.630476e+02 1.256637e-29
3.676749e+02 1.256637e-29
3.723612e+02 1.256637e-29
3.771073e+02 1.256637e-29
3.819138e+02 1.256637e-29
3.867816e+02 1.256637e-29
3.917114e+02 1.256637e-29
3.967041e+02 1.256637e-29
4.017604e+02 1.256637e-29
4.068812e+02 1.256637e-29
4.120672e+02 1.256637e-29
4.173194e+02 1.256637e-29
4.226384e+02 1.256637e-29
4.280253e+02 1.256637e-29
4.334808e+02 1.256637e-29
4.390059e+02 1.256637e-29
4.446014e+02 1.256637e-29
4.502682e+02 1.256637e-29
4.560072e+02 1.256637e-29
4.618194e+02 1.256637e-29
4.677057e+02 1.256637e-29
4.736670e+02 1.256637e-29
4.797042e+02 1.256637e-29
4.858185e+02 1.256637e-29
4.920106e+02 1.256637e-29
4.982817e+02 1.256637e-29
5.046327e+02 1.256637e-29
5.110646e+02 1.256637e-29
5.175786e+02 1.256637e-29
5.241755e+02 1.256637e-29
5.308566e+02 1.256637e-29
5.376228e+02 1.256637e-29
5.444752e+02 1.256637e-29
5.514150e+02 1.256637e-29
5.584432e+02 1.256637e-29
5.655610e+02 1.256637e-29
5.727696e+02 1.256637e-29
5.800700e+02 1.256637e-29
5.874635e+02 1.256637e-29
5.949511e+02 1.256637e-29
6.025343e+02 1.256637e-29
6.102141e+02 1.256637e-29
6.179917e+02 1.256637e-29
6.258686e+02 1.256637e-29
6.338458e+02 1.256637e-29
6.419246e+02 1.256637e-29
6.501065e+02 1.256637e-29
6.583926e+02 1.256637e-29
6.667844e+02 1.256637e-29
6.752831e+02 1.256637e-29
6.838901e+02 1.256637e-29
6.926068e+02 1.256637e-29
7.014347e+02 1.256637e-29
7.103750e+02 1.256637e-29
7.194293e+02 1.256637e-29
7.285991e+02 1.256637e-29
7.378856e+02 1.256637e-29
7.472906e+02 1.256637e-29
7.568154e+02 1.256637e-29
7.664616e+02 1.256637e-29
7.762308e+02 1.256637e-29
7.861245e+02 1.256637e-29
7.961443e+02 1.256637e-29
8.062918e+02 1.256637e-29
8.165687e+02 1.256637e-29
8.269765e+02 1.256637e-29
8.375170e+02 1.256637e-29
8.481918e+02 1.256637e-29
8.590027e+02 1.256637e-29
8.699514e+02 1.256637e-29
8.810396e+02 1.256637e-29
8.922692e+02 1.256637e-29
9.036419e+02 1.256637e-29
9.151595e+02 1.256637e-29
9.268240e+02 1.256637e-29
9.386371e+02 1.256637e-29
9.506008e+02 1.256637e-29
9.627170e+02 1.256637e-29
9.749876e+02 1.256637e-29
9.874146e+02 1.256637e-29
1.000000e+03 1.256637e-29
