# Energy(MeV) Fluence_Omni
6.480720e+00 1.000000e-40
6.601449e+00 1.000000e-40
6.724427e+00 1.000000e-40
6.849697e+00 1.000000e-40
6.977300e+00 1.000000e-40
7.107280e+00 1.000000e-40
7.239681e+00 1.000000e-40
7.374549e+00 1.000000e-40
7.511929e+00 1.000000e-40
7.651869e+00 1.000000e-40
7.794416e+00 1.000000e-40
7.939618e+00 1.000000e-40
8.087525e+00 1.000000e-40
8.238187e+00 1.000000e-40
8.391656e+00 1.000000e-40
8.547985e+00 1.000000e-40
8.707225e+00 1.000000e-40
8.869432e+00 1.000000e-40
9.034660e+00 1.000000e-40
9.202967e+00 1.000000e-40
9.374409e+00 1.000000e-40
9.549045e+00 1.000000e-40
9.726934e+00 1.000000e-40
9.908137e+00 1.000000e-40
1.009272e+01 1.000000e-40
1.028073e+01 1.000000e-40
1.047225e+01 1.000000e-40
1.066734e+01 1.000000e-40
1.086606e+01 1.000000e-40
1.106848e+01 1.000000e-40
1.127468e+01 1.000000e-40
1.148472e+01 1.000000e-40
1.169866e+01 1.000000e-40
1.191660e+01 1.000000e-40
1.213859e+01 1.000000e-40
1.236472e+01 1.000000e-40
1.259506e+01 1.000000e-40
1.282970e+01 1.000000e-40
1.306870e+01 1.000000e-40
1.331216e+01 1.000000e-40
1.356015e+01 1.000000e-40
1.381276e+01 1.000000e-40
1.407008e+01 1.000000e-40
1.433219e+01 1.000000e-40
1.459919e+01 1.000000e-40
1.487115e+01 1.000000e-40
1.514819e+01 1.000000e-40
1.543038e+01 1.000000e-40
1.571784e+01 1.000000e-40
1.601064e+01 1.000000e-40
1.630891e+01 1.000000e-40
1.661273e+01 1.000000e-40
1.692220e+01 1.000000e-40
1.723745e+01 1.000000e-40
1.755856e+01 1.000000e-40
1.788566e+01 1.000000e-40
1.821885e+01 1.000000e-40
1.855825e+01 1.000000e-40
1.890397e+01 1.000000e-40
1.925614e+01 1.000000e-40
1.961486e+01 1.000000e-40
1.998026e+01 1.000000e-40
2.035248e+01 1.000000e-40
2.073162e+01 1.000000e-40
2.111783e+01 1.000000e-40
2.151123e+01 1.000000e-40
2.191197e+01 1.000000e-40
2.232016e+01 1.000000e-40
2.273597e+01 1.000000e-40
2.315951e+01 1.000000e-40
2.359095e+01 1.000000e-40
2.403043e+01 1.000000e-40
2.447809e+01 1.000000e-40
2.493409e+01 1.000000e-40
2.539859e+01 1.000000e-40
2.587174e+01 1.000000e-40
2.635371e+01 1.000000e-40
2.684465e+01 1.000000e-40
2.734474e+01 1.000000e-40
2.785414e+01 1.000000e-40
2.837304e+01 1.000000e-40
2.890160e+01 1.000000e-40
2.944000e+01 1.000000e-40
2.998844e+01 1.000000e-40
3.054710e+01 1.000000e-40
3.111616e+01 1.000000e-40
3.169582e+01 1.000000e-40
3.228628e+01 1.000000e-40
3.288774e+01 1.000000e-40
3.350041e+01 1.000000e-40
3.412449e+01 1.000000e-40
3.476019e+01 1.000000e-40
3.540774e+01 1.000000e-40
3.606735e+01 1.000000e-40
3.673925e+01 1.000000e-40
3.742366e+01 1.000000e-40
3.812083e+01 1.000000e-40
3.883098e+01 1.000000e-40
3.955436e+01 1.000000e-40
4.029122e+01 1.000000e-40
4.104181e+01 1.000000e-40
4.180637e+01 1.000000e-40
4.258518e+01 1.000000e-40
4.337850e+01 1.000000e-40
4.418660e+01 1.000000e-40
4.500975e+01 1.000000e-40
4.584824e+01 1.000000e-40
4.670234e+01 1.000000e-40
4.757236e+01 1.000000e-40
4.845859e+01 1.000000e-40
4.936132e+01 1.000000e-40
5.028087e+01 1.000000e-40
5.121755e+01 1.000000e-40
5.217169e+01 1.000000e-40
5.314359e+01 1.000000e-40
5.413360e+01 1.000000e-40
5.514206e+01 1.000000e-40
5.616930e+01 1.000000e-40
5.721568e+01 1.000000e-40
5.828155e+01 1.000000e-40
5.936727e+01 1.000000e-40
6.047322e+01 1.000000e-40
6.159978e+01 1.000000e-40
6.274732e+01 1.000000e-40
6.391624e+01 1.000000e-40
6.510694e+01 1.000000e-40
6.631981e+01 1.000000e-40
6.755528e+01 1.000000e-40
6.881377e+01 1.000000e-40
7.009570e+01 1.000000e-40
7.140151e+01 1.000000e-40
7.273165e+01 1.000000e-40
7.408657e+01 1.000000e-40
7.546673e+01 1.000000e-40
7.687260e+01 1.000000e-40
7.830465e+01 1.000000e-40
7.976339e+01 1.000000e-40
8.124930e+01 1.000000e-40
8.276289e+01 1.000000e-40
8.430468e+01 1.000000e-40
8.587519e+01 1.000000e-40
8.747496e+01 1.000000e-40
8.910453e+01 1.000000e-40
9.076446e+01 1.000000e-40
9.245531e+01 1.000000e-40
9.417766e+01 1.000000e-40
9.593209e+01 1.000000e-40
9.771921e+01 1.000000e-40
9.953962e+01 1.000000e-40
1.013939e+02 1.000000e-40
1.032828e+02 1.000000e-40
1.052069e+02 1.000000e-40
1.071668e+02 1.000000e-40
1.091632e+02 1.000000e-40
1.111968e+02 1.000000e-40
1.132683e+02 1.000000e-40
1.153783e+02 1.000000e-40
1.175277e+02 1.000000e-40
1.197171e+02 1.000000e-40
1.219473e+02 1.000000e-40
1.242191e+02 1.000000e-40
1.265332e+02 1.000000e-40
1.288904e+02 1.000000e-40
1.312915e+02 1.000000e-40
1.337373e+02 1.000000e-40
1.362287e+02 1.000000e-40
1.387665e+02 1.000000e-40
1.413516e+02 1.000000e-40
1.439848e+02 1.000000e-40
1.466671e+02 1.000000e-40
1.493993e+02 1.000000e-40
1.521825e+02 1.000000e-40
1.550175e+02 1.000000e-40
1.579053e+02 1.000000e-40
1.608469e+02 1.000000e-40
1.638434e+02 1.000000e-40
1.668956e+02 1.000000e-40
1.700047e+02 1.000000e-40
1.731717e+02 1.000000e-40
1.763977e+02 1.000000e-40
1.796838e+02 1.000000e-40
1.830312e+02 1.000000e-40
1.864409e+02 1.000000e-40
1.899141e+02 1.000000e-40
1.934520e+02 1.000000e-40
1.970558e+02 1.000000e-40
2.007267e+02 1.000000e-40
2.044661e+02 1.000000e-40
2.082751e+02 1.000000e-40
2.121550e+02 1.000000e-40
2.161073e+02 1.000000e-40
2.201331e+02 1.000000e-40
2.242340e+02 1.000000e-40
2.284112e+02 1.000000e-40
2.326663e+02 1.000000e-40
2.370006e+02 1.000000e-40
2.414157e+02 1.000000e-40
2.459130e+02 1.000000e-40
2.504942e+02 1.000000e-40
2.551606e+02 1.000000e-40
2.599140e+02 1.000000e-40
2.647559e+02 1.000000e-40
2.696881e+02 1.000000e-40
2.747121e+02 1.000000e-40
2.798297e+02 1.000000e-40
2.850426e+02 1.000000e-40
2.903527e+02 1.000000e-40
2.957617e+02 1.000000e-40
3.012714e+02 1.000000e-40
3.068838e+02 1.000000e-40
3.126007e+02 1.000000e-40
3.184242e+02 1.000000e-40
3.243561e+02 1.000000e-40
3.303985e+02 1.000000e-40
3.365535e+02 1.000000e-40
3.428231e+02 1.000000e-40
3.492096e+02 1.000000e-40
3.557150e+02 1.000000e-40
3.623416e+02 1.000000e-40
3.690917e+02 1.000000e-40
3.759675e+02 1.000000e-40
3.829714e+02 1.000000e-40
3.901058e+02 1.000000e-40
3.973730e+02 1.000000e-40
4.047757e+02 1.000000e-40
4.123163e+02 1.000000e-40
4.199973e+02 1.000000e-40
4.278214e+02 1.000000e-40
4.357913e+02 1.000000e-40
4.439097e+02 1.000000e-40
4.521792e+02 1.000000e-40
4.606029e+02 1.000000e-40
4.691835e+02 1.000000e-40
4.779239e+02 1.000000e-40
4.868271e+02 1.000000e-40
4.958962e+02 1.000000e-40
5.051342e+02 1.000000e-40
5.145444e+02 1.000000e-40
5.241298e+02 1.000000e-40
5.338938e+02 1.000000e-40
5.438397e+02 1.000000e-40
5.539709e+02 1.000000e-40
5.642908e+02 1.000000e-40
5.748030e+02 1.000000e-40
5.855110e+02 1.000000e-40
5.964185e+02 1.000000e-40
6.075292e+02 1.000000e-40
6.188468e+02 1.000000e-40
6.303753e+02 1.000000e-40
6.421186e+02 1.000000e-40
6.540806e+02 1.000000e-40
6.662655e+02 1.000000e-40
6.786773e+02 1.000000e-40
6.913204e+02 1.000000e-40
7.041990e+02 1.000000e-40
7.173175e+02 1.000000e-40
7.306804e+02 1.000000e-40
7.442922e+02 1.000000e-40
7.581576e+02 1.000000e-40
7.722814e+02 1.000000e-40
7.866682e+02 1.000000e-40
8.013230e+02 1.000000e-40
8.162509e+02 1.000000e-40
8.314568e+02 1.000000e-40
8.469460e+02 1.000000e-40
8.627237e+02 1.000000e-40
8.787954e+02 1.000000e-40
8.951665e+02 1.000000e-40
9.118425e+02 1.000000e-40
9.288292e+02 1.000000e-40
9.461324e+02 1.000000e-40
9.637579e+02 1.000000e-40
9.817117e+02 1.000000e-40
1.000000e+03 1.000000e-40
