# Energy(MeV) Fluence_Planar_Median(cm^-2*MeV^-1)
2.207529e+01 1.283103e+06
2.241735e+01 1.229580e+06
2.276471e+01 1.177904e+06
2.311745e+01 1.128805e+06
2.347565e+01 1.081545e+06
2.383941e+01 1.035716e+06
2.420880e+01 9.920969e+05
2.458392e+01 9.491315e+05
2.496485e+01 9.077846e+05
2.535168e+01 8.691001e+05
2.574450e+01 8.321101e+05
2.614341e+01 7.967275e+05
2.654850e+01 7.627757e+05
2.695987e+01 7.289978e+05
2.737762e+01 6.974292e+05
2.780183e+01 6.672126e+05
2.823262e+01 6.385209e+05
2.867009e+01 6.111505e+05
2.911433e+01 5.848482e+05
2.956546e+01 5.594674e+05
3.002358e+01 5.351510e+05
3.048879e+01 5.119515e+05
3.096122e+01 4.898110e+05
3.144096e+01 4.687232e+05
3.192814e+01 4.490051e+05
3.242287e+01 4.302366e+05
3.292526e+01 4.118761e+05
3.343544e+01 3.940465e+05
3.395352e+01 3.771361e+05
3.447963e+01 3.610058e+05
3.501389e+01 3.456940e+05
3.555643e+01 3.307249e+05
3.610738e+01 3.161344e+05
3.666687e+01 3.019458e+05
3.723502e+01 2.887993e+05
3.781198e+01 2.759213e+05
3.839787e+01 2.641937e+05
3.899285e+01 2.528242e+05
3.959704e+01 2.418236e+05
4.021060e+01 2.312920e+05
4.083367e+01 2.213646e+05
4.146638e+01 2.117833e+05
4.210891e+01 2.026008e+05
4.276138e+01 1.937629e+05
4.342397e+01 1.853984e+05
4.409683e+01 1.772990e+05
4.478011e+01 1.695501e+05
4.547398e+01 1.621494e+05
4.617860e+01 1.550040e+05
4.689414e+01 1.482269e+05
4.762076e+01 1.417850e+05
4.835865e+01 1.355019e+05
4.910796e+01 1.295083e+05
4.986889e+01 1.238587e+05
5.064161e+01 1.183325e+05
5.142630e+01 1.131681e+05
5.222315e+01 1.080881e+05
5.303235e+01 1.032884e+05
5.385409e+01 9.872129e+04
5.468856e+01 9.435615e+04
5.553596e+01 9.018402e+04
5.639649e+01 8.624149e+04
5.727036e+01 8.242220e+04
5.815776e+01 7.874892e+04
5.905892e+01 7.523568e+04
5.997404e+01 7.188538e+04
6.090333e+01 6.875088e+04
6.184703e+01 6.570453e+04
6.280535e+01 6.277426e+04
6.377852e+01 6.002944e+04
6.476677e+01 5.738841e+04
6.577033e+01 5.486398e+04
6.678945e+01 5.244882e+04
6.782435e+01 5.014425e+04
6.887529e+01 4.793591e+04
6.994251e+01 4.577279e+04
7.102627e+01 4.372134e+04
7.212683e+01 4.176316e+04
7.324443e+01 3.986800e+04
7.437936e+01 3.805361e+04
7.553187e+01 3.634750e+04
7.670223e+01 3.473278e+04
7.789074e+01 3.317526e+04
7.909765e+01 3.168386e+04
8.032327e+01 3.028380e+04
8.156788e+01 2.894049e+04
8.283178e+01 2.765198e+04
8.411526e+01 2.639989e+04
8.541863e+01 2.521958e+04
8.674219e+01 2.413600e+04
8.808626e+01 2.307332e+04
8.945116e+01 2.203832e+04
9.083721e+01 2.102671e+04
9.224473e+01 2.008586e+04
9.367406e+01 1.917439e+04
9.512555e+01 1.832068e+04
9.659952e+01 1.749650e+04
9.809633e+01 1.671869e+04
9.961633e+01 1.596062e+04
1.011599e+02 1.523768e+04
1.027274e+02 1.454480e+04
1.043191e+02 1.387896e+04
1.059356e+02 1.322815e+04
1.075770e+02 1.260633e+04
1.092439e+02 1.201512e+04
1.109367e+02 1.145995e+04
1.126556e+02 1.093875e+04
1.144012e+02 1.044354e+04
1.161739e+02 9.962874e+03
1.179740e+02 9.515597e+03
1.198020e+02 9.078074e+03
1.216583e+02 8.668062e+03
1.235434e+02 8.277475e+03
1.254578e+02 7.898385e+03
1.274017e+02 7.538828e+03
1.293758e+02 7.194661e+03
1.313805e+02 6.867997e+03
1.334162e+02 6.556160e+03
1.354835e+02 6.258368e+03
1.375828e+02 5.976984e+03
1.397147e+02 5.704075e+03
1.418796e+02 5.440660e+03
1.440780e+02 5.189003e+03
1.463105e+02 4.948677e+03
1.485776e+02 4.715881e+03
1.508798e+02 4.501747e+03
1.532177e+02 4.297280e+03
1.555918e+02 4.099187e+03
