# Energy(MeV) Fluence_Spherical_Median(cm^-2*MeV^-1)
5.727036e+01 3.296888e+05
5.815776e+01 3.149957e+05
5.905892e+01 3.009427e+05
5.997404e+01 2.875415e+05
6.090333e+01 2.750035e+05
6.184703e+01 2.628181e+05
6.280535e+01 2.510970e+05
6.377852e+01 2.401178e+05
6.476677e+01 2.295536e+05
6.577033e+01 2.194559e+05
6.678945e+01 2.097953e+05
6.782435e+01 2.005770e+05
6.887529e+01 1.917436e+05
6.994251e+01 1.830912e+05
7.102627e+01 1.748854e+05
7.212683e+01 1.670526e+05
7.324443e+01 1.594720e+05
7.437936e+01 1.522145e+05
7.553187e+01 1.453900e+05
7.670223e+01 1.389311e+05
7.789074e+01 1.327010e+05
7.909765e+01 1.267354e+05
8.032327e+01 1.211352e+05
8.156788e+01 1.157620e+05
8.283178e+01 1.106079e+05
8.411526e+01 1.055995e+05
8.541863e+01 1.008783e+05
8.674219e+01 9.654402e+04
8.808626e+01 9.229328e+04
8.945116e+01 8.815330e+04
9.083721e+01 8.410684e+04
9.224473e+01 8.034342e+04
9.367406e+01 7.669756e+04
9.512555e+01 7.328270e+04
9.659952e+01 6.998601e+04
9.809633e+01 6.687476e+04
9.961633e+01 6.384247e+04
1.011599e+02 6.095072e+04
1.027274e+02 5.817922e+04
1.043191e+02 5.551586e+04
1.059356e+02 5.291260e+04
1.075770e+02 5.042530e+04
1.092439e+02 4.806049e+04
1.109367e+02 4.583981e+04
1.126556e+02 4.375498e+04
1.144012e+02 4.177414e+04
1.161739e+02 3.985150e+04
1.179740e+02 3.806239e+04
1.198020e+02 3.631230e+04
1.216583e+02 3.467225e+04
1.235434e+02 3.310990e+04
1.254578e+02 3.159354e+04
1.274017e+02 3.015531e+04
1.293758e+02 2.877864e+04
1.313805e+02 2.747199e+04
1.334162e+02 2.622464e+04
1.354835e+02 2.503347e+04
1.375828e+02 2.390794e+04
1.397147e+02 2.281630e+04
1.418796e+02 2.176264e+04
1.440780e+02 2.075601e+04
1.463105e+02 1.979471e+04
1.485776e+02 1.886352e+04
1.508798e+02 1.800699e+04
1.532177e+02 1.718912e+04
1.555918e+02 1.639675e+04
1.580027e+02 1.564271e+04
1.604509e+02 1.491782e+04
1.629371e+02 1.421949e+04
1.654618e+02 1.356424e+04
1.680257e+02 1.294410e+04
1.706292e+02 1.234860e+04
1.732731e+02 1.177461e+04
1.759580e+02 1.124287e+04
1.786845e+02 1.072665e+04
1.814532e+02 1.022958e+04
1.842648e+02 9.750963e+03
1.871200e+02 9.310599e+03
1.900194e+02 8.882549e+03
1.929638e+02 8.479073e+03
1.959538e+02 8.096181e+03
1.989901e+02 7.732728e+03
2.020734e+02 7.379369e+03
2.052045e+02 7.046254e+03
2.083842e+02 6.731000e+03
2.116131e+02 6.423255e+03
2.148921e+02 6.134352e+03
2.182218e+02 5.850788e+03
2.216032e+02 5.585335e+03
2.250369e+02 5.331128e+03
2.285239e+02 5.087785e+03
2.320648e+02 4.851239e+03
2.356607e+02 4.632179e+03
2.393123e+02 4.417209e+03
2.430204e+02 4.211940e+03
2.467860e+02 4.016506e+03
2.506100e+02 3.830140e+03
2.544932e+02 3.656391e+03
2.584365e+02 3.489549e+03
2.624410e+02 3.326340e+03
2.665075e+02 3.175590e+03
2.706371e+02 3.031820e+03
2.748306e+02 2.892807e+03
2.790891e+02 2.759771e+03
2.834136e+02 2.633840e+03
2.878051e+02 2.513656e+03
2.922647e+02 2.397861e+03
2.967933e+02 2.286706e+03
3.013921e+02 2.179219e+03
3.060622e+02 2.077662e+03
3.108046e+02 1.980619e+03
3.156206e+02 1.891204e+03
3.205111e+02 1.805127e+03
3.254774e+02 1.723184e+03
3.305207e+02 1.641988e+03
3.356421e+02 1.564888e+03
3.408429e+02 1.492991e+03
3.461243e+02 1.424448e+03
3.514875e+02 1.358391e+03
3.569338e+02 1.295398e+03
3.624645e+02 1.235443e+03
3.680809e+02 1.179560e+03
