# Energy(MeV) Phi16_Planar Phi84_Planar
4.617860e+01 2.097232e+04 1.843202e+05
4.689414e+01 2.003442e+04 1.761992e+05
4.762076e+01 1.913852e+04 1.685665e+05
4.835865e+01 1.828273e+04 1.610797e+05
4.910796e+01 1.746526e+04 1.540051e+05
4.986889e+01 1.668438e+04 1.470344e+05
5.064161e+01 1.593847e+04 1.405700e+05
5.142630e+01 1.522594e+04 1.343322e+05
5.222315e+01 1.457737e+04 1.285058e+05
5.303235e+01 1.397490e+04 1.227321e+05
5.385409e+01 1.340066e+04 1.174149e+05
5.468856e+01 1.285002e+04 1.122370e+05
5.553596e+01 1.232201e+04 1.071114e+05
5.639649e+01 1.181569e+04 1.023333e+05
5.727036e+01 1.133017e+04 9.784353e+04
5.815776e+01 1.086461e+04 9.357143e+04
5.905892e+01 1.041818e+04 8.931713e+04
5.997404e+01 9.990088e+03 8.544696e+04
6.090333e+01 9.579590e+03 8.156708e+04
6.184703e+01 9.185960e+03 7.795040e+04
6.280535e+01 8.808504e+03 7.440889e+04
6.377852e+01 8.446558e+03 7.101345e+04
6.476677e+01 8.099484e+03 6.786784e+04
6.577033e+01 7.766673e+03 6.483651e+04
6.678945e+01 7.447536e+03 6.202800e+04
6.782435e+01 7.141514e+03 5.920649e+04
6.887529e+01 6.848066e+03 5.657030e+04
6.994251e+01 6.566675e+03 5.401697e+04
7.102627e+01 6.296848e+03 5.155959e+04
7.212683e+01 6.038108e+03 4.927979e+04
7.324443e+01 5.789999e+03 4.707042e+04
7.437936e+01 5.552086e+03 4.499028e+04
7.553187e+01 5.323949e+03 4.288114e+04
7.670223e+01 5.105185e+03 4.097934e+04
7.789074e+01 4.895411e+03 3.910948e+04
7.909765e+01 4.694257e+03 3.735932e+04
8.032327e+01 4.501369e+03 3.562324e+04
8.156788e+01 4.316406e+03 3.398694e+04
8.283178e+01 4.139043e+03 3.245232e+04
8.411526e+01 3.968969e+03 3.098162e+04
8.541863e+01 3.805882e+03 2.960885e+04
8.674219e+01 3.649498e+03 2.826419e+04
8.808626e+01 3.499539e+03 2.701120e+04
8.945116e+01 3.355742e+03 2.575831e+04
9.083721e+01 3.217853e+03 2.459155e+04
9.224473e+01 3.085631e+03 2.351348e+04
9.367406e+01 2.958841e+03 2.247288e+04
9.512555e+01 2.837262e+03 2.147835e+04
9.659952e+01 2.720678e+03 2.051431e+04
9.809633e+01 2.608885e+03 1.956636e+04
9.961633e+01 2.501685e+03 1.869850e+04
1.011599e+02 2.398891e+03 1.786381e+04
1.027274e+02 2.300320e+03 1.703516e+04
1.043191e+02 2.205799e+03 1.625125e+04
1.059356e+02 2.115163e+03 1.555674e+04
1.075770e+02 2.028250e+03 1.485837e+04
1.092439e+02 1.944909e+03 1.419377e+04
1.109367e+02 1.864992e+03 1.353820e+04
1.126556e+02 1.788360e+03 1.293638e+04
1.144012e+02 1.714876e+03 1.235141e+04
1.161739e+02 1.644411e+03 1.179926e+04
1.179740e+02 1.576842e+03 1.126374e+04
1.198020e+02 1.512050e+03 1.075338e+04
1.216583e+02 1.449920e+03 1.025884e+04
1.235434e+02 1.390342e+03 9.806415e+03
1.254578e+02 1.333213e+03 9.364113e+03
1.274017e+02 1.278431e+03 8.944129e+03
1.293758e+02 1.225900e+03 8.549739e+03
1.313805e+02 1.175528e+03 8.166446e+03
1.334162e+02 1.127226e+03 7.799823e+03
1.354835e+02 1.080908e+03 7.443751e+03
1.375828e+02 1.036494e+03 7.108105e+03
1.397147e+02 9.939040e+02 6.790820e+03
1.418796e+02 9.530645e+02 6.485933e+03
1.440780e+02 9.139031e+02 6.189210e+03
1.463105e+02 8.763509e+02 5.913359e+03
1.485776e+02 8.403417e+02 5.646485e+03
1.508798e+02 8.058121e+02 5.391175e+03
1.532177e+02 7.727014e+02 5.149513e+03
1.555918e+02 7.409511e+02 4.924479e+03
1.580027e+02 7.105055e+02 4.706985e+03
1.604509e+02 6.813109e+02 4.494815e+03
1.629371e+02 6.521703e+02 4.291511e+03
1.654618e+02 6.235859e+02 4.093941e+03
1.680257e+02 5.962551e+02 3.914096e+03
1.706292e+02 5.701229e+02 3.739150e+03
1.732731e+02 5.451367e+02 3.572293e+03
1.759580e+02 5.202499e+02 3.412753e+03
1.786845e+02 4.961231e+02 3.259451e+03
1.814532e+02 4.740457e+02 3.112057e+03
1.842648e+02 4.521237e+02 2.970627e+03
1.871200e+02 4.312159e+02 2.835714e+03
1.900194e+02 4.114138e+02 2.706660e+03
1.929638e+02 3.929306e+02 2.583744e+03
1.959538e+02 3.754253e+02 2.465688e+03
1.989901e+02 3.600555e+02 2.354682e+03
2.020734e+02 3.453167e+02 2.247097e+03
2.052045e+02 3.311082e+02 2.146564e+03
2.083842e+02 3.166082e+02 2.049263e+03
2.116131e+02 3.027436e+02 1.957001e+03
2.148921e+02 2.894865e+02 1.869022e+03
2.182218e+02 2.769114e+02 1.787491e+03
2.216032e+02 2.653857e+02 1.708465e+03
2.250369e+02 2.543401e+02 1.631865e+03
2.285239e+02 2.437545e+02 1.558590e+03
2.320648e+02 2.336099e+02 1.488905e+03
2.356607e+02 2.238878e+02 1.422034e+03
2.393123e+02 2.145706e+02 1.359480e+03
2.430204e+02 2.056953e+02 1.298212e+03
2.467860e+02 1.972383e+02 1.238895e+03
2.506100e+02 1.891290e+02 1.183401e+03
2.544932e+02 1.813532e+02 1.130116e+03
2.584365e+02 1.738970e+02 1.079713e+03
2.624410e+02 1.667474e+02 1.031231e+03
2.665075e+02 1.598918e+02 9.854756e+02
2.706371e+02 1.533180e+02 9.426936e+02
2.748306e+02 1.470145e+02 9.019243e+02
2.790891e+02 1.409701e+02 8.629240e+02
2.834136e+02 1.351743e+02 8.234026e+02
2.878051e+02 1.296167e+02 7.861335e+02
2.922647e+02 1.241516e+02 7.512827e+02
2.967933e+02 1.186211e+02 7.182497e+02
3.013921e+02 1.133372e+02 6.863951e+02
3.060622e+02 1.082890e+02 6.557690e+02
3.108046e+02 1.034659e+02 6.261320e+02
3.156206e+02 9.888241e+01 5.971935e+02
3.205111e+02 9.475228e+01 5.696591e+02
3.254774e+02 9.079488e+01 5.432184e+02
3.305207e+02 8.700297e+01 5.188200e+02
3.356421e+02 8.336963e+01 4.957228e+02
3.408429e+02 7.988821e+01 4.734017e+02
3.461243e+02 7.655236e+01 4.524412e+02
3.514875e+02 7.335597e+01 4.323638e+02
