# Energy(MeV) Fluence_Planar_Median(cm^-2*MeV^-1)
2.191745e+00 5.971548e+08
2.219080e+00 5.797360e+08
2.246756e+00 5.609085e+08
2.274778e+00 5.437242e+08
2.303149e+00 5.273709e+08
2.331874e+00 5.110945e+08
2.360957e+00 4.951471e+08
2.390403e+00 4.795329e+08
2.420216e+00 4.651035e+08
2.450401e+00 4.504443e+08
2.480962e+00 4.366884e+08
2.511905e+00 4.238993e+08
2.543233e+00 4.118666e+08
2.574952e+00 3.988685e+08
2.607067e+00 3.862476e+08
2.639582e+00 3.743038e+08
2.672503e+00 3.624796e+08
2.705835e+00 3.509127e+08
2.739582e+00 3.399789e+08
2.773750e+00 3.292168e+08
2.808344e+00 3.183703e+08
2.843370e+00 3.077149e+08
2.878832e+00 2.975978e+08
2.914737e+00 2.882893e+08
2.951089e+00 2.789099e+08
2.987895e+00 2.698527e+08
3.025160e+00 2.611394e+08
3.062890e+00 2.526612e+08
3.101090e+00 2.441833e+08
3.139767e+00 2.361153e+08
3.178926e+00 2.282677e+08
3.218574e+00 2.208409e+08
3.258716e+00 2.134839e+08
3.299358e+00 2.063187e+08
3.340508e+00 1.997707e+08
3.382171e+00 1.932366e+08
3.424353e+00 1.867828e+08
3.467062e+00 1.808881e+08
3.510303e+00 1.750364e+08
3.554083e+00 1.692333e+08
3.598410e+00 1.635975e+08
3.643289e+00 1.580561e+08
3.688728e+00 1.528290e+08
3.734734e+00 1.478642e+08
3.781313e+00 1.430564e+08
3.828474e+00 1.382203e+08
3.876223e+00 1.335848e+08
3.924567e+00 1.292642e+08
3.973514e+00 1.248705e+08
4.023072e+00 1.206932e+08
4.073247e+00 1.166749e+08
4.124049e+00 1.127853e+08
4.175484e+00 1.092003e+08
4.227560e+00 1.055240e+08
4.280287e+00 1.019434e+08
4.333670e+00 9.847968e+07
4.387720e+00 9.512470e+07
4.442443e+00 9.189388e+07
4.497849e+00 8.877282e+07
4.553947e+00 8.575779e+07
4.610743e+00 8.284518e+07
4.668248e+00 8.006003e+07
4.726471e+00 7.737523e+07
4.785419e+00 7.476553e+07
4.845103e+00 7.224387e+07
4.905531e+00 6.980727e+07
4.966713e+00 6.745286e+07
5.028657e+00 6.516005e+07
5.091375e+00 6.290728e+07
5.154874e+00 6.073239e+07
5.219166e+00 5.867113e+07
5.284259e+00 5.668367e+07
5.350165e+00 5.475372e+07
5.416892e+00 5.288968e+07
5.484451e+00 5.108614e+07
5.552853e+00 4.934156e+07
5.622108e+00 4.765621e+07
5.692227e+00 4.602843e+07
5.763220e+00 4.444607e+07
5.835099e+00 4.291498e+07
5.907875e+00 4.143663e+07
5.981558e+00 4.002809e+07
6.056159e+00 3.867652e+07
6.131692e+00 3.736510e+07
6.208166e+00 3.608942e+07
6.285594e+00 3.487079e+07
6.363988e+00 3.369332e+07
6.443360e+00 3.255561e+07
6.523721e+00 3.145632e+07
6.605085e+00 3.037877e+07
6.687464e+00 2.933652e+07
6.770870e+00 2.833003e+07
6.855316e+00 2.735807e+07
6.940815e+00 2.641945e+07
7.027381e+00 2.551304e+07
7.115026e+00 2.463773e+07
7.203765e+00 2.379245e+07
7.293610e+00 2.297617e+07
7.384576e+00 2.218789e+07
7.476676e+00 2.142755e+07
7.569925e+00 2.069566e+07
7.664337e+00 1.998876e+07
7.759927e+00 1.930601e+07
7.856709e+00 1.864658e+07
7.954697e+00 1.801041e+07
8.053908e+00 1.740026e+07
8.154356e+00 1.681539e+07
8.256057e+00 1.625019e+07
8.359027e+00 1.570399e+07
8.463281e+00 1.517615e+07
8.568834e+00 1.466006e+07
8.675705e+00 1.416150e+07
8.783908e+00 1.367989e+07
8.893461e+00 1.321466e+07
9.004380e+00 1.276525e+07
9.116683e+00 1.233113e+07
9.230386e+00 1.191238e+07
9.345507e+00 1.150964e+07
9.462064e+00 1.111856e+07
9.580075e+00 1.073808e+07
9.699557e+00 1.037218e+07
9.820530e+00 1.001937e+07
9.943012e+00 9.674077e+06
1.006702e+01 9.340690e+06
1.019258e+01 9.018795e+06
1.031970e+01 8.708163e+06
1.044841e+01 8.413180e+06
1.057872e+01 8.128190e+06
1.071066e+01 7.856439e+06
1.084424e+01 7.596071e+06
1.097949e+01 7.337102e+06
1.111642e+01 7.085626e+06
1.125507e+01 6.841024e+06
1.139544e+01 6.604556e+06
1.153756e+01 6.376854e+06
1.168146e+01 6.155861e+06
1.182715e+01 5.943077e+06
1.197466e+01 5.737649e+06
1.212401e+01 5.539207e+06
1.227522e+01 5.345448e+06
1.242831e+01 5.158722e+06
1.258332e+01 4.983443e+06
1.274026e+01 4.814370e+06
1.289916e+01 4.649496e+06
1.306003e+01 4.490019e+06
1.322292e+01 4.336011e+06
1.338783e+01 4.187286e+06
1.355481e+01 4.043662e+06
1.372386e+01 3.905681e+06
1.389503e+01 3.773402e+06
1.406833e+01 3.645604e+06
1.424379e+01 3.522135e+06
1.442143e+01 3.402847e+06
1.460130e+01 3.287600e+06
1.478340e+01 3.174408e+06
1.496778e+01 3.065419e+06
1.515446e+01 2.960790e+06
1.534347e+01 2.859733e+06
1.553483e+01 2.762441e+06
1.572858e+01 2.668922e+06
1.592475e+01 2.577847e+06
1.612336e+01 2.489510e+06
1.632445e+01 2.405133e+06
1.652805e+01 2.323617e+06
1.673419e+01 2.244299e+06
1.694290e+01 2.166932e+06
1.715421e+01 2.092231e+06
1.736815e+01 2.021050e+06
1.758477e+01 1.952365e+06
1.780409e+01 1.884868e+06
1.802614e+01 1.819215e+06
