# Energy(MeV) Fluence_Spherical_Median(cm^-2*MeV^-1)
1.627787e+00 4.875215e+09
1.648089e+00 4.749847e+09
1.668644e+00 4.612266e+09
1.689455e+00 4.473790e+09
1.710526e+00 4.352043e+09
1.731859e+00 4.222372e+09
1.753459e+00 4.096100e+09
1.775328e+00 3.978242e+09
1.797470e+00 3.870934e+09
1.819888e+00 3.762448e+09
1.842586e+00 3.651507e+09
1.865567e+00 3.538294e+09
1.888834e+00 3.428967e+09
1.912391e+00 3.328973e+09
1.936243e+00 3.233792e+09
1.960392e+00 3.136548e+09
1.984842e+00 3.041982e+09
2.009596e+00 2.951118e+09
2.034660e+00 2.864004e+09
2.060036e+00 2.776711e+09
2.085729e+00 2.696404e+09
2.111742e+00 2.616541e+09
2.138080e+00 2.539124e+09
2.164746e+00 2.460100e+09
2.191745e+00 2.388619e+09
2.219080e+00 2.318944e+09
2.246756e+00 2.243634e+09
2.274778e+00 2.174897e+09
2.303149e+00 2.109484e+09
2.331874e+00 2.044378e+09
2.360957e+00 1.980588e+09
2.390403e+00 1.918132e+09
2.420216e+00 1.860414e+09
2.450401e+00 1.801777e+09
2.480962e+00 1.746754e+09
2.511905e+00 1.695597e+09
2.543233e+00 1.647466e+09
2.574952e+00 1.595474e+09
2.607067e+00 1.544990e+09
2.639582e+00 1.497215e+09
2.672503e+00 1.449918e+09
2.705835e+00 1.403651e+09
2.739582e+00 1.359915e+09
2.773750e+00 1.316867e+09
2.808344e+00 1.273481e+09
2.843370e+00 1.230860e+09
2.878832e+00 1.190391e+09
2.914737e+00 1.153157e+09
2.951089e+00 1.115639e+09
2.987895e+00 1.079411e+09
3.025160e+00 1.044558e+09
3.062890e+00 1.010645e+09
3.101090e+00 9.767333e+08
3.139767e+00 9.444614e+08
3.178926e+00 9.130707e+08
3.218574e+00 8.833636e+08
3.258716e+00 8.539356e+08
3.299358e+00 8.252750e+08
3.340508e+00 7.990828e+08
3.382171e+00 7.729466e+08
3.424353e+00 7.471311e+08
3.467062e+00 7.235525e+08
3.510303e+00 7.001454e+08
3.554083e+00 6.769332e+08
3.598410e+00 6.543898e+08
3.643289e+00 6.322245e+08
3.688728e+00 6.113161e+08
3.734734e+00 5.914567e+08
3.781313e+00 5.722255e+08
3.828474e+00 5.528813e+08
3.876223e+00 5.343392e+08
3.924567e+00 5.170568e+08
3.973514e+00 4.994820e+08
4.023072e+00 4.827729e+08
4.073247e+00 4.666995e+08
4.124049e+00 4.511412e+08
4.175484e+00 4.368011e+08
4.227560e+00 4.220962e+08
4.280287e+00 4.077735e+08
4.333670e+00 3.939187e+08
4.387720e+00 3.804988e+08
4.442443e+00 3.675755e+08
4.497849e+00 3.550913e+08
4.553947e+00 3.430312e+08
4.610743e+00 3.313807e+08
4.668248e+00 3.202401e+08
4.726471e+00 3.095009e+08
4.785419e+00 2.990621e+08
4.845103e+00 2.889755e+08
4.905531e+00 2.792291e+08
4.966713e+00 2.698115e+08
5.028657e+00 2.606402e+08
5.091375e+00 2.516291e+08
5.154874e+00 2.429296e+08
5.219166e+00 2.346845e+08
5.284259e+00 2.267347e+08
5.350165e+00 2.190149e+08
5.416892e+00 2.115587e+08
5.484451e+00 2.043446e+08
5.552853e+00 1.973662e+08
5.622108e+00 1.906249e+08
5.692227e+00 1.841137e+08
5.763220e+00 1.777843e+08
5.835099e+00 1.716599e+08
5.907875e+00 1.657465e+08
5.981558e+00 1.601123e+08
6.056159e+00 1.547061e+08
6.131692e+00 1.494604e+08
6.208166e+00 1.443577e+08
6.285594e+00 1.394832e+08
6.363988e+00 1.347733e+08
6.443360e+00 1.302224e+08
6.523721e+00 1.258253e+08
6.605085e+00 1.215151e+08
6.687464e+00 1.173461e+08
6.770870e+00 1.133201e+08
6.855316e+00 1.094323e+08
6.940815e+00 1.056778e+08
7.027381e+00 1.020522e+08
7.115026e+00 9.855092e+07
7.203765e+00 9.516979e+07
7.293610e+00 9.190467e+07
7.384576e+00 8.875157e+07
7.476676e+00 8.571020e+07
7.569925e+00 8.278262e+07
7.664337e+00 7.995504e+07
7.759927e+00 7.722403e+07
7.856709e+00 7.458631e+07
7.954697e+00 7.204162e+07
8.053908e+00 6.960105e+07
8.154356e+00 6.726158e+07
8.256057e+00 6.500076e+07
8.359027e+00 6.281595e+07
8.463281e+00 6.070460e+07
8.568834e+00 5.864026e+07
8.675705e+00 5.664600e+07
8.783908e+00 5.471957e+07
8.893461e+00 5.285865e+07
9.004380e+00 5.106102e+07
9.116683e+00 4.932452e+07
9.230386e+00 4.764953e+07
9.345507e+00 4.603855e+07
9.462064e+00 4.447426e+07
9.580075e+00 4.295231e+07
9.699557e+00 4.148872e+07
9.820530e+00 4.007747e+07
9.943012e+00 3.869631e+07
1.006702e+01 3.736276e+07
1.019258e+01 3.607518e+07
1.031970e+01 3.483265e+07
1.044841e+01 3.365272e+07
1.057872e+01 3.251276e+07
1.071066e+01 3.142576e+07
1.084424e+01 3.038428e+07
1.097949e+01 2.934841e+07
1.111642e+01 2.834250e+07
1.125507e+01 2.736409e+07
1.139544e+01 2.641823e+07
1.153756e+01 2.550741e+07
1.168146e+01 2.462344e+07
1.182715e+01 2.377231e+07
1.197466e+01 2.295059e+07
1.212401e+01 2.215683e+07
1.227522e+01 2.138179e+07
1.242831e+01 2.063489e+07
1.258332e+01 1.993377e+07
1.274026e+01 1.925748e+07
1.289916e+01 1.859799e+07
1.306003e+01 1.796007e+07
1.322292e+01 1.734404e+07
1.338783e+01 1.674914e+07
1.355481e+01 1.617465e+07
1.372386e+01 1.562272e+07
1.389503e+01 1.509361e+07
1.406833e+01 1.458242e+07
1.424379e+01 1.408854e+07
1.442143e+01 1.361139e+07
1.460130e+01 1.315040e+07
1.478340e+01 1.269763e+07
1.496778e+01 1.226167e+07
1.515446e+01 1.184316e+07
1.534347e+01 1.143893e+07
1.553483e+01 1.104976e+07
1.572858e+01 1.067569e+07
1.592475e+01 1.031139e+07
1.612336e+01 9.958041e+06
1.632445e+01 9.620534e+06
1.652805e+01 9.294469e+06
1.673419e+01 8.977196e+06
1.694290e+01 8.667727e+06
1.715421e+01 8.368926e+06
1.736815e+01 8.084202e+06
1.758477e+01 7.809461e+06
1.780409e+01 7.539471e+06
1.802614e+01 7.276862e+06
1.825096e+01 7.024913e+06
1.847859e+01 6.783803e+06
1.870905e+01 6.550968e+06
1.894239e+01 6.326125e+06
1.917864e+01 6.111194e+06
1.941784e+01 5.901048e+06
1.966001e+01 5.698380e+06
1.990521e+01 5.503742e+06
2.015347e+01 5.315752e+06
2.040483e+01 5.135949e+06
2.065931e+01 4.960845e+06
2.091698e+01 4.789960e+06
2.117785e+01 4.625848e+06
2.144198e+01 4.467844e+06
2.170941e+01 4.315237e+06
2.198017e+01 4.166110e+06
2.225430e+01 4.021982e+06
2.253186e+01 3.882841e+06
2.281288e+01 3.747977e+06
2.309740e+01 3.616606e+06
2.338547e+01 3.492011e+06
2.367713e+01 3.374835e+06
2.397243e+01 3.261603e+06
2.427142e+01 3.152170e+06
2.457413e+01 3.046409e+06
2.488062e+01 2.942950e+06
2.519093e+01 2.842975e+06
2.550511e+01 2.746573e+06
2.582321e+01 2.652759e+06
2.614528e+01 2.562149e+06
2.647136e+01 2.474635e+06
2.680151e+01 2.390109e+06
2.713578e+01 2.308471e+06
2.747421e+01 2.229621e+06
2.781687e+01 2.153464e+06
2.816380e+01 2.079909e+06
2.851506e+01 2.008866e+06
2.887070e+01 1.940429e+06
2.923078e+01 1.875253e+06
2.959534e+01 1.812266e+06
2.996446e+01 1.751396e+06
3.033817e+01 1.692570e+06
3.071655e+01 1.634405e+06
3.109965e+01 1.577841e+06
3.148752e+01 1.523236e+06
3.188023e+01 1.470887e+06
3.227784e+01 1.420924e+06
3.268041e+01 1.372962e+06
3.308800e+01 1.327296e+06
3.350067e+01 1.282401e+06
3.391849e+01 1.238308e+06
3.434152e+01 1.196230e+06
3.476983e+01 1.155805e+06
3.520348e+01 1.116303e+06
3.564254e+01 1.077818e+06
3.608707e+01 1.040661e+06
3.653715e+01 1.005149e+06
3.699284e+01 9.710669e+05
3.745421e+01 9.381844e+05
3.792134e+01 9.064158e+05
3.839430e+01 8.757235e+05
3.887315e+01 8.460708e+05
3.935798e+01 8.170434e+05
3.984885e+01 7.889970e+05
4.034584e+01 7.616955e+05
4.084904e+01 7.353236e+05
4.135850e+01 7.098976e+05
4.187433e+01 6.858608e+05
4.239658e+01 6.626379e+05
4.292535e+01 6.400109e+05
4.346072e+01 6.181116e+05
4.400276e+01 5.969616e+05
4.455156e+01 5.765353e+05
4.510721e+01 5.568079e+05
4.566978e+01 5.377556e+05
4.623938e+01 5.193552e+05
4.681607e+01 5.015511e+05
4.739996e+01 4.842578e+05
4.799113e+01 4.675609e+05
4.858968e+01 4.514397e+05
4.919569e+01 4.358745e+05
4.980926e+01 4.208459e+05
5.043048e+01 4.062115e+05
5.105945e+01 3.921498e+05
5.169626e+01 3.789611e+05
5.234101e+01 3.661165e+05
5.299381e+01 3.537072e+05
5.365475e+01 3.417186e+05
5.432393e+01 3.301364e+05
5.500146e+01 3.186743e+05
5.568743e+01 3.076085e+05
5.638197e+01 2.971930e+05
5.708516e+01 2.871463e+05
5.779713e+01 2.774392e+05
5.851797e+01 2.679880e+05
5.924781e+01 2.587653e+05
5.998675e+01 2.499043e+05
6.073490e+01 2.413445e+05
6.149239e+01 2.330493e+05
6.225932e+01 2.250274e+05
6.303582e+01 2.172788e+05
6.382200e+01 2.097934e+05
6.461798e+01 2.026112e+05
6.542390e+01 1.957393e+05
6.623986e+01 1.891006e+05
6.706601e+01 1.826800e+05
6.790245e+01 1.764808e+05
6.874933e+01 1.704742e+05
6.960677e+01 1.647349e+05
7.047491e+01 1.591889e+05
7.135387e+01 1.538297e+05
7.224380e+01 1.486171e+05
7.314482e+01 1.435208e+05
7.405708e+01 1.385993e+05
