# Energy(MeV) Sferica_Fluence(cm^-2*MeV^-1)
2.494433e+00 4.522884e+09
2.544434e+00 4.392351e+09
2.595437e+00 4.265300e+09
2.647462e+00 4.141988e+09
2.700530e+00 4.023545e+09
2.754662e+00 3.907241e+09
2.809879e+00 3.796191e+09
2.866203e+00 3.685927e+09
2.923656e+00 3.578806e+09
2.982260e+00 3.476260e+09
3.042039e+00 3.374469e+09
3.103017e+00 3.275936e+09
3.165216e+00 3.179198e+09
3.228663e+00 3.086280e+09
3.293381e+00 2.994157e+09
3.359397e+00 2.903543e+09
3.426736e+00 2.818423e+09
3.495424e+00 2.734939e+09
3.565490e+00 2.653305e+09
3.636960e+00 2.573811e+09
3.709862e+00 2.497168e+09
3.784226e+00 2.423298e+09
3.860081e+00 2.350967e+09
3.937456e+00 2.279756e+09
4.016382e+00 2.209644e+09
4.096890e+00 2.142336e+09
4.179012e+00 2.075803e+09
4.262780e+00 2.011539e+09
4.348227e+00 1.950515e+09
4.435387e+00 1.891157e+09
4.524294e+00 1.833110e+09
4.614983e+00 1.775940e+09
4.707490e+00 1.720804e+09
4.801851e+00 1.665221e+09
4.898104e+00 1.612132e+09
4.996286e+00 1.562691e+09
5.096436e+00 1.513547e+09
5.198594e+00 1.464871e+09
5.302799e+00 1.418888e+09
5.409093e+00 1.373541e+09
5.517518e+00 1.328685e+09
5.628116e+00 1.285833e+09
5.740932e+00 1.244193e+09
5.856008e+00 1.203369e+09
5.973391e+00 1.164322e+09
6.093127e+00 1.127360e+09
6.215264e+00 1.090806e+09
6.339848e+00 1.055051e+09
6.466930e+00 1.020608e+09
6.596559e+00 9.866627e+08
6.728787e+00 9.533780e+08
6.863665e+00 9.215003e+08
7.001246e+00 8.908240e+08
7.141586e+00 8.615254e+08
7.284738e+00 8.324263e+08
7.430760e+00 8.037751e+08
7.579709e+00 7.753673e+08
7.731644e+00 7.487612e+08
7.886624e+00 7.232238e+08
8.044711e+00 6.977056e+08
8.205967e+00 6.740494e+08
8.370455e+00 6.500800e+08
8.538240e+00 6.261361e+08
8.709388e+00 6.046356e+08
8.883967e+00 5.822413e+08
9.062045e+00 5.618797e+08
9.243693e+00 5.418471e+08
9.428983e+00 5.219436e+08
9.617986e+00 5.032397e+08
9.810778e+00 4.849723e+08
1.000743e+01 4.667143e+08
1.020803e+01 4.488357e+08
1.041265e+01 4.323567e+08
1.062137e+01 4.158194e+08
1.083428e+01 3.999663e+08
1.105145e+01 3.854849e+08
1.127297e+01 3.711702e+08
1.149894e+01 3.574023e+08
1.172944e+01 3.437272e+08
1.196455e+01 3.300501e+08
1.220438e+01 3.173055e+08
1.244902e+01 3.049566e+08
1.269856e+01 2.926517e+08
1.295310e+01 2.811907e+08
1.321274e+01 2.701596e+08
1.347759e+01 2.594339e+08
1.374775e+01 2.491079e+08
1.402332e+01 2.389186e+08
1.430442e+01 2.293402e+08
1.459115e+01 2.198974e+08
1.488362e+01 2.109962e+08
1.518197e+01 2.025629e+08
1.548629e+01 1.942408e+08
1.579671e+01 1.857329e+08
1.611335e+01 1.778635e+08
1.643634e+01 1.700745e+08
1.676581e+01 1.627461e+08
1.710188e+01 1.558989e+08
1.744468e+01 1.489282e+08
1.779436e+01 1.422592e+08
1.815105e+01 1.360099e+08
1.851488e+01 1.299624e+08
1.888601e+01 1.241860e+08
1.926458e+01 1.185319e+08
1.965074e+01 1.130651e+08
2.004464e+01 1.080231e+08
2.044643e+01 1.031798e+08
2.085628e+01 9.859180e+07
2.127434e+01 9.388241e+07
2.170078e+01 8.954401e+07
2.213577e+01 8.531223e+07
2.257948e+01 8.115173e+07
2.303209e+01 7.732478e+07
2.349376e+01 7.353454e+07
2.396469e+01 6.988772e+07
2.444506e+01 6.634051e+07
2.493506e+01 6.301894e+07
2.543488e+01 5.983531e+07
2.594472e+01 5.684159e+07
2.646478e+01 5.401036e+07
2.699527e+01 5.120161e+07
2.753639e+01 4.867856e+07
2.808835e+01 4.608561e+07
2.865138e+01 4.374894e+07
2.922570e+01 4.152809e+07
2.981152e+01 3.942024e+07
3.040909e+01 3.737229e+07
3.101864e+01 3.541714e+07
3.164041e+01 3.355040e+07
3.227464e+01 3.179231e+07
3.292158e+01 3.009868e+07
3.358149e+01 2.854179e+07
3.425463e+01 2.707067e+07
3.494126e+01 2.563932e+07
3.564165e+01 2.428345e+07
3.635609e+01 2.300731e+07
3.708484e+01 2.179242e+07
3.782820e+01 2.064440e+07
3.858647e+01 1.955203e+07
3.935993e+01 1.853129e+07
4.014890e+01 1.755986e+07
4.095368e+01 1.662767e+07
4.177459e+01 1.573264e+07
4.261196e+01 1.489741e+07
4.346611e+01 1.410150e+07
4.433739e+01 1.335484e+07
4.522613e+01 1.264915e+07
4.613268e+01 1.197899e+07
4.705741e+01 1.133944e+07
4.800067e+01 1.073550e+07
4.896284e+01 1.017494e+07
4.994430e+01 9.637066e+06
5.094543e+01 9.122283e+06
5.196662e+01 8.642520e+06
5.300829e+01 8.192912e+06
5.407084e+01 7.764824e+06
5.515468e+01 7.353983e+06
5.626026e+01 6.964899e+06
5.738799e+01 6.590102e+06
5.853833e+01 6.239098e+06
5.971172e+01 5.905998e+06
6.090864e+01 5.593682e+06
6.212955e+01 5.292530e+06
6.337493e+01 5.021894e+06
6.464528e+01 4.758755e+06
6.594109e+01 4.504967e+06
6.726287e+01 4.267628e+06
6.861115e+01 4.040648e+06
6.998645e+01 3.822688e+06
7.138933e+01 3.618133e+06
7.282032e+01 3.425618e+06
7.428000e+01 3.242927e+06
7.576894e+01 3.070067e+06
7.728772e+01 2.909042e+06
7.883694e+01 2.754463e+06
8.041722e+01 2.607883e+06
8.202918e+01 2.470520e+06
8.367345e+01 2.336851e+06
8.535068e+01 2.210941e+06
8.706153e+01 2.093260e+06
8.880667e+01 1.983005e+06
9.058679e+01 1.876882e+06
9.240260e+01 1.777303e+06
9.425480e+01 1.682227e+06
9.614413e+01 1.592492e+06
9.807133e+01 1.508794e+06
1.000372e+02 1.429460e+06
1.020424e+02 1.354125e+06
1.040878e+02 1.282328e+06
1.061743e+02 1.214534e+06
1.083025e+02 1.150759e+06
1.104734e+02 1.089448e+06
1.126879e+02 1.032004e+06
1.149467e+02 9.761828e+05
1.172508e+02 9.238072e+05
1.196011e+02 8.755961e+05
1.219985e+02 8.289296e+05
1.244439e+02 7.851433e+05
1.269384e+02 7.443944e+05
1.294828e+02 7.052074e+05
1.320783e+02 6.680702e+05
1.347258e+02 6.330000e+05
1.374264e+02 5.990976e+05
1.401811e+02 5.679570e+05
1.429910e+02 5.374580e+05
1.458573e+02 5.085284e+05
1.487810e+02 4.813971e+05
1.517633e+02 4.562821e+05
1.548053e+02 4.321626e+05
1.579084e+02 4.089665e+05
1.610737e+02 3.871027e+05
1.643024e+02 3.666733e+05
1.675958e+02 3.474924e+05
1.709552e+02 3.291754e+05
1.743820e+02 3.116854e+05
1.778775e+02 2.950836e+05
1.814430e+02 2.793688e+05
1.850801e+02 2.644740e+05
1.887900e+02 2.504472e+05
1.925743e+02 2.374511e+05
1.964344e+02 2.248581e+05
2.003719e+02 2.128335e+05
2.043883e+02 2.014840e+05
2.084853e+02 1.907077e+05
2.126644e+02 1.803236e+05
2.169272e+02 1.709081e+05
2.212755e+02 1.617350e+05
2.257109e+02 1.530802e+05
2.302353e+02 1.449938e+05
2.348503e+02 1.372865e+05
2.395579e+02 1.299933e+05
2.443598e+02 1.230711e+05
2.492580e+02 1.166049e+05
2.542544e+02 1.103985e+05
2.593509e+02 1.045266e+05
2.645495e+02 9.896290e+04
2.698524e+02 9.363427e+04
2.752616e+02 8.862378e+04
2.807792e+02 8.390982e+04
2.864074e+02 7.950741e+04
