# Energy(MeV) Planare_Fluence(cm^-2*MeV^-1)
1.020464e+01 2.239627e+10
1.036127e+01 2.170155e+10
1.052030e+01 2.102982e+10
1.068177e+01 2.037709e+10
1.084573e+01 1.974462e+10
1.101220e+01 1.912764e+10
1.118122e+01 1.852305e+10
1.135284e+01 1.793462e+10
1.152709e+01 1.736671e+10
1.170402e+01 1.681775e+10
1.188367e+01 1.628398e+10
1.206607e+01 1.576374e+10
1.225127e+01 1.525898e+10
1.243931e+01 1.476879e+10
1.263024e+01 1.429091e+10
1.282410e+01 1.382802e+10
1.302094e+01 1.337818e+10
1.322079e+01 1.293832e+10
1.342372e+01 1.251367e+10
1.362976e+01 1.210263e+10
1.383896e+01 1.170099e+10
1.405137e+01 1.131356e+10
1.426704e+01 1.093636e+10
1.448602e+01 1.057339e+10
1.470837e+01 1.021798e+10
1.493413e+01 9.875579e+09
1.516335e+01 9.543962e+09
1.539609e+01 9.221241e+09
1.563240e+01 8.908888e+09
1.587234e+01 8.604148e+09
1.611596e+01 8.308735e+09
1.636332e+01 8.023406e+09
1.661448e+01 7.746504e+09
1.686950e+01 7.476864e+09
1.712842e+01 7.215732e+09
1.739133e+01 6.964366e+09
1.765826e+01 6.721476e+09
1.792930e+01 6.486171e+09
1.820449e+01 6.258222e+09
1.848391e+01 6.037158e+09
1.876762e+01 5.822190e+09
1.905568e+01 5.614467e+09
1.934816e+01 5.413357e+09
1.964514e+01 5.217475e+09
1.994667e+01 5.027371e+09
2.025283e+01 4.845480e+09
2.056368e+01 4.669023e+09
2.087931e+01 4.496780e+09
2.119979e+01 4.330868e+09
2.152518e+01 4.170949e+09
2.185557e+01 4.016296e+09
2.219102e+01 3.866757e+09
2.253163e+01 3.722507e+09
2.287747e+01 3.582378e+09
2.322861e+01 3.447355e+09
2.358514e+01 3.316821e+09
2.394715e+01 3.190310e+09
2.431471e+01 3.067293e+09
2.468791e+01 2.948561e+09
2.506685e+01 2.834358e+09
2.545159e+01 2.723981e+09
2.584225e+01 2.617149e+09
2.623890e+01 2.514310e+09
2.664163e+01 2.415259e+09
2.705055e+01 2.319694e+09
2.746575e+01 2.228522e+09
2.788732e+01 2.140657e+09
2.831535e+01 2.055515e+09
2.874996e+01 1.973392e+09
2.919124e+01 1.894193e+09
2.963930e+01 1.817820e+09
3.009423e+01 1.743660e+09
3.055614e+01 1.672022e+09
3.102514e+01 1.603098e+09
3.150134e+01 1.537324e+09
3.198485e+01 1.473743e+09
3.247578e+01 1.412522e+09
3.297425e+01 1.353761e+09
3.348037e+01 1.297560e+09
3.399425e+01 1.243085e+09
3.451603e+01 1.190273e+09
3.504581e+01 1.139674e+09
3.558372e+01 1.090918e+09
3.612989e+01 1.044050e+09
3.668444e+01 9.989393e+08
3.724751e+01 9.554503e+08
3.781922e+01 9.136902e+08
3.839970e+01 8.735673e+08
3.898909e+01 8.349051e+08
3.958753e+01 7.976345e+08
4.019515e+01 7.618580e+08
4.081210e+01 7.275152e+08
4.143852e+01 6.946946e+08
4.207456e+01 6.632786e+08
4.272035e+01 6.333106e+08
4.337606e+01 6.042331e+08
4.404184e+01 5.765514e+08
4.471783e+01 5.500495e+08
4.540420e+01 5.246120e+08
4.610110e+01 5.000499e+08
4.680870e+01 4.765637e+08
4.752716e+01 4.542581e+08
4.825665e+01 4.328228e+08
4.899734e+01 4.122808e+08
4.974939e+01 3.925507e+08
5.051299e+01 3.736658e+08
5.128830e+01 3.556245e+08
5.207552e+01 3.382960e+08
5.287482e+01 3.216906e+08
5.368639e+01 3.058912e+08
5.451042e+01 2.908126e+08
5.534709e+01 2.763983e+08
5.619661e+01 2.626518e+08
5.705916e+01 2.494939e+08
5.793495e+01 2.369105e+08
5.882419e+01 2.249926e+08
5.972707e+01 2.136018e+08
6.064382e+01 2.026607e+08
6.157463e+01 1.921519e+08
6.251973e+01 1.821614e+08
6.347934e+01 1.727079e+08
6.445368e+01 1.636247e+08
6.544297e+01 1.549683e+08
6.644744e+01 1.467398e+08
6.746734e+01 1.389241e+08
6.850288e+01 1.314653e+08
6.955433e+01 1.243732e+08
7.062191e+01 1.176648e+08
7.170587e+01 1.112456e+08
7.280648e+01 1.051219e+08
7.392398e+01 9.930554e+07
7.505862e+01 9.381288e+07
7.621069e+01 8.856418e+07
7.738044e+01 8.359532e+07
7.856814e+01 7.889683e+07
7.977407e+01 7.438356e+07
8.099851e+01 7.008494e+07
8.224175e+01 6.601916e+07
8.350407e+01 6.219840e+07
8.478576e+01 5.857668e+07
8.608713e+01 5.514379e+07
8.740847e+01 5.190745e+07
8.875009e+01 4.882573e+07
9.011230e+01 4.589880e+07
9.149543e+01 4.314392e+07
9.289978e+01 4.053772e+07
9.432568e+01 3.808276e+07
9.577348e+01 3.575412e+07
9.724349e+01 3.356175e+07
9.873607e+01 3.147874e+07
1.002516e+02 2.951885e+07
1.017903e+02 2.766022e+07
1.033527e+02 2.591330e+07
1.049390e+02 2.426662e+07
1.065497e+02 2.271007e+07
1.081851e+02 2.123485e+07
1.098457e+02 1.985028e+07
1.115317e+02 1.854878e+07
1.132435e+02 1.731755e+07
1.149817e+02 1.616473e+07
1.167465e+02 1.507152e+07
1.185385e+02 1.405444e+07
1.203579e+02 1.310043e+07
1.222053e+02 1.218360e+07
1.240810e+02 1.132835e+07
1.259855e+02 1.054113e+07
1.279192e+02 9.779632e+06
1.298826e+02 9.077197e+06
1.318762e+02 8.423121e+06
1.339003e+02 7.802360e+06
1.359555e+02 7.225198e+06
1.380423e+02 6.683266e+06
1.401611e+02 6.182613e+06
1.423124e+02 5.733849e+06
1.444968e+02 5.305293e+06
1.467146e+02 4.911824e+06
1.489665e+02 4.549837e+06
1.512530e+02 4.207181e+06
1.535746e+02 3.886381e+06
1.559317e+02 3.594653e+06
1.583251e+02 3.321515e+06
1.607552e+02 3.071437e+06
1.632226e+02 2.830260e+06
1.657279e+02 2.615050e+06
1.682717e+02 2.415043e+06
1.708544e+02 2.229158e+06
1.734769e+02 2.056782e+06
1.761395e+02 1.899963e+06
1.788431e+02 1.755079e+06
1.815881e+02 1.621987e+06
1.843753e+02 1.496137e+06
1.872053e+02 1.380573e+06
1.900786e+02 1.272464e+06
1.929961e+02 1.175134e+06
1.959584e+02 1.084943e+06
1.989662e+02 1.001577e+06
2.020201e+02 9.245206e+05
2.051208e+02 8.535480e+05
2.082692e+02 7.877508e+05
2.114659e+02 7.262082e+05
2.147117e+02 6.703768e+05
2.180073e+02 6.179795e+05
2.213534e+02 5.704426e+05
2.247509e+02 5.263025e+05
2.282006e+02 4.855078e+05
2.317032e+02 4.472992e+05
2.352596e+02 4.120460e+05
2.388706e+02 3.797770e+05
2.425370e+02 3.499775e+05
2.462597e+02 3.222625e+05
2.500395e+02 2.969824e+05
2.538773e+02 2.734092e+05
2.577740e+02 2.523444e+05
2.617306e+02 2.322300e+05
2.657478e+02 2.138262e+05
2.698268e+02 1.968816e+05
2.739683e+02 1.814399e+05
2.781734e+02 1.670506e+05
2.824430e+02 1.538325e+05
2.867782e+02 1.419001e+05
2.911799e+02 1.305191e+05
2.956492e+02 1.202002e+05
3.001871e+02 1.107785e+05
3.047946e+02 1.019410e+05
3.094729e+02 9.381779e+04
3.142230e+02 8.636700e+04
3.190459e+02 7.937663e+04
3.239429e+02 7.303492e+04
3.289151e+02 6.737254e+04
3.339636e+02 6.199062e+04
3.390895e+02 5.701326e+04
3.442942e+02 5.240122e+04
3.495787e+02 4.819542e+04
3.549443e+02 4.432314e+04
3.603923e+02 4.074199e+04
3.659239e+02 3.753478e+04
3.715405e+02 3.450689e+04
3.772432e+02 3.172589e+04
3.830334e+02 2.918480e+04
3.889126e+02 2.679919e+04
3.948819e+02 2.459576e+04
4.009429e+02 2.259179e+04
4.070970e+02 2.075441e+04
4.133454e+02 1.906666e+04
4.196898e+02 1.749528e+04
4.261316e+02 1.604272e+04
4.326722e+02 1.470939e+04
4.393133e+02 1.350117e+04
4.460562e+02 1.238827e+04
4.529027e+02 1.135503e+04
4.598542e+02 1.040838e+04
4.669125e+02 9.536816e+03
4.740790e+02 8.750994e+03
4.813556e+02 8.022981e+03
4.887439e+02 7.365928e+03
4.962456e+02 6.759221e+03
5.038624e+02 6.200416e+03
5.115961e+02 5.685142e+03
5.194485e+02 5.216066e+03
5.274215e+02 4.777727e+03
5.355168e+02 4.376912e+03
5.437364e+02 4.015210e+03
5.520821e+02 3.681840e+03
5.605559e+02 3.372981e+03
5.691598e+02 3.088975e+03
5.778958e+02 2.828266e+03
5.867659e+02 2.592502e+03
5.957720e+02 2.374395e+03
6.049165e+02 2.174963e+03
6.142013e+02 1.990752e+03
6.236286e+02 1.822473e+03
6.332005e+02 1.667082e+03
6.429195e+02 1.523688e+03
6.527876e+02 1.390570e+03
6.628071e+02 1.269432e+03
6.729804e+02 1.160387e+03
6.833099e+02 1.062107e+03
6.937980e+02 9.716224e+02
7.044470e+02 8.878493e+02
7.152595e+02 8.111229e+02
7.262379e+02 7.408448e+02
7.373848e+02 6.766979e+02
7.487028e+02 6.175583e+02
7.601946e+02 5.639420e+02
7.718627e+02 5.152785e+02
7.837099e+02 4.702144e+02
7.957390e+02 4.297573e+02
8.079527e+02 3.927312e+02
8.203539e+02 3.586379e+02
8.329454e+02 3.271981e+02
8.457301e+02 2.984614e+02
8.587111e+02 2.720307e+02
8.718914e+02 2.480251e+02
8.852739e+02 2.257164e+02
8.988619e+02 2.053252e+02
9.126584e+02 1.869358e+02
9.266667e+02 1.703866e+02
9.408900e+02 1.552279e+02
9.553316e+02 1.413529e+02
9.699948e+02 1.286948e+02
9.848832e+02 1.173195e+02
1.000000e+03 1.068415e+02
