# Energy(MeV) Phi16_Planare Phi84_Planare
1.269384e+02 2.888328e+03 9.087631e+03
1.294828e+02 2.685003e+03 8.573654e+03
1.320783e+02 2.471838e+03 8.085670e+03
1.347258e+02 2.328673e+03 7.627894e+03
1.374264e+02 2.185087e+03 7.194638e+03
1.401811e+02 2.022866e+03 6.776875e+03
1.429910e+02 1.882367e+03 6.388351e+03
1.458573e+02 1.765017e+03 6.017699e+03
1.487810e+02 1.646195e+03 5.664364e+03
1.517633e+02 1.513866e+03 5.329788e+03
1.548053e+02 1.417926e+03 5.014290e+03
1.579084e+02 1.303943e+03 4.719709e+03
1.610737e+02 1.192498e+03 4.445376e+03
1.643024e+02 1.097703e+03 4.184910e+03
1.675958e+02 1.026286e+03 3.938990e+03
1.709552e+02 9.375053e+02 3.714680e+03
1.743820e+02 8.564198e+02 3.499985e+03
1.778775e+02 7.838687e+02 3.291651e+03
1.814430e+02 7.231984e+02 3.103181e+03
1.850801e+02 6.754851e+02 2.922272e+03
1.887900e+02 6.179175e+02 2.746395e+03
1.925743e+02 5.714272e+02 2.583707e+03
1.964344e+02 5.350487e+02 2.432441e+03
2.003719e+02 5.009294e+02 2.290064e+03
2.043883e+02 4.696727e+02 2.153778e+03
2.084853e+02 4.399790e+02 2.024438e+03
2.126644e+02 4.020269e+02 1.902300e+03
2.169272e+02 3.710428e+02 1.790012e+03
2.212755e+02 3.487157e+02 1.682583e+03
2.257109e+02 3.264060e+02 1.582225e+03
2.302353e+02 3.006361e+02 1.486321e+03
2.348503e+02 2.739978e+02 1.396470e+03
2.395579e+02 2.499966e+02 1.309956e+03
2.443598e+02 2.309972e+02 1.229890e+03
2.492580e+02 2.124879e+02 1.153056e+03
2.542544e+02 1.984571e+02 1.081531e+03
2.593509e+02 1.857132e+02 1.014906e+03
2.645495e+02 1.737508e+02 9.504960e+02
2.698524e+02 1.611813e+02 8.907113e+02
2.752616e+02 1.472684e+02 8.347031e+02
2.807792e+02 1.341837e+02 7.819212e+02
2.864074e+02 1.230157e+02 7.336231e+02
2.921484e+02 1.132902e+02 6.873301e+02
2.980045e+02 1.052021e+02 6.446718e+02
3.039780e+02 9.767175e+01 6.032859e+02
3.100712e+02 9.023671e+01 5.651526e+02
3.162865e+02 8.208303e+01 5.300024e+02
3.226265e+02 7.460773e+01 4.961210e+02
3.290935e+02 6.775958e+01 4.639181e+02
3.356901e+02 6.148115e+01 4.342887e+02
3.424190e+02 5.552833e+01 4.066051e+02
3.492828e+02 5.004551e+01 3.807230e+02
3.562841e+02 4.505560e+01 3.562814e+02
3.634258e+02 4.094884e+01 3.329399e+02
3.707107e+02 3.693970e+01 3.110169e+02
3.781415e+02 3.330491e+01 2.908995e+02
3.857213e+02 3.063267e+01 2.716648e+02
3.934531e+02 2.811077e+01 2.542172e+02
4.013398e+02 2.506437e+01 2.373718e+02
4.093847e+02 2.250668e+01 2.218290e+02
4.175907e+02 2.038010e+01 2.068764e+02
4.259613e+02 1.854942e+01 1.930788e+02
4.344997e+02 1.712920e+01 1.806445e+02
4.432092e+02 1.528409e+01 1.686905e+02
4.520933e+02 1.370983e+01 1.574740e+02
4.611555e+02 1.234674e+01 1.465794e+02
4.703993e+02 1.102461e+01 1.362428e+02
4.798284e+02 1.002572e+01 1.272349e+02
4.894465e+02 8.970737e+00 1.187985e+02
4.992574e+02 7.893233e+00 1.110050e+02
5.092650e+02 6.934618e+00 1.033372e+02
5.194732e+02 6.082999e+00 9.636186e+01
5.298860e+02 5.459599e+00 8.983999e+01
5.405075e+02 4.769101e+00 8.345381e+01
5.513420e+02 4.196361e+00 7.746809e+01
5.623936e+02 3.693894e+00 7.184728e+01
5.736667e+02 3.204720e+00 6.697136e+01
5.851658e+02 2.775313e+00 6.224389e+01
5.968954e+02 2.399023e+00 5.780351e+01
