# Energy(MeV) Fluence_Spherical_Median(cm^-2*MeV^-1)
1.314462e+01 2.038089e+08
1.336375e+01 1.971686e+08
1.358654e+01 1.906046e+08
1.381304e+01 1.842556e+08
1.404331e+01 1.782432e+08
1.427743e+01 1.722893e+08
1.451544e+01 1.664715e+08
1.475743e+01 1.608274e+08
1.500344e+01 1.552623e+08
1.525356e+01 1.499853e+08
1.550785e+01 1.447580e+08
1.576638e+01 1.398102e+08
1.602922e+01 1.349517e+08
1.629644e+01 1.301504e+08
1.656811e+01 1.256283e+08
1.684432e+01 1.211139e+08
1.712513e+01 1.167896e+08
1.741061e+01 1.124857e+08
1.770086e+01 1.083946e+08
1.799595e+01 1.044717e+08
1.829596e+01 1.006293e+08
1.860097e+01 9.690539e+07
1.891106e+01 9.323400e+07
1.922632e+01 8.971784e+07
1.954684e+01 8.636158e+07
1.987270e+01 8.305835e+07
2.020400e+01 7.987295e+07
2.054081e+01 7.683100e+07
2.088324e+01 7.386936e+07
2.123138e+01 7.101007e+07
2.158533e+01 6.825407e+07
2.194517e+01 6.561634e+07
2.231102e+01 6.304907e+07
2.268296e+01 6.059261e+07
2.306110e+01 5.813746e+07
2.344555e+01 5.569779e+07
2.383641e+01 5.343515e+07
2.423378e+01 5.125312e+07
2.463777e+01 4.919006e+07
2.504851e+01 4.714307e+07
2.546608e+01 4.514413e+07
2.589062e+01 4.320872e+07
2.632224e+01 4.133905e+07
2.676105e+01 3.954589e+07
2.720718e+01 3.779499e+07
2.766075e+01 3.618367e+07
2.812188e+01 3.458831e+07
2.859069e+01 3.308831e+07
2.906732e+01 3.159553e+07
2.955189e+01 3.014036e+07
3.004455e+01 2.876262e+07
3.054541e+01 2.741248e+07
3.105463e+01 2.612993e+07
3.157234e+01 2.486683e+07
3.209867e+01 2.369867e+07
3.263378e+01 2.256424e+07
3.317781e+01 2.150834e+07
3.373092e+01 2.048832e+07
3.429324e+01 1.949163e+07
3.486493e+01 1.851865e+07
3.544616e+01 1.760718e+07
3.603708e+01 1.673476e+07
3.663784e+01 1.588379e+07
3.724862e+01 1.509919e+07
3.786959e+01 1.434053e+07
3.850090e+01 1.360711e+07
3.914275e+01 1.289563e+07
3.979529e+01 1.220352e+07
4.045871e+01 1.155931e+07
4.113318e+01 1.095208e+07
4.181891e+01 1.037007e+07
4.251606e+01 9.823350e+06
4.322484e+01 9.299732e+06
4.394543e+01 8.806737e+06
4.467804e+01 8.338921e+06
4.542286e+01 7.891932e+06
4.618009e+01 7.471976e+06
4.694995e+01 7.075631e+06
4.773264e+01 6.699796e+06
4.852839e+01 6.338465e+06
4.933739e+01 6.002614e+06
5.015989e+01 5.680008e+06
5.099609e+01 5.375563e+06
5.184624e+01 5.090942e+06
5.271056e+01 4.821456e+06
5.358928e+01 4.562114e+06
5.448266e+01 4.317216e+06
5.539093e+01 4.085304e+06
5.631434e+01 3.865659e+06
5.725315e+01 3.656466e+06
5.820760e+01 3.461238e+06
5.917797e+01 3.275541e+06
6.016451e+01 3.100279e+06
6.116750e+01 2.932891e+06
6.218721e+01 2.774719e+06
6.322392e+01 2.625739e+06
6.427792e+01 2.485048e+06
6.534948e+01 2.350025e+06
6.643891e+01 2.223759e+06
6.754650e+01 2.104192e+06
6.867256e+01 1.991424e+06
6.981738e+01 1.886068e+06
7.098129e+01 1.784491e+06
7.216461e+01 1.689208e+06
7.336765e+01 1.598313e+06
7.459075e+01 1.511823e+06
7.583423e+01 1.429984e+06
7.709845e+01 1.352511e+06
7.838375e+01 1.278855e+06
7.969047e+01 1.210302e+06
8.101897e+01 1.145359e+06
8.236962e+01 1.082624e+06
8.374279e+01 1.024110e+06
8.513885e+01 9.690935e+05
8.655818e+01 9.172946e+05
8.800117e+01 8.681404e+05
8.946822e+01 8.220744e+05
9.095973e+01 7.786308e+05
9.247610e+01 7.368198e+05
9.401775e+01 6.971802e+05
9.558510e+01 6.593122e+05
9.717858e+01 6.233318e+05
9.879863e+01 5.896518e+05
1.004457e+02 5.581642e+05
1.021202e+02 5.282131e+05
1.038226e+02 4.999358e+05
1.055534e+02 4.732507e+05
1.073131e+02 4.478640e+05
1.091021e+02 4.239531e+05
1.109209e+02 4.011639e+05
1.127700e+02 3.797061e+05
1.146500e+02 3.591269e+05
1.165613e+02 3.399251e+05
1.185045e+02 3.216243e+05
1.204800e+02 3.042932e+05
1.224885e+02 2.882146e+05
1.245305e+02 2.723124e+05
1.266066e+02 2.577352e+05
1.287172e+02 2.439180e+05
1.308630e+02 2.308461e+05
1.330446e+02 2.184454e+05
1.352626e+02 2.066791e+05
1.375175e+02 1.955019e+05
1.398100e+02 1.849962e+05
1.421408e+02 1.750602e+05
1.445104e+02 1.655956e+05
1.469195e+02 1.566900e+05
1.493687e+02 1.482360e+05
1.518588e+02 1.403096e+05
1.543904e+02 1.328036e+05
1.569642e+02 1.256217e+05
1.595810e+02 1.188119e+05
1.622413e+02 1.124189e+05
1.649460e+02 1.062726e+05
1.676958e+02 1.005773e+05
1.704914e+02 9.523949e+04
1.733336e+02 9.012819e+04
1.762232e+02 8.529235e+04
1.791610e+02 8.075804e+04
1.821478e+02 7.636288e+04
1.851843e+02 7.232751e+04
1.882715e+02 6.841648e+04
1.914101e+02 6.470729e+04
1.946011e+02 6.123325e+04
1.978453e+02 5.790296e+04
2.011435e+02 5.476725e+04
2.044967e+02 5.182306e+04
2.079058e+02 4.905019e+04
2.113718e+02 4.638454e+04
2.148955e+02 4.387797e+04
2.184780e+02 4.152718e+04
2.221202e+02 3.927585e+04
2.258231e+02 3.712916e+04
2.295878e+02 3.515726e+04
2.334152e+02 3.325878e+04
2.373064e+02 3.149206e+04
2.412625e+02 2.979046e+04
2.452846e+02 2.819398e+04
2.493736e+02 2.666069e+04
2.535309e+02 2.521133e+04
2.577575e+02 2.386889e+04
2.620545e+02 2.260319e+04
2.664231e+02 2.138825e+04
2.708646e+02 2.024316e+04
2.753802e+02 1.915418e+04
2.799710e+02 1.812604e+04
2.846383e+02 1.716547e+04
2.893835e+02 1.624155e+04
2.942077e+02 1.536198e+04
2.991124e+02 1.452230e+04
3.040988e+02 1.374200e+04
3.091684e+02 1.299704e+04
3.143225e+02 1.229643e+04
3.195625e+02 1.163752e+04
3.248899e+02 1.101014e+04
3.303060e+02 1.041260e+04
3.358125e+02 9.850089e+03
3.414108e+02 9.321857e+03
3.471024e+02 8.814001e+03
3.528888e+02 8.338702e+03
3.587718e+02 7.889658e+03
3.647528e+02 7.465559e+03
3.708335e+02 7.064469e+03
3.770156e+02 6.683721e+03
3.833007e+02 6.323877e+03
3.896907e+02 5.974406e+03
3.961871e+02 5.652645e+03
4.027919e+02 5.348317e+03
4.095068e+02 5.062286e+03
4.163336e+02 4.787648e+03
4.232742e+02 4.532763e+03
4.303305e+02 4.292545e+03
4.375044e+02 4.061844e+03
4.447980e+02 3.838491e+03
4.522131e+02 3.631773e+03
4.597519e+02 3.434120e+03
4.674163e+02 3.252182e+03
4.752085e+02 3.077469e+03
4.831306e+02 2.910089e+03
4.911848e+02 2.756543e+03
4.993733e+02 2.609764e+03
5.076982e+02 2.469208e+03
5.161619e+02 2.334122e+03
5.247668e+02 2.208447e+03
5.335151e+02 2.088912e+03
5.424092e+02 1.976978e+03
5.514516e+02 1.870787e+03
5.606447e+02 1.770931e+03
5.699911e+02 1.676002e+03
5.794933e+02 1.586008e+03
5.891539e+02 1.501088e+03
5.989756e+02 1.420494e+03
6.089610e+02 1.344311e+03
6.191129e+02 1.271947e+03
6.294340e+02 1.202593e+03
6.399271e+02 1.136553e+03
6.505952e+02 1.075530e+03
6.614412e+02 1.017745e+03
6.724679e+02 9.641606e+02
6.836785e+02 9.125986e+02
6.950760e+02 8.639031e+02
7.066635e+02 8.178304e+02
7.184441e+02 7.739118e+02
7.304211e+02 7.315867e+02
7.425979e+02 6.924616e+02
7.549776e+02 6.551600e+02
7.675636e+02 6.196086e+02
7.803595e+02 5.862564e+02
7.933688e+02 5.548343e+02
8.065948e+02 5.245662e+02
8.200414e+02 4.965675e+02
8.337122e+02 4.696725e+02
8.476108e+02 4.442332e+02
8.617412e+02 4.204023e+02
8.761071e+02 3.976749e+02
8.907125e+02 3.763807e+02
9.055614e+02 3.566084e+02
9.206578e+02 3.378856e+02
9.360059e+02 3.198576e+02
9.516099e+02 3.025753e+02
9.674740e+02 2.862602e+02
9.836026e+02 2.711129e+02
1.000000e+03 2.564974e+02
