# Energy(MeV) Planare_Fluence(cm^-2*MeV^-1)
5.438397e+02 9.882042e+01
5.539709e+02 9.337460e+01
5.642908e+02 8.819226e+01
5.748030e+02 8.336999e+01
5.855110e+02 7.876202e+01
5.964185e+02 7.431874e+01
6.075292e+02 7.030852e+01
6.188468e+02 6.639567e+01
6.303753e+02 6.269053e+01
6.421186e+02 5.919861e+01
6.540806e+02 5.602275e+01
6.662655e+02 5.292919e+01
6.786773e+02 5.009619e+01
6.913204e+02 4.734195e+01
7.041990e+02 4.471472e+01
7.173175e+02 4.229716e+01
7.306804e+02 4.003020e+01
7.442922e+02 3.785011e+01
7.581576e+02 3.575202e+01
7.722814e+02 3.375722e+01
7.866682e+02 3.186880e+01
8.013230e+02 3.007759e+01
8.162509e+02 2.841162e+01
8.314568e+02 2.689140e+01
8.469460e+02 2.541303e+01
8.627237e+02 2.399281e+01
8.787954e+02 2.264770e+01
8.951665e+02 2.139165e+01
9.118425e+02 2.025393e+01
9.288292e+02 1.914493e+01
9.461324e+02 1.806562e+01
9.637579e+02 1.708428e+01
9.817117e+02 1.616022e+01
1.000000e+03 1.527610e+01
