# Energy(MeV) Fluence_Planar_Median(cm^-2*MeV^-1)
2.801640e+01 1.155441e+06
2.834136e+01 1.130868e+06
2.867009e+01 1.106938e+06
2.900263e+01 1.083581e+06
2.933903e+01 1.060811e+06
2.967933e+01 1.038178e+06
3.002358e+01 1.015621e+06
3.037182e+01 9.934494e+05
3.072410e+01 9.719803e+05
3.108046e+01 9.512635e+05
3.144096e+01 9.309702e+05
3.180564e+01 9.108799e+05
3.217455e+01 8.912233e+05
3.254774e+01 8.719681e+05
3.292526e+01 8.534131e+05
3.330716e+01 8.351877e+05
3.369348e+01 8.170620e+05
3.408429e+01 7.996110e+05
3.447963e+01 7.825328e+05
3.487956e+01 7.656300e+05
3.528412e+01 7.489613e+05
3.569338e+01 7.326438e+05
3.610738e+01 7.165991e+05
3.652619e+01 7.012268e+05
3.694985e+01 6.862272e+05
3.737843e+01 6.715486e+05
3.781198e+01 6.569931e+05
3.825055e+01 6.427191e+05
3.869422e+01 6.287552e+05
3.914303e+01 6.150947e+05
3.959704e+01 6.017615e+05
4.005633e+01 5.888221e+05
4.052094e+01 5.761609e+05
4.099093e+01 5.638750e+05
4.146638e+01 5.519110e+05
4.194735e+01 5.400723e+05
4.243389e+01 5.284546e+05
4.292608e+01 5.169107e+05
4.342397e+01 5.055449e+05
4.392764e+01 4.944291e+05
4.443715e+01 4.835577e+05
4.495258e+01 4.729253e+05
4.547398e+01 4.626239e+05
4.600143e+01 4.525687e+05
4.653499e+01 4.426761e+05
4.707475e+01 4.329860e+05
4.762076e+01 4.235145e+05
4.817311e+01 4.144554e+05
4.873186e+01 4.055080e+05
4.929710e+01 3.967861e+05
4.986889e+01 3.882518e+05
5.044732e+01 3.799011e+05
5.103245e+01 3.717300e+05
5.162437e+01 3.637347e+05
5.222315e+01 3.558194e+05
5.282889e+01 3.480662e+05
5.344164e+01 3.404821e+05
5.406151e+01 3.330489e+05
5.468856e+01 3.257658e+05
5.532289e+01 3.186420e+05
5.596457e+01 3.116739e+05
5.661370e+01 3.048583e+05
5.727036e+01 2.981917e+05
5.793463e+01 2.916709e+05
5.860661e+01 2.852926e+05
5.928638e+01 2.790775e+05
5.997404e+01 2.730116e+05
6.066967e+01 2.670777e+05
6.137337e+01 2.612726e+05
6.208523e+01 2.556014e+05
6.280535e+01 2.501193e+05
6.353383e+01 2.447098e+05
6.427075e+01 2.394333e+05
6.501622e+01 2.342755e+05
6.577033e+01 2.292346e+05
6.653320e+01 2.243021e+05
6.730491e+01 2.194758e+05
6.808557e+01 2.147533e+05
6.887529e+01 2.101325e+05
6.967417e+01 2.056111e+05
7.048231e+01 2.012142e+05
7.129983e+01 1.969429e+05
7.212683e+01 1.927623e+05
7.296342e+01 1.886705e+05
7.380971e+01 1.846655e+05
7.466583e+01 1.807455e+05
7.553187e+01 1.769088e+05
7.640795e+01 1.731535e+05
7.729420e+01 1.694779e+05
7.819073e+01 1.658370e+05
7.909765e+01 1.622645e+05
8.001510e+01 1.587690e+05
8.094319e+01 1.553487e+05
8.188204e+01 1.520022e+05
8.283178e+01 1.487278e+05
8.379254e+01 1.455230e+05
8.476444e+01 1.424071e+05
8.574761e+01 1.393579e+05
8.674219e+01 1.363740e+05
8.774830e+01 1.334516e+05
8.876609e+01 1.305572e+05
8.979568e+01 1.277078e+05
9.083721e+01 1.249184e+05
9.189082e+01 1.221898e+05
9.295665e+01 1.195209e+05
9.403485e+01 1.169103e+05
9.512555e+01 1.143567e+05
9.622890e+01 1.118882e+05
9.734505e+01 1.095007e+05
9.847414e+01 1.071641e+05
9.961633e+01 1.048509e+05
1.007718e+02 1.025768e+05
1.019406e+02 1.003520e+05
1.031230e+02 9.817555e+04
1.043191e+02 9.604626e+04
1.055291e+02 9.396315e+04
1.067531e+02 9.192522e+04
1.079914e+02 8.992795e+04
1.092439e+02 8.797377e+04
1.105110e+02 8.606205e+04
1.117928e+02 8.419188e+04
1.130895e+02 8.236235e+04
1.144012e+02 8.057257e+04
1.157282e+02 7.882169e+04
1.170705e+02 7.710886e+04
1.184284e+02 7.543675e+04
1.198020e+02 7.380556e+04
1.211916e+02 7.220964e+04
1.225973e+02 7.064835e+04
1.240193e+02 6.912059e+04
1.254578e+02 6.762598e+04
1.269129e+02 6.616369e+04
1.283850e+02 6.473092e+04
1.298741e+02 6.332479e+04
1.313805e+02 6.194921e+04
1.329044e+02 6.060382e+04
1.344459e+02 5.928941e+04
1.360053e+02 5.800351e+04
1.375828e+02 5.674549e+04
1.391787e+02 5.551476e+04
1.407930e+02 5.431073e+04
1.424260e+02 5.313280e+04
1.440780e+02 5.198043e+04
1.457491e+02 5.085305e+04
1.474397e+02 4.975012e+04
1.491498e+02 4.867111e+04
1.508798e+02 4.761550e+04
1.526298e+02 4.657761e+04
1.544002e+02 4.556017e+04
1.561910e+02 4.456496e+04
1.580027e+02 4.359718e+04
1.598353e+02 4.265181e+04
1.616892e+02 4.173332e+04
1.635647e+02 4.083803e+04
1.654618e+02 3.996195e+04
1.673810e+02 3.910466e+04
1.693224e+02 3.826050e+04
1.712864e+02 3.743390e+04
1.732731e+02 3.662516e+04
1.752829e+02 3.583389e+04
1.773160e+02 3.505971e+04
1.793727e+02 3.430226e+04
1.814532e+02 3.356118e+04
1.835578e+02 3.283610e+04
1.856869e+02 3.212669e+04
1.878407e+02 3.143261e+04
1.900194e+02 3.075352e+04
1.922234e+02 3.008911e+04
1.944530e+02 2.943905e+04
1.967085e+02 2.880303e+04
1.989901e+02 2.818076e+04
2.012981e+02 2.757193e+04
2.036330e+02 2.697625e+04
2.059949e+02 2.639344e+04
2.083842e+02 2.582229e+04
2.108012e+02 2.526275e+04
2.132463e+02 2.471534e+04
2.157197e+02 2.417978e+04
2.182218e+02 2.365583e+04
2.207529e+02 2.314324e+04
2.233134e+02 2.264175e+04
2.259036e+02 2.215277e+04
2.285239e+02 2.167618e+04
2.311745e+02 2.120984e+04
2.338559e+02 2.075354e+04
2.365683e+02 2.030706e+04
2.393123e+02 1.987018e+04
2.420880e+02 1.944270e+04
2.448960e+02 1.902441e+04
2.477365e+02 1.861513e+04
2.506100e+02 1.821465e+04
2.535168e+02 1.782279e+04
2.564573e+02 1.743936e+04
2.594319e+02 1.706418e+04
2.624410e+02 1.669707e+04
2.654850e+02 1.633786e+04
2.685644e+02 1.598637e+04
2.716794e+02 1.564245e+04
2.748306e+02 1.530593e+04
2.780183e+02 1.497635e+04
2.812431e+02 1.465297e+04
2.845052e+02 1.433766e+04
2.878051e+02 1.402987e+04
2.911433e+02 1.372869e+04
2.945203e+02 1.343397e+04
2.979364e+02 1.314558e+04
3.013921e+02 1.286339e+04
3.048879e+02 1.258725e+04
3.084243e+02 1.231704e+04
3.120017e+02 1.205263e+04
3.156206e+02 1.179389e+04
3.192814e+02 1.154071e+04
3.229847e+02 1.129297e+04
3.267310e+02 1.105054e+04
3.305207e+02 1.081332e+04
3.343544e+02 1.058119e+04
3.382325e+02 1.035404e+04
3.421556e+02 1.013177e+04
3.461243e+02 9.914271e+03
3.501389e+02 9.701441e+03
3.542002e+02 9.493180e+03
3.583085e+02 9.289389e+03
3.624645e+02 9.089974e+03
3.666687e+02 8.894839e+03
3.709216e+02 8.703894e+03
3.752239e+02 8.516803e+03
3.795761e+02 8.332511e+03
3.839787e+02 8.152207e+03
3.884325e+02 7.975805e+03
3.929379e+02 7.803082e+03
3.974955e+02 7.633757e+03
4.021060e+02 7.468106e+03
4.067700e+02 7.307328e+03
4.114881e+02 7.150616e+03
4.162609e+02 6.997265e+03
4.210891e+02 6.847202e+03
4.259732e+02 6.700062e+03
4.309140e+02 6.555872e+03
4.359122e+02 6.414718e+03
4.409683e+02 6.276369e+03
4.460830e+02 6.141005e+03
4.512571e+02 6.007943e+03
4.564912e+02 5.877424e+03
4.617860e+02 5.749741e+03
4.671422e+02 5.624831e+03
4.725605e+02 5.502635e+03
4.780417e+02 5.383094e+03
4.835865e+02 5.266150e+03
4.891955e+02 5.151746e+03
4.948696e+02 5.039827e+03
5.006096e+02 4.930340e+03
5.064161e+02 4.823232e+03
5.122900e+02 4.718450e+03
5.182320e+02 4.615945e+03
5.242429e+02 4.515666e+03
5.303235e+02 4.417566e+03
5.364747e+02 4.321598e+03
5.426972e+02 4.227714e+03
5.489919e+02 4.135869e+03
5.553596e+02 4.046232e+03
5.618012e+02 3.959092e+03
5.683174e+02 3.873829e+03
5.749093e+02 3.790402e+03
5.815776e+02 3.708772e+03
5.883233e+02 3.628900e+03
5.951472e+02 3.550749e+03
6.020502e+02 3.474280e+03
6.090333e+02 3.399459e+03
6.160975e+02 3.326248e+03
6.232435e+02 3.254615e+03
6.304724e+02 3.184524e+03
6.377852e+02 3.115943e+03
6.451828e+02 3.049277e+03
6.526662e+02 2.984096e+03
6.602365e+02 2.920308e+03
6.678945e+02 2.857884e+03
6.756413e+02 2.796794e+03
6.834780e+02 2.737010e+03
6.914056e+02 2.678504e+03
6.994251e+02 2.621248e+03
7.075377e+02 2.565216e+03
7.157444e+02 2.510383e+03
7.240462e+02 2.456721e+03
7.324443e+02 2.404206e+03
7.409399e+02 2.352814e+03
7.495340e+02 2.302520e+03
7.582277e+02 2.253302e+03
7.670223e+02 2.205135e+03
7.759190e+02 2.157999e+03
7.849188e+02 2.111869e+03
7.940229e+02 2.066726e+03
8.032327e+02 2.022548e+03
8.125494e+02 1.979250e+03
8.219740e+02 1.936527e+03
8.315080e+02 1.894726e+03
8.411526e+02 1.853828e+03
8.509090e+02 1.813813e+03
8.607786e+02 1.774661e+03
8.707627e+02 1.736355e+03
8.808626e+02 1.698875e+03
8.910797e+02 1.662205e+03
9.014152e+02 1.626326e+03
9.118706e+02 1.591222e+03
9.224473e+02 1.556792e+03
9.331467e+02 1.523056e+03
9.439702e+02 1.490051e+03
9.549192e+02 1.457868e+03
9.659952e+02 1.426525e+03
9.771997e+02 1.395855e+03
9.885341e+02 1.365816e+03
1.000000e+03 1.336411e+03
