# Energy(MeV) Fluence_Planar_Median(cm^-2*MeV^-1)
5.794933e+02 3.760327e+02
5.891539e+02 3.558400e+02
5.989756e+02 3.366396e+02
6.089610e+02 3.185633e+02
6.191129e+02 3.013185e+02
6.294340e+02 2.847797e+02
6.399271e+02 2.692192e+02
6.505952e+02 2.544012e+02
6.614412e+02 2.407144e+02
6.724679e+02 2.277566e+02
6.836785e+02 2.154963e+02
6.950760e+02 2.039749e+02
7.066635e+02 1.929884e+02
7.184441e+02 1.825363e+02
7.304211e+02 1.725430e+02
7.425979e+02 1.631435e+02
7.549776e+02 1.542468e+02
7.675636e+02 1.458857e+02
7.803595e+02 1.381121e+02
7.933688e+02 1.305574e+02
8.065948e+02 1.234414e+02
8.200414e+02 1.167319e+02
8.337122e+02 1.103462e+02
8.476108e+02 1.043442e+02
8.617412e+02 9.879503e+01
8.761071e+02 9.345116e+01
8.907125e+02 8.841107e+01
9.055614e+02 8.369913e+01
9.206578e+02 7.919123e+01
9.360059e+02 7.489768e+01
9.516099e+02 7.084682e+01
9.674740e+02 6.705515e+01
9.836026e+02 6.343516e+01
1.000000e+03 5.999194e+01
