# Energy(MeV) Fluence_Total
2.811364e+02 2.486927e+04
2.839373e+02 2.405501e+04
2.867661e+02 2.328057e+04
2.896230e+02 2.254557e+04
2.925085e+02 2.181244e+04
2.954226e+02 2.109751e+04
2.983658e+02 2.038588e+04
3.013384e+02 1.967851e+04
3.043405e+02 1.899557e+04
3.073726e+02 1.833622e+04
3.104348e+02 1.773346e+04
3.135276e+02 1.721275e+04
3.166512e+02 1.672138e+04
3.198059e+02 1.624395e+04
3.229920e+02 1.578006e+04
3.262099e+02 1.528703e+04
3.294598e+02 1.477137e+04
3.327421e+02 1.427305e+04
3.360571e+02 1.379148e+04
3.394052e+02 1.332610e+04
3.427866e+02 1.287636e+04
3.462016e+02 1.244175e+04
3.496507e+02 1.206050e+04
3.531342e+02 1.170604e+04
3.566524e+02 1.136202e+04
3.602056e+02 1.102813e+04
3.637942e+02 1.072147e+04
3.674186e+02 1.044461e+04
3.710791e+02 1.011526e+04
3.747760e+02 9.785701e+03
3.785098e+02 9.460909e+03
3.822808e+02 9.160645e+03
3.860893e+02 8.869848e+03
3.899358e+02 8.588220e+03
3.938206e+02 8.315474e+03
3.977442e+02 8.048476e+03
4.017068e+02 7.786398e+03
4.057089e+02 7.535394e+03
4.097508e+02 7.292479e+03
4.138330e+02 7.068314e+03
4.179559e+02 6.852249e+03
4.221199e+02 6.643944e+03
4.263254e+02 6.456421e+03
4.305727e+02 6.246331e+03
4.348624e+02 6.043082e+03
4.391948e+02 5.846451e+03
4.435703e+02 5.656222e+03
4.479895e+02 5.472186e+03
4.524527e+02 5.294141e+03
4.569603e+02 5.121891e+03
4.615129e+02 4.955248e+03
4.661108e+02 4.794027e+03
4.707545e+02 4.638053e+03
4.754445e+02 4.490308e+03
4.801812e+02 4.350805e+03
4.849651e+02 4.214618e+03
4.897967e+02 4.080034e+03
4.946764e+02 3.949493e+03
4.996047e+02 3.816909e+03
5.045821e+02 3.688743e+03
5.096091e+02 3.564849e+03
5.146862e+02 3.445085e+03
5.198139e+02 3.329314e+03
5.249926e+02 3.217404e+03
5.302230e+02 3.109226e+03
5.355054e+02 3.004657e+03
5.408405e+02 2.903577e+03
5.462287e+02 2.805871e+03
5.516707e+02 2.711426e+03
5.571668e+02 2.620134e+03
5.627177e+02 2.531890e+03
5.683239e+02 2.446594e+03
5.739859e+02 2.364147e+03
5.797043e+02 2.284455e+03
5.854798e+02 2.207426e+03
5.913127e+02 2.132972e+03
5.972038e+02 2.061008e+03
6.031536e+02 1.991450e+03
6.091626e+02 1.924218e+03
6.152315e+02 1.859236e+03
6.213609e+02 1.796428e+03
6.275513e+02 1.735723e+03
6.338034e+02 1.677049e+03
6.401178e+02 1.620341e+03
6.464951e+02 1.565532e+03
6.529359e+02 1.512559e+03
6.594410e+02 1.461361e+03
6.660108e+02 1.411880e+03
6.726460e+02 1.364057e+03
6.793474e+02 1.317838e+03
6.861155e+02 1.273169e+03
6.929511e+02 1.233368e+03
6.998548e+02 1.193597e+03
7.068272e+02 1.157888e+03
7.138691e+02 1.123242e+03
7.209812e+02 1.089628e+03
7.281641e+02 1.057305e+03
7.354186e+02 1.026321e+03
7.427453e+02 9.962366e+02
7.501451e+02 9.670259e+02
7.576186e+02 9.374340e+02
7.651665e+02 9.057757e+02
7.727896e+02 8.751768e+02
7.804887e+02 8.456021e+02
7.882645e+02 8.170174e+02
7.961177e+02 7.893899e+02
8.040492e+02 7.626876e+02
8.120597e+02 7.368798e+02
8.201500e+02 7.119367e+02
8.283209e+02 6.878295e+02
8.365732e+02 6.645304e+02
8.449078e+02 6.420124e+02
8.533253e+02 6.202496e+02
8.618268e+02 5.979112e+02
8.704129e+02 5.763650e+02
8.790845e+02 5.555858e+02
8.878426e+02 5.355464e+02
8.966879e+02 5.162209e+02
9.056213e+02 4.975840e+02
9.146438e+02 4.797946e+02
9.237561e+02 4.630654e+02
9.329592e+02 4.469125e+02
9.422540e+02 4.313357e+02
9.516414e+02 4.169021e+02
9.611223e+02 4.029921e+02
9.706977e+02 3.895388e+02
9.803685e+02 3.765275e+02
9.901356e+02 3.639438e+02
1.000000e+03 3.506887e+02
