# Energy(MeV) Fluence_Total
2.756173e+02 6.613503e+03
2.783631e+02 6.415512e+03
2.811364e+02 6.217319e+03
2.839373e+02 6.013752e+03
2.867661e+02 5.820142e+03
2.896230e+02 5.636392e+03
2.925085e+02 5.453111e+03
2.954226e+02 5.274377e+03
2.983658e+02 5.096470e+03
3.013384e+02 4.919627e+03
3.043405e+02 4.748892e+03
3.073726e+02 4.584055e+03
3.104348e+02 4.433366e+03
3.135276e+02 4.303186e+03
3.166512e+02 4.180346e+03
3.198059e+02 4.060989e+03
3.229920e+02 3.945016e+03
3.262099e+02 3.821758e+03
3.294598e+02 3.692844e+03
3.327421e+02 3.568262e+03
3.360571e+02 3.447870e+03
3.394052e+02 3.331524e+03
3.427866e+02 3.219091e+03
3.462016e+02 3.110439e+03
3.496507e+02 3.015125e+03
3.531342e+02 2.926509e+03
3.566524e+02 2.840505e+03
3.602056e+02 2.757033e+03
3.637942e+02 2.680367e+03
3.674186e+02 2.611152e+03
3.710791e+02 2.528815e+03
3.747760e+02 2.446425e+03
3.785098e+02 2.365227e+03
3.822808e+02 2.290161e+03
3.860893e+02 2.217462e+03
3.899358e+02 2.147055e+03
3.938206e+02 2.078868e+03
3.977442e+02 2.012119e+03
4.017068e+02 1.946600e+03
4.057089e+02 1.883848e+03
4.097508e+02 1.823120e+03
4.138330e+02 1.767078e+03
4.179559e+02 1.713062e+03
4.221199e+02 1.660986e+03
4.263254e+02 1.614105e+03
4.305727e+02 1.561583e+03
4.348624e+02 1.510770e+03
4.391948e+02 1.461613e+03
4.435703e+02 1.414055e+03
4.479895e+02 1.368047e+03
4.524527e+02 1.323535e+03
4.569603e+02 1.280473e+03
4.615129e+02 1.238812e+03
4.661108e+02 1.198507e+03
4.707545e+02 1.159513e+03
4.754445e+02 1.122577e+03
4.801812e+02 1.087701e+03
4.849651e+02 1.053655e+03
4.897967e+02 1.020009e+03
4.946764e+02 9.873732e+02
4.996047e+02 9.542272e+02
5.045821e+02 9.221858e+02
5.096091e+02 8.912122e+02
5.146862e+02 8.612712e+02
5.198139e+02 8.323285e+02
5.249926e+02 8.043509e+02
5.302230e+02 7.773065e+02
5.355054e+02 7.511643e+02
5.408405e+02 7.258943e+02
5.462287e+02 7.014677e+02
5.516707e+02 6.778564e+02
5.571668e+02 6.550334e+02
5.627177e+02 6.329726e+02
5.683239e+02 6.116485e+02
5.739859e+02 5.910368e+02
5.797043e+02 5.711138e+02
5.854798e+02 5.518566e+02
5.913127e+02 5.332431e+02
5.972038e+02 5.152519e+02
6.031536e+02 4.978624e+02
6.091626e+02 4.810545e+02
6.152315e+02 4.648090e+02
6.213609e+02 4.491070e+02
6.275513e+02 4.339307e+02
6.338034e+02 4.192624e+02
6.401178e+02 4.050853e+02
6.464951e+02 3.913830e+02
6.529359e+02 3.781398e+02
6.594410e+02 3.653403e+02
6.660108e+02 3.529699e+02
6.726460e+02 3.410142e+02
6.793474e+02 3.294594e+02
6.861155e+02 3.182922e+02
6.929511e+02 3.083419e+02
6.998548e+02 2.983994e+02
7.068272e+02 2.894719e+02
7.138691e+02 2.808105e+02
7.209812e+02 2.724071e+02
7.281641e+02 2.643263e+02
7.354186e+02 2.565803e+02
7.427453e+02 2.490591e+02
7.501451e+02 2.417565e+02
7.576186e+02 2.343585e+02
7.651665e+02 2.264439e+02
7.727896e+02 2.187942e+02
7.804887e+02 2.114005e+02
7.882645e+02 2.042544e+02
7.961177e+02 1.973475e+02
8.040492e+02 1.906719e+02
8.120597e+02 1.842200e+02
8.201500e+02 1.779842e+02
8.283209e+02 1.719574e+02
8.365732e+02 1.661326e+02
8.449078e+02 1.605031e+02
8.533253e+02 1.550624e+02
8.618268e+02 1.494778e+02
8.704129e+02 1.440913e+02
8.790845e+02 1.388964e+02
8.878426e+02 1.338866e+02
8.966879e+02 1.290552e+02
9.056213e+02 1.243960e+02
9.146438e+02 1.199486e+02
9.237561e+02 1.157664e+02
9.329592e+02 1.117281e+02
9.422540e+02 1.078339e+02
9.516414e+02 1.042255e+02
9.611223e+02 1.007480e+02
9.706977e+02 9.738471e+01
9.803685e+02 9.413187e+01
9.901356e+02 9.098594e+01
1.000000e+03 8.767218e+01
