# Energy(MeV) Phi16_Sferica Phi84_Sferica
5.366977e+01 1.439916e+06 1.520003e+06
5.404216e+01 1.420087e+06 1.500236e+06
5.441714e+01 1.400671e+06 1.480430e+06
5.479472e+01 1.382144e+06 1.460812e+06
5.517492e+01 1.363534e+06 1.441515e+06
5.555776e+01 1.344542e+06 1.422463e+06
5.594326e+01 1.325783e+06 1.403490e+06
5.633143e+01 1.307341e+06 1.384771e+06
5.672229e+01 1.289160e+06 1.366405e+06
5.711586e+01 1.271451e+06 1.348128e+06
5.751217e+01 1.253725e+06 1.330187e+06
5.791123e+01 1.236260e+06 1.312320e+06
5.831305e+01 1.219583e+06 1.294571e+06
5.871766e+01 1.202373e+06 1.277319e+06
5.912508e+01 1.185238e+06 1.260237e+06
5.953533e+01 1.168891e+06 1.243240e+06
5.994843e+01 1.153122e+06 1.226467e+06
6.036439e+01 1.136661e+06 1.210041e+06
6.078323e+01 1.120946e+06 1.193921e+06
6.120498e+01 1.105353e+06 1.177669e+06
6.162966e+01 1.089927e+06 1.161767e+06
6.205729e+01 1.074417e+06 1.145821e+06
6.248788e+01 1.058830e+06 1.130085e+06
6.292146e+01 1.043525e+06 1.114458e+06
6.335805e+01 1.028826e+06 1.098918e+06
6.379767e+01 1.014253e+06 1.083703e+06
6.424034e+01 9.995233e+05 1.068688e+06
6.468608e+01 9.856537e+05 1.054045e+06
6.513491e+01 9.712263e+05 1.039676e+06
6.558686e+01 9.570396e+05 1.025358e+06
6.604194e+01 9.428572e+05 1.010918e+06
6.650018e+01 9.288782e+05 9.968195e+05
6.696160e+01 9.150258e+05 9.830536e+05
6.742622e+01 9.019336e+05 9.693661e+05
6.789407e+01 8.892226e+05 9.559294e+05
6.836516e+01 8.765509e+05 9.425230e+05
6.883952e+01 8.636774e+05 9.293757e+05
6.931717e+01 8.509723e+05 9.162870e+05
6.979814e+01 8.382268e+05 9.032243e+05
7.028244e+01 8.255554e+05 8.905054e+05
7.077011e+01 8.133403e+05 8.777706e+05
7.126115e+01 8.014418e+05 8.652518e+05
7.175561e+01 7.894687e+05 8.529072e+05
7.225349e+01 7.772483e+05 8.405293e+05
7.275484e+01 7.651837e+05 8.282882e+05
7.325965e+01 7.540660e+05 8.162328e+05
7.376798e+01 7.425614e+05 8.044916e+05
7.427982e+01 7.311401e+05 7.928865e+05
7.479523e+01 7.197805e+05 7.813258e+05
7.531420e+01 7.090467e+05 7.699967e+05
7.583678e+01 6.979734e+05 7.589194e+05
7.636298e+01 6.872848e+05 7.477204e+05
7.689284e+01 6.768131e+05 7.366496e+05
7.742637e+01 6.662816e+05 7.258393e+05
7.796360e+01 6.558763e+05 7.151743e+05
7.850456e+01 6.456522e+05 7.045857e+05
7.904928e+01 6.356675e+05 6.940217e+05
7.959777e+01 6.256721e+05 6.837435e+05
8.015007e+01 6.158113e+05 6.735483e+05
8.070620e+01 6.060791e+05 6.636051e+05
8.126619e+01 5.964741e+05 6.537762e+05
8.183007e+01 5.869951e+05 6.438688e+05
8.239786e+01 5.776389e+05 6.343154e+05
8.296959e+01 5.684292e+05 6.250034e+05
8.354528e+01 5.593286e+05 6.154996e+05
8.412497e+01 5.506774e+05 6.062208e+05
8.470868e+01 5.420409e+05 5.969740e+05
8.529644e+01 5.331317e+05 5.879896e+05
8.588829e+01 5.243582e+05 5.792241e+05
8.648423e+01 5.161616e+05 5.704624e+05
8.708431e+01 5.077733e+05 5.617829e+05
8.768856e+01 4.994618e+05 5.531559e+05
8.829700e+01 4.911252e+05 5.447554e+05
8.890966e+01 4.829231e+05 5.363323e+05
8.952657e+01 4.754430e+05 5.280257e+05
9.014776e+01 4.675441e+05 5.198310e+05
9.077327e+01 4.596610e+05 5.117946e+05
9.140311e+01 4.518504e+05 5.037745e+05
9.203732e+01 4.441472e+05 4.959812e+05
9.267593e+01 4.367256e+05 4.881945e+05
9.331898e+01 4.292883e+05 4.806250e+05
9.396648e+01 4.219663e+05 4.731495e+05
9.461848e+01 4.146787e+05 4.657536e+05
9.527500e+01 4.075145e+05 4.584584e+05
9.593608e+01 4.004503e+05 4.513303e+05
9.660175e+01 3.934853e+05 4.442559e+05
9.727203e+01 3.865929e+05 4.372801e+05
9.794697e+01 3.797724e+05 4.303480e+05
9.862658e+01 3.730672e+05 4.235208e+05
9.931092e+01 3.664941e+05 4.166173e+05
1.000000e+02 3.600887e+05 4.099745e+05
1.006939e+02 3.537712e+05 4.034606e+05
1.013925e+02 3.474705e+05 3.970085e+05
1.020961e+02 3.412604e+05 3.905617e+05
1.028045e+02 3.351469e+05 3.844024e+05
1.035178e+02 3.291474e+05 3.781661e+05
1.042361e+02 3.234381e+05 3.720120e+05
1.049593e+02 3.177765e+05 3.658773e+05
1.056876e+02 3.119290e+05 3.599165e+05
1.064209e+02 3.062055e+05 3.540145e+05
1.071593e+02 3.006694e+05 3.481442e+05
1.079029e+02 2.951460e+05 3.424129e+05
1.086516e+02 2.896964e+05 3.367416e+05
1.094055e+02 2.843127e+05 3.312297e+05
1.101646e+02 2.790160e+05 3.257435e+05
1.109290e+02 2.738088e+05 3.202860e+05
1.116987e+02 2.686803e+05 3.149809e+05
1.124737e+02 2.636295e+05 3.097101e+05
1.132541e+02 2.586557e+05 3.044370e+05
1.140400e+02 2.537580e+05 2.992933e+05
1.148312e+02 2.489354e+05 2.942584e+05
1.156280e+02 2.441870e+05 2.893002e+05
1.164303e+02 2.395121e+05 2.843897e+05
1.172382e+02 2.349097e+05 2.795568e+05
1.180517e+02 2.303790e+05 2.748501e+05
1.188708e+02 2.259191e+05 2.700495e+05
1.196956e+02 2.215353e+05 2.653579e+05
1.205261e+02 2.172249e+05 2.608182e+05
1.213624e+02 2.129826e+05 2.563820e+05
1.222045e+02 2.088075e+05 2.519407e+05
1.230524e+02 2.046988e+05 2.476415e+05
1.239062e+02 2.006558e+05 2.434067e+05
1.247660e+02 1.966775e+05 2.391500e+05
1.256317e+02 1.927633e+05 2.350248e+05
1.265034e+02 1.889124e+05 2.309096e+05
1.273811e+02 1.851239e+05 2.268544e+05
1.282650e+02 1.813972e+05 2.228321e+05
1.291550e+02 1.777205e+05 2.188831e+05
1.300511e+02 1.740744e+05 2.150527e+05
1.309535e+02 1.704890e+05 2.112099e+05
1.318621e+02 1.669637e+05 2.074169e+05
1.327771e+02 1.635031e+05 2.037206e+05
1.336984e+02 1.601182e+05 2.000388e+05
1.346261e+02 1.567904e+05 1.964470e+05
1.355602e+02 1.535189e+05 1.928917e+05
1.365008e+02 1.503029e+05 1.893935e+05
1.374479e+02 1.471419e+05 1.859437e+05
1.384016e+02 1.440349e+05 1.826160e+05
1.393619e+02 1.409886e+05 1.793079e+05
1.403289e+02 1.379984e+05 1.761040e+05
1.413026e+02 1.350600e+05 1.729471e+05
1.422830e+02 1.321477e+05 1.697570e+05
1.432703e+02 1.293097e+05 1.665732e+05
1.442644e+02 1.265310e+05 1.635087e+05
1.452654e+02 1.237852e+05 1.604147e+05
1.462733e+02 1.210925e+05 1.573995e+05
1.472883e+02 1.184402e+05 1.544395e+05
1.483103e+02 1.158092e+05 1.515722e+05
1.493393e+02 1.132716e+05 1.487863e+05
1.503755e+02 1.107828e+05 1.459384e+05
1.514189e+02 1.083209e+05 1.432091e+05
1.524696e+02 1.059032e+05 1.404784e+05
1.535275e+02 1.035367e+05 1.378182e+05
1.545928e+02 1.012043e+05 1.352186e+05
1.556654e+02 9.890032e+04 1.326266e+05
1.567455e+02 9.663700e+04 1.300795e+05
1.578331e+02 9.441600e+04 1.275850e+05
1.589283e+02 9.223671e+04 1.251115e+05
1.600310e+02 9.009855e+04 1.226980e+05
1.611414e+02 8.800093e+04 1.203481e+05
1.622595e+02 8.594328e+04 1.180265e+05
1.633854e+02 8.392500e+04 1.157776e+05
1.645191e+02 8.194886e+04 1.135325e+05
1.656606e+02 8.001302e+04 1.113305e+05
1.668101e+02 7.811470e+04 1.091084e+05
1.679675e+02 7.625813e+04 1.068891e+05
1.691330e+02 7.445313e+04 1.047070e+05
1.703065e+02 7.268339e+04 1.026026e+05
1.714882e+02 7.095329e+04 1.005441e+05
1.726781e+02 6.925891e+04 9.851548e+04
1.738762e+02 6.759798e+04 9.653804e+04
1.750827e+02 6.597001e+04 9.459721e+04
1.762975e+02 6.437448e+04 9.269399e+04
1.775208e+02 6.281173e+04 9.081584e+04
1.787526e+02 6.128714e+04 8.897324e+04
1.799929e+02 5.979320e+04 8.716557e+04
1.812418e+02 5.832275e+04 8.536422e+04
1.824993e+02 5.687039e+04 8.362298e+04
1.837656e+02 5.544795e+04 8.190406e+04
1.850407e+02 5.406163e+04 8.021637e+04
1.863246e+02 5.270502e+04 7.858415e+04
1.876175e+02 5.137667e+04 7.691301e+04
1.889193e+02 5.007889e+04 7.530645e+04
1.902301e+02 4.880945e+04 7.372434e+04
1.915501e+02 4.756856e+04 7.213870e+04
1.928792e+02 4.636066e+04 7.061154e+04
1.942175e+02 4.517825e+04 6.911328e+04
1.955651e+02 4.399801e+04 6.767763e+04
1.969220e+02 4.284523e+04 6.623920e+04
1.982884e+02 4.172481e+04 6.482078e+04
1.996642e+02 4.062881e+04 6.342241e+04
2.010496e+02 3.955680e+04 6.205661e+04
2.024447e+02 3.850838e+04 6.070857e+04
2.038493e+02 3.748314e+04 5.937027e+04
2.052638e+02 3.648068e+04 5.805753e+04
2.066880e+02 3.550061e+04 5.680713e+04
2.081222e+02 3.454400e+04 5.556928e+04
2.095662e+02 3.360908e+04 5.434773e+04
2.110203e+02 3.269533e+04 5.314123e+04
2.124845e+02 3.180236e+04 5.195846e+04
2.139589e+02 3.092981e+04 5.079607e+04
2.154435e+02 3.007867e+04 4.966486e+04
2.169384e+02 2.924716e+04 4.855699e+04
2.184436e+02 2.843492e+04 4.747497e+04
2.199593e+02 2.764161e+04 4.638774e+04
2.214855e+02 2.686687e+04 4.530807e+04
2.230223e+02 2.611037e+04 4.426879e+04
2.245698e+02 2.537177e+04 4.325367e+04
2.261280e+02 2.465073e+04 4.224723e+04
2.276970e+02 2.394692e+04 4.125383e+04
2.292769e+02 2.326003e+04 4.027988e+04
2.308678e+02 2.258972e+04 3.936789e+04
2.324697e+02 2.193568e+04 3.842288e+04
2.340827e+02 2.129760e+04 3.752308e+04
2.357069e+02 2.067516e+04 3.663941e+04
2.373424e+02 2.006490e+04 3.577150e+04
2.389893e+02 1.946701e+04 3.491924e+04
2.406475e+02 1.888414e+04 3.409406e+04
2.423173e+02 1.831601e+04 3.328110e+04
2.439986e+02 1.776231e+04 3.247442e+04
2.456916e+02 1.722276e+04 3.167913e+04
2.473964e+02 1.669706e+04 3.089993e+04
2.491130e+02 1.618494e+04 3.014660e+04
2.508415e+02 1.568611e+04 2.942734e+04
2.525820e+02 1.520030e+04 2.869046e+04
2.543346e+02 1.472724e+04 2.797256e+04
2.560993e+02 1.426666e+04 2.727964e+04
2.578763e+02 1.381830e+04 2.659533e+04
2.596656e+02 1.338190e+04 2.592593e+04
2.614673e+02 1.295721e+04 2.526901e+04
2.632815e+02 1.254480e+04 2.463382e+04
2.651084e+02 1.214607e+04 2.400903e+04
2.669478e+02 1.175812e+04 2.339468e+04
2.688001e+02 1.138072e+04 2.281265e+04
2.706652e+02 1.101364e+04 2.222119e+04
2.725433e+02 1.065664e+04 2.165622e+04
2.744343e+02 1.030952e+04 2.109535e+04
2.763385e+02 9.970624e+03 2.054925e+04
2.782559e+02 9.640026e+03 2.000811e+04
2.801867e+02 9.318792e+03 1.947650e+04
2.821308e+02 9.006707e+03 1.895515e+04
2.840884e+02 8.703560e+03 1.846297e+04
2.860596e+02 8.409144e+03 1.796543e+04
2.880444e+02 8.123255e+03 1.747916e+04
2.900430e+02 7.845692e+03 1.700332e+04
2.920556e+02 7.576259e+03 1.653643e+04
2.940820e+02 7.314762e+03 1.608034e+04
2.961225e+02 7.061011e+03 1.563856e+04
2.981772e+02 6.814818e+03 1.521689e+04
3.002462e+02 6.576001e+03 1.480490e+04
3.023295e+02 6.344379e+03 1.440208e+04
3.044272e+02 6.119774e+03 1.400634e+04
3.065395e+02 5.902014e+03 1.362199e+04
3.086665e+02 5.690927e+03 1.324635e+04
3.108082e+02 5.486346e+03 1.287105e+04
3.129648e+02 5.288106e+03 1.250217e+04
3.151363e+02 5.096046e+03 1.214166e+04
3.173230e+02 4.910008e+03 1.179409e+04
3.195248e+02 4.729836e+03 1.145489e+04
3.217418e+02 4.555378e+03 1.112395e+04
3.239743e+02 4.386486e+03 1.080131e+04
3.262222e+02 4.223012e+03 1.049092e+04
3.284857e+02 4.064812e+03 1.018810e+04
3.307650e+02 3.911748e+03 9.892701e+03
3.330600e+02 3.763679e+03 9.604578e+03
3.353710e+02 3.620472e+03 9.323489e+03
3.376980e+02 3.481995e+03 9.045930e+03
3.400412e+02 3.348117e+03 8.774800e+03
3.424006e+02 3.218711e+03 8.510577e+03
3.447764e+02 3.093655e+03 8.253119e+03
3.471687e+02 2.972825e+03 8.002183e+03
3.495776e+02 2.856104e+03 7.758563e+03
3.520031e+02 2.743251e+03 7.527990e+03
3.544456e+02 2.634009e+03 7.304225e+03
3.569049e+02 2.527328e+03 7.085074e+03
3.593814e+02 2.424417e+03 6.870888e+03
3.618750e+02 2.325163e+03 6.654069e+03
3.643859e+02 2.229458e+03 6.441799e+03
3.669142e+02 2.137196e+03 6.235309e+03
3.694601e+02 2.048273e+03 6.034472e+03
3.720237e+02 1.962588e+03 5.839163e+03
3.746050e+02 1.880041e+03 5.655089e+03
3.772042e+02 1.800536e+03 5.475699e+03
3.798215e+02 1.723978e+03 5.297944e+03
3.824570e+02 1.650277e+03 5.124835e+03
3.851107e+02 1.579472e+03 4.956573e+03
3.877828e+02 1.511917e+03 4.795656e+03
3.904735e+02 1.446901e+03 4.639584e+03
3.931829e+02 1.384344e+03 4.485313e+03
3.959110e+02 1.324167e+03 4.335414e+03
3.986581e+02 1.266389e+03 4.189915e+03
4.014242e+02 1.210969e+03 4.048581e+03
4.042096e+02 1.157687e+03 3.912923e+03
4.070142e+02 1.106474e+03 3.781544e+03
4.098384e+02 1.057260e+03 3.653958e+03
4.126821e+02 1.009979e+03 3.530079e+03
4.155455e+02 9.645666e+02 3.409819e+03
4.184289e+02 9.210416e+02 3.292029e+03
4.213322e+02 8.794702e+02 3.177202e+03
4.242556e+02 8.395595e+02 3.065832e+03
4.271994e+02 8.012528e+02 2.957833e+03
4.301636e+02 7.644948e+02 2.853122e+03
4.331483e+02 7.292377e+02 2.752952e+03
4.361538e+02 6.954805e+02 2.655728e+03
4.391801e+02 6.631102e+02 2.560824e+03
4.422274e+02 6.320779e+02 2.468856e+03
4.452959e+02 6.023361e+02 2.379750e+03
4.483856e+02 5.738385e+02 2.293430e+03
4.514968e+02 5.465403e+02 2.209827e+03
4.546295e+02 5.203980e+02 2.129166e+03
4.577841e+02 4.953693e+02 2.051558e+03
4.609604e+02 4.714133e+02 1.976406e+03
4.641589e+02 4.484902e+02 1.903542e+03
4.673795e+02 4.265615e+02 1.832912e+03
4.706225e+02 4.055898e+02 1.764561e+03
4.738880e+02 3.854826e+02 1.698428e+03
4.771761e+02 3.661483e+02 1.634453e+03
4.804870e+02 3.476812e+02 1.572577e+03
4.838210e+02 3.300592e+02 1.512742e+03
4.871780e+02 3.133597e+02 1.454893e+03
4.905584e+02 2.973784e+02 1.398973e+03
4.939622e+02 2.820214e+02 1.344921e+03
4.973896e+02 2.673755e+02 1.292687e+03
5.008408e+02 2.534120e+02 1.242227e+03
5.043159e+02 2.401032e+02 1.193488e+03
5.078152e+02 2.274223e+02 1.146423e+03
5.113388e+02 2.153433e+02 1.100888e+03
5.148867e+02 2.038412e+02 1.056667e+03
5.184594e+02 1.928919e+02 1.013960e+03
5.220568e+02 1.824721e+02 9.728582e+02
5.256791e+02 1.725592e+02 9.335849e+02
5.293266e+02 1.631318e+02 8.954055e+02
5.329994e+02 1.541688e+02 8.585973e+02
5.366977e+02 1.456501e+02 8.231185e+02
5.404216e+02 1.375563e+02 7.889286e+02
5.441714e+02 1.298688e+02 7.559879e+02
5.479472e+02 1.225696e+02 7.243023e+02
5.517492e+02 1.156413e+02 6.940265e+02
5.555776e+02 1.090709e+02 6.648653e+02
5.594326e+02 1.028429e+02 6.367837e+02
5.633143e+02 9.693694e+01 6.097478e+02
5.672229e+02 9.132716e+01 5.837245e+02
5.711586e+02 8.602687e+01 5.586813e+02
5.751217e+02 8.099280e+01 5.345869e+02
5.791123e+02 7.622611e+01 5.114106e+02
5.831305e+02 7.171419e+01 4.891225e+02
5.871766e+02 6.744493e+01 4.676935e+02
5.912508e+02 6.340673e+01 4.470953e+02
5.953533e+02 5.959403e+01 4.273003e+02
5.994843e+02 5.599107e+01 4.082817e+02
6.036439e+02 5.258686e+01 3.900133e+02
6.078323e+02 4.938809e+01 3.724698e+02
6.120498e+02 4.636664e+01 3.556265e+02
6.162966e+02 4.351374e+01 3.394594e+02
6.205729e+02 4.082098e+01 3.239450e+02
6.248788e+02 3.828031e+01 3.090608e+02
6.292146e+02 3.588405e+01 2.947846e+02
6.335805e+02 3.362485e+01 2.810951e+02
6.379767e+02 3.149566e+01 2.679715e+02
6.424034e+02 2.948979e+01 2.553935e+02
6.468608e+02 2.760081e+01 2.433415e+02
6.513491e+02 2.582261e+01 2.317966e+02
6.558686e+02 2.414934e+01 2.207402e+02
6.604194e+02 2.257544e+01 2.101545e+02
6.650018e+02 2.109559e+01 2.000220e+02
6.696160e+02 1.970472e+01 1.903082e+02
6.742622e+02 1.839802e+01 1.809261e+02
6.789407e+02 1.717088e+01 1.719217e+02
6.836516e+02 1.601894e+01 1.633186e+02
6.883952e+02 1.493803e+01 1.551013e+02
6.931717e+02 1.392418e+01 1.473326e+02
6.979814e+02 1.297365e+01 1.400049e+02
7.028244e+02 1.208284e+01 1.330040e+02
7.077011e+02 1.124836e+01 1.263159e+02
7.126115e+02 1.046360e+01 1.199285e+02
7.175561e+02 9.725386e+00 1.138377e+02
7.225349e+02 9.035218e+00 1.080286e+02
7.275484e+02 8.390253e+00 1.024820e+02
7.325965e+02 7.787799e+00 9.716586e+01
7.376798e+02 7.225307e+00 9.208174e+01
7.427982e+02 6.700365e+00 8.723431e+01
7.479523e+02 6.210688e+00 8.261160e+01
7.531420e+02 5.754118e+00 7.820575e+01
7.583678e+02 5.328613e+00 7.401182e+01
7.636298e+02 4.932243e+00 7.001690e+01
7.689284e+02 4.563188e+00 6.620494e+01
7.742637e+02 4.219726e+00 6.258049e+01
7.796360e+02 3.900236e+00 5.913538e+01
7.850456e+02 3.603186e+00 5.586179e+01
7.904928e+02 3.327133e+00 5.275218e+01
7.959777e+02 3.070718e+00 4.979927e+01
8.015007e+02 2.832660e+00 4.699607e+01
8.070620e+02 2.611754e+00 4.433587e+01
8.126619e+02 2.406865e+00 4.181219e+01
8.183007e+02 2.216928e+00 3.941882e+01
8.239786e+02 2.040940e+00 3.714979e+01
8.296959e+02 1.877958e+00 3.501046e+01
8.354528e+02 1.727100e+00 3.298937e+01
8.412497e+02 1.587534e+00 3.107430e+01
8.470868e+02 1.458482e+00 2.926030e+01
8.529644e+02 1.339214e+00 2.754098e+01
8.588829e+02 1.229047e+00 2.590846e+01
8.648423e+02 1.127339e+00 2.434883e+01
8.708431e+02 1.033491e+00 2.287728e+01
8.768856e+02 9.469427e-01 2.150441e+01
8.829700e+02 8.671684e-01 2.020667e+01
8.890966e+02 7.936781e-01 1.898036e+01
8.952657e+02 7.260140e-01 1.782197e+01
9.014776e+02 6.637484e-01 1.672814e+01
9.077327e+02 6.064825e-01 1.569564e+01
9.140311e+02 5.538441e-01 1.472060e+01
9.203732e+02 5.054867e-01 1.380048e+01
9.267593e+02 4.610872e-01 1.293297e+01
9.331898e+02 4.203449e-01 1.211538e+01
9.396648e+02 3.829800e-01 1.134610e+01
9.461848e+02 3.487325e-01 1.062171e+01
9.527500e+02 3.173605e-01 9.935211e+00
9.593608e+02 2.886395e-01 9.288891e+00
9.660175e+02 2.623610e-01 8.681160e+00
9.727203e+02 2.383315e-01 8.109938e+00
9.794697e+02 2.163718e-01 7.573245e+00
9.862658e+02 1.963157e-01 7.069089e+00
9.931092e+02 1.780093e-01 6.595607e+00
1.000000e+03 1.613103e-01 6.151301e+00
