# Energy(MeV) Phi16_Sferica Phi84_Sferica
1.982884e+01 8.162144e+06 8.401536e+06
1.996642e+01 8.074352e+06 8.311180e+06
2.010496e+01 7.987329e+06 8.222023e+06
2.024447e+01 7.899094e+06 8.131753e+06
2.038493e+01 7.813692e+06 8.042402e+06
2.052638e+01 7.729934e+06 7.954220e+06
2.066880e+01 7.645357e+06 7.868160e+06
2.081222e+01 7.561587e+06 7.782252e+06
2.095662e+01 7.479443e+06 7.697211e+06
2.110203e+01 7.396704e+06 7.613168e+06
2.124845e+01 7.316413e+06 7.529864e+06
2.139589e+01 7.235892e+06 7.447250e+06
2.154435e+01 7.155995e+06 7.364722e+06
2.169384e+01 7.076423e+06 7.283178e+06
2.184436e+01 6.998426e+06 7.203309e+06
2.199593e+01 6.920163e+06 7.124253e+06
2.214855e+01 6.844808e+06 7.045627e+06
2.230223e+01 6.768093e+06 6.968063e+06
2.245698e+01 6.692176e+06 6.891094e+06
2.261280e+01 6.617176e+06 6.815184e+06
2.276970e+01 6.544461e+06 6.740207e+06
2.292769e+01 6.470550e+06 6.665570e+06
2.308678e+01 6.399743e+06 6.591905e+06
2.324697e+01 6.327840e+06 6.519435e+06
2.340827e+01 6.256033e+06 6.447050e+06
2.357069e+01 6.185648e+06 6.375583e+06
2.373424e+01 6.116729e+06 6.305042e+06
2.389893e+01 6.048286e+06 6.234744e+06
2.406475e+01 5.980187e+06 6.165281e+06
2.423173e+01 5.913287e+06 6.096582e+06
2.439986e+01 5.846939e+06 6.028443e+06
2.456916e+01 5.782065e+06 5.961163e+06
2.473964e+01 5.717327e+06 5.894442e+06
2.491130e+01 5.652610e+06 5.827869e+06
2.508415e+01 5.588182e+06 5.763144e+06
2.525820e+01 5.526159e+06 5.698899e+06
2.543346e+01 5.464772e+06 5.634770e+06
2.560993e+01 5.402914e+06 5.571083e+06
2.578763e+01 5.341634e+06 5.508311e+06
2.596656e+01 5.280237e+06 5.446193e+06
2.614673e+01 5.220127e+06 5.384967e+06
2.632815e+01 5.160687e+06 5.324010e+06
2.651084e+01 5.102032e+06 5.263917e+06
2.669478e+01 5.043583e+06 5.204365e+06
2.688001e+01 4.985843e+06 5.145433e+06
2.706652e+01 4.928821e+06 5.087045e+06
2.725433e+01 4.872145e+06 5.029276e+06
2.744343e+01 4.815706e+06 4.971949e+06
2.763385e+01 4.759871e+06 4.915650e+06
2.782559e+01 4.704630e+06 4.860162e+06
2.801867e+01 4.650223e+06 4.804874e+06
2.821308e+01 4.596535e+06 4.749574e+06
2.840884e+01 4.543073e+06 4.695187e+06
2.860596e+01 4.490151e+06 4.641863e+06
2.880444e+01 4.438055e+06 4.588678e+06
2.900430e+01 4.387143e+06 4.536341e+06
2.920556e+01 4.336450e+06 4.484422e+06
2.940820e+01 4.286306e+06 4.432822e+06
2.961225e+01 4.236401e+06 4.381647e+06
2.981772e+01 4.186673e+06 4.331427e+06
3.002462e+01 4.137648e+06 4.281599e+06
3.023295e+01 4.089259e+06 4.232445e+06
3.044272e+01 4.041380e+06 4.183150e+06
3.065395e+01 3.993924e+06 4.134818e+06
3.086665e+01 3.947002e+06 4.086664e+06
3.108082e+01 3.900306e+06 4.039362e+06
3.129648e+01 3.854392e+06 3.992673e+06
3.151363e+01 3.809005e+06 3.946473e+06
3.173230e+01 3.763717e+06 3.900464e+06
3.195248e+01 3.718870e+06 3.855031e+06
3.217418e+01 3.674165e+06 3.809863e+06
3.239743e+01 3.630341e+06 3.765450e+06
3.262222e+01 3.586565e+06 3.721556e+06
3.284857e+01 3.543371e+06 3.678122e+06
3.307650e+01 3.501723e+06 3.635008e+06
3.330600e+01 3.459910e+06 3.592013e+06
3.353710e+01 3.418535e+06 3.549697e+06
3.376980e+01 3.377842e+06 3.507635e+06
3.400412e+01 3.337582e+06 3.466109e+06
3.424006e+01 3.297386e+06 3.424706e+06
3.447764e+01 3.257481e+06 3.384903e+06
3.471687e+01 3.218157e+06 3.344624e+06
3.495776e+01 3.179213e+06 3.304899e+06
3.520031e+01 3.140866e+06 3.265684e+06
3.544456e+01 3.102450e+06 3.226740e+06
3.569049e+01 3.065121e+06 3.188011e+06
3.593814e+01 3.027963e+06 3.150130e+06
3.618750e+01 2.991140e+06 3.112622e+06
3.643859e+01 2.955015e+06 3.075559e+06
3.669142e+01 2.919340e+06 3.038942e+06
3.694601e+01 2.884055e+06 3.002564e+06
3.720237e+01 2.849158e+06 2.966759e+06
3.746050e+01 2.814643e+06 2.931049e+06
3.772042e+01 2.780507e+06 2.895600e+06
3.798215e+01 2.746746e+06 2.860677e+06
3.824570e+01 2.712986e+06 2.826125e+06
3.851107e+01 2.679413e+06 2.791951e+06
3.877828e+01 2.646260e+06 2.758139e+06
3.904735e+01 2.613457e+06 2.724575e+06
3.931829e+01 2.581140e+06 2.691591e+06
3.959110e+01 2.549415e+06 2.658919e+06
3.986581e+01 2.518200e+06 2.626598e+06
4.014242e+01 2.486792e+06 2.594337e+06
4.042096e+01 2.455655e+06 2.562678e+06
4.070142e+01 2.425381e+06 2.531250e+06
4.098384e+01 2.395064e+06 2.500259e+06
4.126821e+01 2.365120e+06 2.469600e+06
4.155455e+01 2.334861e+06 2.439253e+06
4.184289e+01 2.305322e+06 2.409192e+06
4.213322e+01 2.276599e+06 2.379503e+06
4.242556e+01 2.248274e+06 2.350089e+06
4.271994e+01 2.219615e+06 2.321010e+06
4.301636e+01 2.190899e+06 2.292354e+06
4.331483e+01 2.163399e+06 2.263930e+06
4.361538e+01 2.136447e+06 2.235789e+06
4.391801e+01 2.109001e+06 2.207779e+06
4.422274e+01 2.081681e+06 2.180292e+06
4.452959e+01 2.055297e+06 2.152967e+06
