# Energy(MeV) Phi16_Planare Phi84_Planare
3.012714e+01 2.666587e+07 2.839325e+07
3.054710e+01 2.587338e+07 2.756409e+07
3.097291e+01 2.509766e+07 2.675357e+07
3.140465e+01 2.434877e+07 2.596793e+07
3.184242e+01 2.362432e+07 2.520681e+07
3.228628e+01 2.292211e+07 2.444264e+07
3.273634e+01 2.221930e+07 2.370138e+07
3.319266e+01 2.152187e+07 2.297756e+07
3.365535e+01 2.085168e+07 2.227736e+07
3.412449e+01 2.019353e+07 2.158986e+07
3.460016e+01 1.955205e+07 2.092308e+07
3.508247e+01 1.891658e+07 2.027088e+07
3.557150e+01 1.830772e+07 1.963869e+07
3.606735e+01 1.772246e+07 1.901956e+07
3.657011e+01 1.714109e+07 1.841727e+07
3.707988e+01 1.657087e+07 1.782981e+07
3.759675e+01 1.601826e+07 1.725333e+07
3.812083e+01 1.548230e+07 1.669403e+07
3.865221e+01 1.496824e+07 1.614779e+07
3.919100e+01 1.446117e+07 1.561408e+07
3.973730e+01 1.395252e+07 1.509026e+07
4.029122e+01 1.345842e+07 1.458332e+07
4.085286e+01 1.300037e+07 1.408989e+07
4.142232e+01 1.254495e+07 1.361121e+07
4.199973e+01 1.208333e+07 1.314298e+07
4.258518e+01 1.164664e+07 1.267806e+07
4.317880e+01 1.121238e+07 1.223856e+07
4.378069e+01 1.079576e+07 1.180757e+07
4.439097e+01 1.039128e+07 1.138722e+07
4.500975e+01 1.000591e+07 1.098542e+07
4.563716e+01 9.627830e+06 1.058738e+07
4.627332e+01 9.275561e+06 1.020098e+07
4.691835e+01 8.915288e+06 9.828807e+06
4.757236e+01 8.568460e+06 9.466394e+06
4.823549e+01 8.233317e+06 9.111499e+06
4.890787e+01 7.920166e+06 8.775504e+06
4.958962e+01 7.619952e+06 8.440344e+06
5.028087e+01 7.311943e+06 8.117954e+06
5.098176e+01 7.020693e+06 7.801757e+06
5.169242e+01 6.745418e+06 7.498069e+06
5.241298e+01 6.477502e+06 7.205330e+06
5.314359e+01 6.223279e+06 6.921882e+06
5.388438e+01 5.967691e+06 6.643919e+06
5.463550e+01 5.720976e+06 6.380661e+06
5.539709e+01 5.480834e+06 6.122717e+06
5.616930e+01 5.255914e+06 5.872743e+06
5.695227e+01 5.042608e+06 5.631960e+06
5.774615e+01 4.831867e+06 5.405391e+06
5.855110e+01 4.626453e+06 5.182738e+06
5.936727e+01 4.433517e+06 4.974241e+06
6.019482e+01 4.250930e+06 4.766049e+06
6.103390e+01 4.070500e+06 4.561927e+06
6.188468e+01 3.900384e+06 4.367351e+06
6.274732e+01 3.733239e+06 4.186746e+06
6.362198e+01 3.573831e+06 4.011133e+06
6.450884e+01 3.420236e+06 3.839919e+06
6.540806e+01 3.272385e+06 3.675965e+06
6.631981e+01 3.128884e+06 3.521569e+06
6.724427e+01 2.989119e+06 3.374280e+06
6.818162e+01 2.856642e+06 3.226200e+06
6.913204e+01 2.726791e+06 3.098116e+06
7.009570e+01 2.607456e+06 2.967297e+06
7.107280e+01 2.490080e+06 2.839323e+06
7.206351e+01 2.382649e+06 2.720069e+06
7.306804e+01 2.276472e+06 2.604040e+06
7.408657e+01 2.176179e+06 2.492931e+06
7.511929e+01 2.075425e+06 2.384225e+06
7.616642e+01 1.979639e+06 2.284995e+06
7.722814e+01 1.891589e+06 2.189539e+06
7.830465e+01 1.806586e+06 2.097246e+06
7.939618e+01 1.726156e+06 2.012574e+06
8.050292e+01 1.649144e+06 1.932841e+06
8.162509e+01 1.574349e+06 1.855847e+06
8.276289e+01 1.502541e+06 1.782801e+06
8.391656e+01 1.433200e+06 1.712008e+06
8.508632e+01 1.369367e+06 1.644214e+06
8.627237e+01 1.305548e+06 1.579113e+06
8.747496e+01 1.242750e+06 1.516839e+06
8.869432e+01 1.185227e+06 1.458511e+06
8.993067e+01 1.128287e+06 1.401788e+06
9.118425e+01 1.075393e+06 1.347118e+06
9.245531e+01 1.025040e+06 1.295667e+06
9.374409e+01 9.752728e+05 1.244929e+06
9.505083e+01 9.299695e+05 1.195956e+06
9.637579e+01 8.860818e+05 1.147657e+06
9.771921e+01 8.444816e+05 1.101160e+06
9.908137e+01 8.034745e+05 1.057269e+06
1.004625e+02 7.656595e+05 1.015764e+06
1.018629e+02 7.297631e+05 9.755848e+05
1.032828e+02 6.949638e+05 9.367563e+05
1.047225e+02 6.623114e+05 8.994733e+05
1.061823e+02 6.304581e+05 8.646289e+05
1.076624e+02 6.007394e+05 8.312542e+05
1.091632e+02 5.726228e+05 7.991489e+05
1.106848e+02 5.449803e+05 7.680384e+05
1.122277e+02 5.184190e+05 7.374208e+05
1.137921e+02 4.931701e+05 7.086310e+05
1.153783e+02 4.694637e+05 6.806133e+05
1.169866e+02 4.471883e+05 6.536872e+05
1.186174e+02 4.259203e+05 6.279646e+05
1.202708e+02 4.056455e+05 6.030867e+05
1.219473e+02 3.860844e+05 5.793124e+05
1.236472e+02 3.673607e+05 5.570457e+05
1.253708e+02 3.497546e+05 5.361346e+05
1.271184e+02 3.331443e+05 5.155393e+05
1.288904e+02 3.172570e+05 4.952813e+05
1.306870e+02 3.021273e+05 4.758943e+05
1.325087e+02 2.875597e+05 4.572661e+05
1.343558e+02 2.737076e+05 4.394117e+05
1.362287e+02 2.607226e+05 4.224130e+05
1.381276e+02 2.484713e+05 4.060073e+05
1.400531e+02 2.367575e+05 3.900435e+05
1.420053e+02 2.253816e+05 3.746419e+05
1.439848e+02 2.145253e+05 3.598799e+05
1.459919e+02 2.039274e+05 3.457633e+05
1.480269e+02 1.939392e+05 3.322290e+05
1.500903e+02 1.846483e+05 3.192244e+05
1.521825e+02 1.756684e+05 3.067288e+05
1.543038e+02 1.670655e+05 2.947410e+05
1.564548e+02 1.589370e+05 2.831860e+05
1.586357e+02 1.513931e+05 2.721011e+05
1.608469e+02 1.441439e+05 2.615871e+05
1.630891e+02 1.372333e+05 2.514818e+05
1.653624e+02 1.306581e+05 2.416282e+05
1.676675e+02 1.244197e+05 2.321607e+05
1.700047e+02 1.184158e+05 2.230642e+05
1.723745e+02 1.127224e+05 2.143241e+05
1.747773e+02 1.073578e+05 2.060912e+05
1.772136e+02 1.023241e+05 1.983368e+05
1.796838e+02 9.754346e+04 1.908742e+05
1.821885e+02 9.282368e+04 1.835939e+05
1.847281e+02 8.845515e+04 1.765336e+05
1.873032e+02 8.426855e+04 1.697152e+05
1.899141e+02 8.021744e+04 1.632384e+05
1.925614e+02 7.635862e+04 1.570052e+05
1.952456e+02 7.267196e+04 1.508940e+05
1.979672e+02 6.917575e+04 1.449755e+05
2.007267e+02 6.587365e+04 1.393760e+05
2.035248e+02 6.266512e+04 1.339928e+05
2.063618e+02 5.969672e+04 1.288134e+05
2.092383e+02 5.687675e+04 1.238180e+05
2.121550e+02 5.423337e+04 1.190120e+05
2.151123e+02 5.164137e+04 1.143625e+05
2.181109e+02 4.914988e+04 1.098182e+05
2.211512e+02 4.676965e+04 1.054770e+05
2.242340e+02 4.447641e+04 1.013305e+05
2.273597e+02 4.229502e+04 9.734694e+04
2.305289e+02 4.025371e+04 9.352004e+04
2.337424e+02 3.833017e+04 8.984358e+04
2.370006e+02 3.649855e+04 8.631166e+04
2.403043e+02 3.475445e+04 8.291859e+04
2.436540e+02 3.309369e+04 7.968297e+04
2.470504e+02 3.151230e+04 7.660285e+04
2.504942e+02 3.000878e+04 7.364180e+04
2.539859e+02 2.857859e+04 7.079521e+04
2.575263e+02 2.721657e+04 6.805865e+04
2.611161e+02 2.591946e+04 6.542788e+04
2.647559e+02 2.468416e+04 6.289879e+04
2.684465e+02 2.350774e+04 6.046747e+04
2.721885e+02 2.238560e+04 5.812705e+04
2.759826e+02 2.131611e+04 5.587568e+04
2.798297e+02 2.030295e+04 5.371151e+04
2.837304e+02 1.934733e+04 5.163116e+04
2.876854e+02 1.843670e+04 4.963140e+04
2.916956e+02 1.755700e+04 4.770909e+04
2.957617e+02 1.671713e+04 4.586124e+04
2.998844e+02 1.591743e+04 4.408496e+04
3.040646e+02 1.515599e+04 4.236730e+04
3.083031e+02 1.442224e+04 4.073592e+04
3.126007e+02 1.372684e+04 3.916735e+04
3.169582e+02 1.306686e+04 3.765802e+04
3.213764e+02 1.243448e+04 3.620426e+04
3.258562e+02 1.183422e+04 3.480663e+04
3.303985e+02 1.126481e+04 3.346294e+04
3.350041e+02 1.072279e+04 3.217113e+04
3.396739e+02 1.020838e+04 3.092919e+04
3.444087e+02 9.724108e+03 2.973520e+04
3.492096e+02 9.255170e+03 2.858472e+04
3.540774e+02 8.808245e+03 2.747403e+04
3.590130e+02 8.382902e+03 2.639681e+04
3.640175e+02 7.978099e+03 2.536184e+04
3.690917e+02 7.592843e+03 2.436744e+04
3.742366e+02 7.226190e+03 2.341204e+04
3.794533e+02 6.877244e+03 2.249410e+04
3.847427e+02 6.545147e+03 2.161215e+04
3.901058e+02 6.230246e+03 2.076478e+04
3.955436e+02 5.937039e+03 1.995063e+04
4.010573e+02 5.657487e+03 1.916841e+04
4.066478e+02 5.384290e+03 1.841686e+04
4.123163e+02 5.124286e+03 1.769433e+04
4.180637e+02 4.876837e+03 1.700009e+04
4.238913e+02 4.641337e+03 1.633310e+04
4.298001e+02 4.417209e+03 1.569227e+04
4.357913e+02 4.203905e+03 1.507659e+04
4.418660e+02 4.000900e+03 1.448506e+04
4.480254e+02 3.807699e+03 1.391674e+04
4.542706e+02 3.623827e+03 1.337072e+04
4.606029e+02 3.448834e+03 1.284613e+04
4.670234e+02 3.282292e+03 1.234153e+04
4.735335e+02 3.124846e+03 1.185607e+04
4.801343e+02 2.977674e+03 1.138972e+04
4.868271e+02 2.839298e+03 1.094170e+04
4.936132e+02 2.702348e+03 1.051131e+04
5.004939e+02 2.571691e+03 1.009785e+04
5.074705e+02 2.447351e+03 9.700656e+03
5.145444e+02 2.329023e+03 9.319082e+03
5.217169e+02 2.216417e+03 8.952517e+03
5.289893e+02 2.109254e+03 8.600371e+03
5.363631e+02 2.007273e+03 8.262077e+03
5.438397e+02 1.910223e+03 7.937090e+03
5.514206e+02 1.817865e+03 7.630950e+03
5.591071e+02 1.729972e+03 7.341086e+03
5.669007e+02 1.646329e+03 7.062235e+03
5.748030e+02 1.566730e+03 6.793979e+03
5.828155e+02 1.490979e+03 6.535916e+03
