# Energy(MeV) Phi16_Sferica Phi84_Sferica
4.868271e+02 1.135719e+04 4.376682e+04
4.936132e+02 1.080939e+04 4.204526e+04
5.004939e+02 1.028676e+04 4.039141e+04
5.074705e+02 9.789405e+03 3.880262e+04
5.145444e+02 9.316094e+03 3.727633e+04
5.217169e+02 8.865666e+03 3.581007e+04
5.289893e+02 8.437017e+03 3.440149e+04
5.363631e+02 8.029092e+03 3.304831e+04
5.438397e+02 7.640890e+03 3.174836e+04
5.514206e+02 7.271458e+03 3.052380e+04
5.591071e+02 6.919888e+03 2.936434e+04
5.669007e+02 6.585315e+03 2.824894e+04
5.748030e+02 6.266919e+03 2.717592e+04
5.828155e+02 5.963918e+03 2.614366e+04
5.909396e+02 5.675566e+03 2.515063e+04
5.991770e+02 5.399560e+03 2.419077e+04
6.075292e+02 5.137551e+03 2.324386e+04
6.159978e+02 4.888739e+03 2.233403e+04
6.245845e+02 4.655432e+03 2.145982e+04
6.332908e+02 4.430851e+03 2.061983e+04
6.421186e+02 4.217070e+03 1.981097e+04
6.510694e+02 4.014947e+03 1.903081e+04
6.601449e+02 3.823218e+03 1.828137e+04
6.693470e+02 3.641167e+03 1.756145e+04
6.786773e+02 3.466758e+03 1.686988e+04
6.881377e+02 3.301255e+03 1.620554e+04
6.977300e+02 3.142842e+03 1.556736e+04
7.074559e+02 2.990783e+03 1.495432e+04
7.173175e+02 2.846187e+03 1.436542e+04
7.273165e+02 2.710105e+03 1.379970e+04
7.374549e+02 2.580529e+03 1.325627e+04
7.477346e+02 2.457345e+03 1.273424e+04
7.581576e+02 2.340051e+03 1.223276e+04
7.687260e+02 2.228355e+03 1.175104e+04
7.794416e+02 2.121992e+03 1.128828e+04
7.903066e+02 2.020705e+03 1.084375e+04
8.013230e+02 1.924285e+03 1.041672e+04
8.124930e+02 1.832533e+03 1.000651e+04
8.238187e+02 1.745156e+03 9.612452e+03
8.353023e+02 1.661945e+03 9.233913e+03
8.469460e+02 1.582702e+03 8.870282e+03
8.587519e+02 1.507238e+03 8.520970e+03
8.707225e+02 1.435371e+03 8.185414e+03
8.828599e+02 1.366417e+03 7.863072e+03
8.951665e+02 1.300633e+03 7.557507e+03
9.076446e+02 1.238016e+03 7.264563e+03
9.202967e+02 1.178414e+03 6.982973e+03
9.331251e+02 1.121682e+03 6.712299e+03
9.461324e+02 1.067680e+03 6.452117e+03
9.593209e+02 1.016465e+03 6.202020e+03
9.726934e+02 9.679105e+02 5.961618e+03
9.862522e+02 9.216758e+02 5.730535e+03
1.000000e+03 8.776497e+02 5.508409e+03
